상권_코드,면적당_매출
1000001,41.167904698100806
1000002,147.5076363212376
1000003,58.544842179759364
1000004,202.0711641324288
1000005,5.425177961162978
1000006,51.56872169064377
1000007,161.55627989082595
1000008,44.527972387987994
1000009,22.711809602890693
1000010,104.74153005409968
1000011,143.96617676007276
1000012,57.409054682245646
1000013,40.78742897075759
1000014,53.561880159280676
1000015,151.4110287801023
1000016,163.98240328245836
1000017,72.39971590024007
1000018,346.88372774878843
1000019,45.8185294491674
1000020,45.19544231193146
1000021,67.400056190341
1000022,98.18421282483274
1000023,48.18073051669988
1000024,17.870715175897818
1000025,30.079886502612876
1000026,2.597159187739617
1000027,38.04004147808439
1000028,113.15201466384649
1000029,37.6545557790547
1000030,46.875357647297484
1000031,47.30539837560717
1000032,111.68310396063772
1000033,91.71697843056546
1000034,91.02644937477017
1000035,46.89780783463348
1000036,26.862670082988423
1000037,5.557836090265671
1000038,222.1677261082478
1000039,65.04208849247118
1000040,182.07420078340832
1000041,24.928592321946546
1000042,73.61722041462666
1000043,19.119670111579044
1000044,34.58047421126834
1000045,35.70713459773171
1000046,59.76223336822163
1000047,57.80019248295147
1000048,43.964515068078754
1000049,37.60816689541454
1000050,11.585441846957872
1000051,108.60629871760517
1000052,206.50556514740785
1000053,74.69756339311787
1000054,105.781819144208
1000055,80.65311050082667
1000056,32.683272531036046
1000057,41.76774398821617
1000058,39.52586953143823
1000059,7.784825535638204
1000060,32.70535601085583
1000061,51.139375993797074
1000062,12.181129783032947
1000063,55.465600538451476
1000064,40.426877817003366
1000065,56.293057320396166
1000066,24.061059838748328
1000067,47.81850022375831
1000068,114.84598520139151
1000069,50.93217211419529
1000070,89.30894264559167
1000071,92.03985199591374
1000072,73.47720418329705
1000073,369.09181585191834
1000074,18.705493906722456
1000075,20.147485153505748
1000076,17.99498448618815
1000077,111.32220626944472
1000078,70.02048493212281
1000079,191.38669098333258
1000080,67.29806540319973
1000081,71.37329822595578
1000082,30.71011335908639
1000083,283.03868120132324
1000084,73.0570797503034
1000085,83.15447588318499
1000086,78.76422639801903
1000087,39.078040827158
1000088,59.915912874762256
1000089,2.6937070339121933
1000090,55.702693528558555
1000091,124.97054736242232
1000092,77.08786851469567
1000093,10.543797893225904
1000094,94.86378043076428
1000095,8.923529467482357
1000096,159.3541359286415
1000097,39.473472685168325
1000098,104.28165988699921
1000099,68.83519672247078
1000100,184.9947689313329
1000101,26.763355470297476
1000102,99.0394413658868
1000103,28.650829123069713
1000104,218.76621792298295
1000105,67.38262432454125
1000106,76.19010977712423
1000107,59.53365722386347
1000108,16.910937736546263
1000109,191.94329042460137
1000110,95.66626851777423
1000111,95.6708176395838
1000112,38.73509466929574
1000113,126.60608359473143
1000114,79.83877007174749
1000115,65.08040303466633
1000116,87.15722059092161
1000117,76.52681094408041
1000118,93.59622151912853
