"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","상권_변화_지표","상권_변화_지표_명","운영_영업_개월_평균","폐업_영업_개월_평균","서울_운영_영업_개월_평균","서울_폐업_영업_개월_평균"
"2021","1","R","전통시장","1001355","강북종합시장","HH","정체","135","69","115","54"
"2021","1","R","전통시장","1001354","우이시장","LH","상권확장","100","55","115","54"
"2021","1","R","전통시장","1001353","수유전통시장","HH","정체","139","65","115","54"
"2021","1","R","전통시장","1001352","번동북부골목시장","LL","다이나믹","115","52","115","54"
"2021","1","R","전통시장","1001351","솔샘시장","LH","상권확장","111","60","115","54"
"2021","1","R","전통시장","1001350","숭인시장","HH","정체","131","69","115","54"
"2021","1","R","전통시장","1001349","방천골목시장","LL","다이나믹","100","48","115","54"
"2021","1","R","전통시장","1001348","동북시장","HL","상권축소","130","51","115","54"
"2021","1","R","전통시장","1001347","석관황금시장","LL","다이나믹","111","50","115","54"
"2021","1","R","전통시장","1001346","석관시장","HL","상권축소","142","53","115","54"
"2021","1","R","전통시장","1001345","새석관시장","HH","정체","184","57","115","54"
"2021","1","R","전통시장","1001344","번동시장","HH","정체","266","84","115","54"
"2021","1","R","전통시장","1001343","장위전통시장","HH","정체","132","70","115","54"
"2021","1","R","전통시장","1001342","밤나무골시장","LL","다이나믹","105","53","115","54"
"2021","1","R","전통시장","1001341","길음시장","HH","정체","147","69","115","54"
"2021","1","R","전통시장","1001340","정릉시장","HH","정체","136","63","115","54"
"2021","1","R","전통시장","1001339","정릉아리랑시장","HH","정체","126","60","115","54"
"2021","1","R","전통시장","1001338","돈암제일시장","HH","정체","116","60","115","54"
"2021","1","R","전통시장","1001337","유영시장","HH","정체","159","62","115","54"
"2021","1","R","전통시장","1001336","우림골목시장","HH","정체","124","56","115","54"
"2021","1","R","전통시장","1001335","묵1동도깨비시장","LL","다이나믹","95","53","115","54"
"2021","1","R","전통시장","1001334","태능시장","LH","상권확장","114","58","115","54"
"2021","1","R","전통시장","1001333","중화제일시장","LH","상권확장","105","55","115","54"
"2021","1","R","전통시장","1001332","사가정시장","LL","다이나믹","114","50","115","54"
"2021","1","R","전통시장","1001331","면목골목시장","HL","상권축소","129","51","115","54"
"2021","1","R","전통시장","1001330","동원시장","LL","다이나믹","115","50","115","54"
"2021","1","R","전통시장","1001329","동부골목시장","LL","다이나믹","114","54","115","54"
"2021","1","R","전통시장","1001328","이문제일시장","HL","상권축소","139","54","115","54"
"2021","1","R","전통시장","1001327","이경시장","HL","상권축소","134","46","115","54"
"2021","1","R","전통시장","1001326","회기시장","HH","정체","122","55","115","54"
"2021","1","R","전통시장","1001325","청량리청과물시장","HH","정체","129","72","115","54"
"2021","1","R","전통시장","1001324","전곡시장","HH","정체","137","59","115","54"
"2021","1","R","전통시장","1001323","답십리시장","LL","다이나믹","105","48","115","54"
"2021","1","R","전통시장","1001322","동부시장","HH","정체","158","77","115","54"
"2021","1","R","전통시장","1001321","답십리현대시장","HH","정체","173","63","115","54"
"2021","1","R","전통시장","1001320","전농로터리시장","HH","정체","156","61","115","54"
"2021","1","R","전통시장","1001319","청량리종합시장","HH","정체","127","103","115","54"
"2021","1","R","전통시장","1001318","청량리전통시장","HH","정체","153","76","115","54"
"2021","1","R","전통시장","1001317","청량리농수산물시장","HH","정체","149","88","115","54"
"2021","1","R","전통시장","1001316","서울약령시장","HH","정체","150","70","115","54"
"2021","1","R","전통시장","1001315","동서시장","HH","정체","178","155","115","54"
"2021","1","R","전통시장","1001314","경동시장","HH","정체","170","113","115","54"
"2021","1","R","전통시장","1001313","청량리수산시장","HH","정체","160","104","115","54"
"2021","1","R","전통시장","1001312","용두시장","HL","상권축소","150","35","115","54"
"2021","1","R","전통시장","1001311","동부청과시장","HH","정체","354","193","115","54"
"2021","1","R","전통시장","1001310","구의시장","HH","정체","215","90","115","54"
"2021","1","R","전통시장","1001309","조양시장","HH","정체","122","57","115","54"
"2021","1","R","전통시장","1001308","영동교골목시장","HH","정체","124","56","115","54"
"2021","1","R","전통시장","1001307","능동로골목시장","HL","상권축소","124","53","115","54"
"2021","1","R","전통시장","1001306","노룬산골목시장","HL","상권축소","154","51","115","54"
"2021","1","R","전통시장","1001305","자양종합시장","HH","정체","204","56","115","54"
"2021","1","R","전통시장","1001304","자양골목시장","HH","정체","127","55","115","54"
"2021","1","R","전통시장","1001303","신성골목시장","HH","정체","157","67","115","54"
"2021","1","R","전통시장","1001302","면곡골목시장","LL","다이나믹","114","53","115","54"
"2021","1","R","전통시장","1001301","중곡제일시장","HL","상권축소","117","52","115","54"
"2021","1","R","전통시장","1001300","화양제일골목시장","LL","다이나믹","100","51","115","54"
"2021","1","R","전통시장","1001299","한아름시장","HL","상권축소","141","49","115","54"
"2021","1","R","전통시장","1001298","성동용답상가시장","LL","다이나믹","109","50","115","54"
"2021","1","R","전통시장","1001297","뚝도시장","LH","상권확장","114","60","115","54"
"2021","1","R","전통시장","1001296","금남시장","HH","정체","147","65","115","54"
"2021","1","R","전통시장","1001295","행당시장","HH","정체","117","56","115","54"
"2021","1","R","전통시장","1001294","마장축산물시장","HH","정체","155","98","115","54"
"2021","1","R","전통시장","1001293","보광시장","HH","정체","162","79","115","54"
"2021","1","R","전통시장","1001292","이태원제일시장","HH","정체","129","70","115","54"
"2021","1","R","전통시장","1001291","이태원시장","HH","정체","155","79","115","54"
"2021","1","R","전통시장","1001290","이촌종합시장","HH","정체","134","59","115","54"
"2021","1","R","전통시장","1001289","용문전통시장","HH","정체","136","57","115","54"
"2021","1","R","전통시장","1001288","만리시장","HH","정체","134","65","115","54"
"2021","1","R","전통시장","1001287","신흥시장","LH","상권확장","81","64","115","54"
"2021","1","R","전통시장","1001286","후암시장","LH","상권확장","95","64","115","54"
"2021","1","R","전통시장","1001285","합동(새벽)시장","LH","상권확장","106","69","115","54"
"2021","1","R","전통시장","1001284","서울중앙시장","HH","정체","142","84","115","54"
"2021","1","R","전통시장","1001283","백학시장","HH","정체","117","56","115","54"
"2021","1","R","전통시장","1001282","약수시장","HH","정체","136","62","115","54"
"2021","1","R","전통시장","1001281","청평화시장","LH","상권확장","112","68","115","54"
"2021","1","R","전통시장","1001280","제일평화시장","LH","상권확장","108","65","115","54"
"2021","1","R","전통시장","1001279","동평화시장","HH","정체","133","69","115","54"
"2021","1","R","전통시장","1001278","남평화시장","HH","정체","127","94","115","54"
"2021","1","R","전통시장","1001277","방산종합시장","HH","정체","179","78","115","54"
"2021","1","R","전통시장","1001276","평화시장","HH","정체","146","55","115","54"
"2021","1","R","전통시장","1001275","인현시장","HH","정체","148","56","115","54"
"2021","1","R","전통시장","1001274","신중부시장","HH","정체","152","86","115","54"
"2021","1","R","전통시장","1001273","남대문시장","HH","정체","157","69","115","54"
"2021","1","R","전통시장","1001272","신설종합시장","HL","상권축소","221","35","115","54"
"2021","1","R","전통시장","1001271","동묘시장","HL","상권축소","120","53","115","54"
"2021","1","R","전통시장","1001270","창신골목시장","HH","정체","139","62","115","54"
"2021","1","R","전통시장","1001269","동문시장","LH","상권확장","95","61","115","54"
"2021","1","R","전통시장","1001268","충신시장","HH","정체","127","83","115","54"
"2021","1","R","전통시장","1001267","종로신진시장","HH","정체","151","76","115","54"
"2021","1","R","전통시장","1001266","동대문종합시장","HH","정체","141","79","115","54"
"2021","1","R","전통시장","1001265","광장시장","HH","정체","191","101","115","54"
"2021","1","R","전통시장","1001264","통인시장","HH","정체","126","59","115","54"
"2021","1","D","발달상권","1001263","서울 노원구 노원역_3","LL","다이나믹","102","49","115","54"
"2021","1","D","발달상권","1001262","서울 노원구 노원역_2","LL","다이나믹","115","48","115","54"
"2021","1","D","발달상권","1001261","서울 노원구 노원역_1","HL","상권축소","116","49","115","54"
"2021","1","D","발달상권","1001260","창동역","HL","상권축소","120","52","115","54"
"2021","1","D","발달상권","1001259","서울 강북구 수유역_3","LL","다이나믹","115","53","115","54"
"2021","1","D","발달상권","1001258","등나무근린공원 주변","LL","다이나믹","103","51","115","54"
"2021","1","D","발달상권","1001257","서울 강북구 수유역_2","LL","다이나믹","106","51","115","54"
"2021","1","D","발달상권","1001256","서울 강북구 수유역_1","HL","상권축소","116","52","115","54"
"2021","1","D","발달상권","1001255","서울 은평구 연신내역_3","HL","상권축소","120","43","115","54"
"2021","1","D","발달상권","1001254","서울 은평구 연신내역_2","LL","다이나믹","99","50","115","54"
"2021","1","D","발달상권","1001253","서울 은평구 연신내역_1","HH","정체","129","68","115","54"
"2021","1","D","발달상권","1001252","서울 성북구 미아삼거리역_2","HH","정체","119","56","115","54"
"2021","1","D","발달상권","1001251","서울 강북구 미아삼거리역_1","LL","다이나믹","98","54","115","54"
"2021","1","D","발달상권","1001250","서울 은평구 불광역_3","HL","상권축소","117","49","115","54"
"2021","1","D","발달상권","1001249","서울 은평구 불광역_2","HH","정체","142","65","115","54"
"2021","1","D","발달상권","1001248","서울 은평구 불광역_1","HL","상권축소","116","50","115","54"
"2021","1","D","발달상권","1001247","미아사거리_2","LH","상권확장","112","59","115","54"
"2021","1","D","발달상권","1001246","미아사거리_1","LL","다이나믹","109","53","115","54"
"2021","1","D","발달상권","1001245","서울 성북구 성신여대입구역","LL","다이나믹","108","50","115","54"
"2021","1","D","발달상권","1001244","경희대학교","LL","다이나믹","99","52","115","54"
"2021","1","D","발달상권","1001243","서울 성북구 안암역","LL","다이나믹","111","49","115","54"
"2021","1","D","발달상권","1001242","혜화역 대학로_3","LH","상권확장","103","55","115","54"
"2021","1","D","발달상권","1001241","혜화역 대학로_2","LL","다이나믹","115","50","115","54"
"2021","1","D","발달상권","1001240","혜화역 대학로_1","LL","다이나믹","97","53","115","54"
"2021","1","D","발달상권","1001239","디지털미디어시티","LL","다이나믹","67","36","115","54"
"2021","1","D","발달상권","1001238","서울 동대문구 청량리역","HH","정체","178","65","115","54"
"2021","1","D","발달상권","1001237","서울 종로구 경복궁역_2","HH","정체","120","58","115","54"
"2021","1","D","발달상권","1001236","서울 종로구 안국역_2","LH","상권확장","115","60","115","54"
"2021","1","D","발달상권","1001235","서울 종로구 안국역_1","HH","정체","122","64","115","54"
"2021","1","D","발달상권","1001234","서울 종로구 경복궁역_1","HH","정체","118","61","115","54"
"2021","1","D","발달상권","1001233","서울 종로구 종로3가역_3","HH","정체","148","69","115","54"
"2021","1","D","발달상권","1001232","서울 종로구 종로3가역_2","HH","정체","127","61","115","54"
"2021","1","D","발달상권","1001231","서울 동대문구 신설동역_2","HL","상권축소","132","51","115","54"
"2021","1","D","발달상권","1001230","인사동","HH","정체","158","72","115","54"
"2021","1","D","발달상권","1001229","서울 종로구 종로5가역_4","HH","정체","159","73","115","54"
"2021","1","D","발달상권","1001228","서울 종로구 종로5가역_3","HH","정체","145","60","115","54"
"2021","1","D","발달상권","1001227","종로구청","HH","정체","134","62","115","54"
"2021","1","D","발달상권","1001226","서울 종로구 종로5가역_2","HH","정체","133","63","115","54"
"2021","1","D","발달상권","1001225","신설동역","HL","상권축소","130","41","115","54"
"2021","1","D","발달상권","1001224","서울 동대문구 신설동역_1","LL","다이나믹","114","50","115","54"
"2021","1","D","발달상권","1001223","서울 종로구 광화문역_2","HH","정체","138","61","115","54"
"2021","1","D","발달상권","1001222","동묘앞역","HL","상권축소","130","52","115","54"
"2021","1","D","발달상권","1001221","장안동사거리","LL","다이나믹","104","48","115","54"
"2021","1","D","발달상권","1001220","서울 종로구 동대문역_2","HH","정체","120","61","115","54"
"2021","1","D","발달상권","1001219","서울 종로구 동대문역_1","HH","정체","146","61","115","54"
"2021","1","D","발달상권","1001218","동대문시장_2","HH","정체","151","74","115","54"
"2021","1","D","발달상권","1001217","서울 종로구 종로5가역_1","HH","정체","139","74","115","54"
"2021","1","D","발달상권","1001216","서울 종로구 종로3가역_1","HH","정체","144","60","115","54"
"2021","1","D","발달상권","1001215","서울 종로구 광화문역_1","HH","정체","149","73","115","54"
"2021","1","D","발달상권","1001214","종각역","HH","정체","161","59","115","54"
"2021","1","D","발달상권","1001213","종각역 젊음의 거리","HH","정체","121","59","115","54"
"2021","1","D","발달상권","1001212","서대문구 서대문역_1","HH","정체","128","60","115","54"
"2021","1","D","발달상권","1001211","동대문시장_1","HL","상권축소","155","51","115","54"
"2021","1","D","발달상권","1001210","시청역_2","HH","정체","154","67","115","54"
"2021","1","D","발달상권","1001209","서울시청","HH","정체","142","68","115","54"
"2021","1","D","발달상권","1001208","서울 중구 을지로3가역_2","HH","정체","158","74","115","54"
"2021","1","D","발달상권","1001207","서울 중구 신당역_2","HH","정체","126","64","115","54"
"2021","1","D","발달상권","1001206","서대문구 서대문역_2","HH","정체","133","63","115","54"
"2021","1","D","발달상권","1001205","동대문역사문화공원역","HH","정체","182","83","115","54"
"2021","1","D","발달상권","1001204","서울 중구 을지로3가역_1","HH","정체","162","64","115","54"
"2021","1","D","발달상권","1001203","명동거리","HH","정체","166","55","115","54"
"2021","1","D","발달상권","1001202","롯데백화점","HH","정체","141","72","115","54"
"2021","1","D","발달상권","1001201","서울 중구 신당역_1","HH","정체","123","58","115","54"
"2021","1","D","발달상권","1001200","북창동","HH","정체","160","66","115","54"
"2021","1","D","발달상권","1001199","서울 중구 충무로역_2","HH","정체","173","62","115","54"
"2021","1","D","발달상권","1001198","서울 강서구 송정역","HH","정체","128","57","115","54"
"2021","1","D","발달상권","1001197","장한평역_2","HH","정체","148","60","115","54"
"2021","1","D","발달상권","1001196","시청역_1","HH","정체","150","74","115","54"
"2021","1","D","발달상권","1001195","왕십리역_2","LH","상권확장","109","57","115","54"
"2021","1","D","발달상권","1001194","서울 강서구 발산역","LL","다이나믹","86","48","115","54"
"2021","1","D","발달상권","1001193","장한평역_1","HL","상권축소","126","52","115","54"
"2021","1","D","발달상권","1001192","서울 중구 충무로역_1","HH","정체","127","63","115","54"
"2021","1","D","발달상권","1001191","왕십리역_1","LH","상권확장","115","71","115","54"
"2021","1","D","발달상권","1001190","장한평역","HH","정체","148","60","115","54"
"2021","1","D","발달상권","1001189","서울 중구 명동역","HL","상권축소","138","53","115","54"
"2021","1","D","발달상권","1001188","장충동 족발거리","HH","정체","132","71","115","54"
"2021","1","D","발달상권","1001187","한양시장","LH","상권확장","91","56","115","54"
"2021","1","D","발달상권","1001186","서울 서대문구 이대역","HL","상권축소","120","49","115","54"
"2021","1","D","발달상권","1001185","서울 서대문구 신촌역","HL","상권축소","124","53","115","54"
"2021","1","D","발달상권","1001184","서울 마포구 홍대입구역_3","LL","다이나믹","95","51","115","54"
"2021","1","D","발달상권","1001183","서울 마포구 홍대입구역_2","LL","다이나믹","101","54","115","54"
"2021","1","D","발달상권","1001182","홍익대학교 주변","LL","다이나믹","84","46","115","54"
"2021","1","D","발달상권","1001181","서울 광진구 군자역","LH","상권확장","109","55","115","54"
"2021","1","D","발달상권","1001180","신촌역","HH","정체","131","58","115","54"
"2021","1","D","발달상권","1001179","강서구청","LL","다이나믹","99","47","115","54"
"2021","1","D","발달상권","1001178","서울 마포구 홍대입구역_1","LL","다이나믹","106","49","115","54"
"2021","1","D","발달상권","1001177","서울 중구 약수역_2","HL","상권축소","127","54","115","54"
"2021","1","D","발달상권","1001176","서울 중구 약수역_1","HH","정체","139","62","115","54"
"2021","1","D","발달상권","1001175","서울 강동구 고덕역","LH","상권확장","114","58","115","54"
"2021","1","D","발달상권","1001174","등촌역","LL","다이나믹","112","52","115","54"
"2021","1","D","발달상권","1001173","서울 강동구 명일역","HL","상권축소","121","53","115","54"
"2021","1","D","발달상권","1001172","어린이대공원역","LL","다이나믹","104","52","115","54"
"2021","1","D","발달상권","1001171","서울 마포구 공덕역_2","HH","정체","143","72","115","54"
"2021","1","D","발달상권","1001170","공덕역","LL","다이나믹","113","53","115","54"
"2021","1","D","발달상권","1001169","서울 용산구 숙대입구역","HH","정체","116","59","115","54"
"2021","1","D","발달상권","1001168","남영역","HH","정체","135","59","115","54"
"2021","1","D","발달상권","1001167","서울 마포구 공덕역_1","LL","다이나믹","109","44","115","54"
"2021","1","D","발달상권","1001166","서울 마포구 마포역_2","HL","상권축소","116","52","115","54"
"2021","1","D","발달상권","1001165","서울 광진구 건대입구역_2","LL","다이나믹","84","53","115","54"
"2021","1","D","발달상권","1001164","서울 마포구 마포역_1","HH","정체","121","55","115","54"
"2021","1","D","발달상권","1001163","서울 강동구 천호역_2","LL","다이나믹","112","53","115","54"
"2021","1","D","발달상권","1001162","서울 광진구 건대입구역_1","LH","상권확장","92","55","115","54"
"2021","1","D","발달상권","1001161","건대입구역","LL","다이나믹","77","42","115","54"
"2021","1","D","발달상권","1001160","서울 광진구 구의역","HL","상권축소","125","53","115","54"
"2021","1","D","발달상권","1001159","서울 강동구 천호역","HH","정체","123","56","115","54"
"2021","1","D","발달상권","1001158","당산역_2","LL","다이나믹","107","53","115","54"
"2021","1","D","발달상권","1001157","서울 강동구 천호역_1","HL","상권축소","121","51","115","54"
"2021","1","D","발달상권","1001156","서울 강동구 길동역","LL","다이나믹","112","49","115","54"
"2021","1","D","발달상권","1001155","용산 전자상가_5","HH","정체","146","55","115","54"
"2021","1","D","발달상권","1001154","용산 전자상가_4","HL","상권축소","145","53","115","54"
"2021","1","D","발달상권","1001153","당산역_1","HL","상권축소","118","51","115","54"
"2021","1","D","발달상권","1001152","서울 광진구 강변역","HH","정체","142","58","115","54"
"2021","1","D","발달상권","1001151","용산 전자상가_3","HH","정체","151","56","115","54"
"2021","1","D","발달상권","1001150","서울 용산구 이태원역","HH","정체","143","63","115","54"
"2021","1","D","발달상권","1001149","한남오거리","HH","정체","133","58","115","54"
"2021","1","D","발달상권","1001148","목동사거리","HL","상권축소","118","51","115","54"
"2021","1","D","발달상권","1001147","용산 전자상가_2","HH","정체","148","55","115","54"
"2021","1","D","발달상권","1001146","용산구청","LH","상권확장","82","56","115","54"
"2021","1","D","발달상권","1001145","용산 전자상가_1","HH","정체","141","62","115","54"
"2021","1","D","발달상권","1001144","국회의사당역_2","HL","상권축소","127","52","115","54"
"2021","1","D","발달상권","1001143","서울 용산구 신용산역","LH","상권확장","113","56","115","54"
"2021","1","D","발달상권","1001142","국회의사당역_1","HH","정체","131","66","115","54"
"2021","1","D","발달상권","1001141","압구정 로데오거리_2","LL","다이나믹","105","47","115","54"
"2021","1","D","발달상권","1001140","서울 강남구 압구정역","LL","다이나믹","109","52","115","54"
"2021","1","D","발달상권","1001139","서울 영등포구 영등포구청역","LL","다이나믹","107","51","115","54"
"2021","1","D","발달상권","1001138","압구정 로데오거리_1","LL","다이나믹","107","49","115","54"
"2021","1","D","발달상권","1001137","서울 강동구 둔촌동역","HL","상권축소","122","53","115","54"
"2021","1","D","발달상권","1001136","오목교역","LL","다이나믹","72","51","115","54"
"2021","1","D","발달상권","1001135","신사동 가로수길","LL","다이나믹","104","50","115","54"
"2021","1","D","발달상권","1001134","서울 영등포구 여의도역_2","HH","정체","117","57","115","54"
"2021","1","D","발달상권","1001133","청담사거리_3","LL","다이나믹","106","52","115","54"
"2021","1","D","발달상권","1001132","영등포유통상가","HL","상권축소","145","53","115","54"
"2021","1","D","발달상권","1001131","청담역_2","LL","다이나믹","114","54","115","54"
"2021","1","D","발달상권","1001130","청담역_1","HL","상권축소","121","49","115","54"
"2021","1","D","발달상권","1001129","청담사거리_2","HH","정체","127","55","115","54"
"2021","1","D","발달상권","1001128","청담사거리_1","LL","다이나믹","105","48","115","54"
"2021","1","D","발달상권","1001127","서울 영등포구 여의도역_1","HL","상권축소","124","51","115","54"
"2021","1","D","발달상권","1001126","서울 양천구 신정네거리역_2","LH","상권확장","114","63","115","54"
"2021","1","D","발달상권","1001125","학동사거리_2","LL","다이나믹","91","47","115","54"
"2021","1","D","발달상권","1001124","서울 영등포구 영등포시장역","HH","정체","159","60","115","54"
"2021","1","D","발달상권","1001123","학동사거리_1","HL","상권축소","117","49","115","54"
"2021","1","D","발달상권","1001122","여의도 시범아파트앞","HH","정체","129","56","115","54"
"2021","1","D","발달상권","1001121","영등포역_3","HL","상권축소","146","54","115","54"
"2021","1","D","발달상권","1001120","도산공원사거리_1","HL","상권축소","120","46","115","54"
"2021","1","D","발달상권","1001119","영등포역_2","HH","정체","124","61","115","54"
"2021","1","D","발달상권","1001118","문래동 주민센터","LL","다이나믹","95","38","115","54"
"2021","1","D","발달상권","1001117","강남구 신사역_2","LL","다이나믹","110","50","115","54"
"2021","1","D","발달상권","1001116","영등포역_1","HH","정체","144","56","115","54"
"2021","1","D","발달상권","1001115","서울 강남구 강남구청역_2","LL","다이나믹","112","49","115","54"
"2021","1","D","발달상권","1001114","강남구 신사역_1","LL","다이나믹","114","50","115","54"
"2021","1","D","발달상권","1001113","서울 동작구 노량진1동_1","HH","정체","133","78","115","54"
"2021","1","D","발달상권","1001112","서울 강남구 학동역_3","LL","다이나믹","110","48","115","54"
"2021","1","D","발달상권","1001111","서울 강남구 강남구청역_1","LL","다이나믹","107","52","115","54"
"2021","1","D","발달상권","1001110","잠실역","LH","상권확장","107","55","115","54"
"2021","1","D","발달상권","1001109","강남구 논현역_4","LL","다이나믹","112","50","115","54"
"2021","1","D","발달상권","1001108","학동역","HL","상권축소","131","51","115","54"
"2021","1","D","발달상권","1001107","방이동 먹자골목","LL","다이나믹","97","47","115","54"
"2021","1","D","발달상권","1001106","서울 강남구 학동역_2","HL","상권축소","118","53","115","54"
"2021","1","D","발달상권","1001105","서울 동작구 노량진역","LL","다이나믹","104","53","115","54"
"2021","1","D","발달상권","1001104","삼성역_3","HH","정체","117","60","115","54"
"2021","1","D","발달상권","1001103","코엑스","HH","정체","128","63","115","54"
"2021","1","D","발달상권","1001102","서울 강남구 학동역_1","HH","정체","134","61","115","54"
"2021","1","D","발달상권","1001101","선정릉역_2","LL","다이나믹","102","50","115","54"
"2021","1","D","발달상권","1001100","강남구 논현역_3","LL","다이나믹","104","53","115","54"
"2021","1","D","발달상권","1001099","포스코사거리_2","HL","상권축소","119","53","115","54"
"2021","1","D","발달상권","1001098","포스코사거리_1","LL","다이나믹","103","50","115","54"
"2021","1","D","발달상권","1001097","잠실역 롯데월드","HH","정체","129","69","115","54"
"2021","1","D","발달상권","1001096","신도림역","LL","다이나믹","91","45","115","54"
"2021","1","D","발달상권","1001095","강남구 논현역_2","LL","다이나믹","99","47","115","54"
"2021","1","D","발달상권","1001094","선정릉역_1","LL","다이나믹","96","46","115","54"
"2021","1","D","발달상권","1001093","신천역","LL","다이나믹","112","50","115","54"
"2021","1","D","발달상권","1001092","강남구 논현역_1","LL","다이나믹","112","45","115","54"
"2021","1","D","발달상권","1001091","삼성역_2","HH","정체","129","61","115","54"
"2021","1","D","발달상권","1001090","삼정역_2","LL","다이나믹","88","46","115","54"
"2021","1","D","발달상권","1001089","삼정역_1","HL","상권축소","123","51","115","54"
"2021","1","D","발달상권","1001088","삼성역_1","LL","다이나믹","96","49","115","54"
"2021","1","D","발달상권","1001087","서울 강남구 선릉역_2","LL","다이나믹","107","45","115","54"
"2021","1","D","발달상권","1001086","고속터미널역","HH","정체","151","75","115","54"
"2021","1","D","발달상권","1001085","서울 서초구 강남역","LL","다이나믹","102","49","115","54"
"2021","1","D","발달상권","1001084","서울 강남구 선릉역_1","LL","다이나믹","110","50","115","54"
"2021","1","D","발달상권","1001083","서울 송파구 석촌역_2","HL","상권축소","118","49","115","54"
"2021","1","D","발달상권","1001082","선릉역_2","LL","다이나믹","99","48","115","54"
"2021","1","D","발달상권","1001081","서울 강남구 역삼역_2","LL","다이나믹","103","47","115","54"
"2021","1","D","발달상권","1001080","서울 송파구 석촌역_1","HL","상권축소","135","48","115","54"
"2021","1","D","발달상권","1001079","석촌역","HH","정체","172","61","115","54"
"2021","1","D","발달상권","1001078","서울 강남구 강남역_2","LL","다이나믹","111","48","115","54"
"2021","1","D","발달상권","1001077","선릉역_1","LL","다이나믹","99","44","115","54"
"2021","1","D","발달상권","1001076","구로역","LH","상권확장","104","60","115","54"
"2021","1","D","발달상권","1001075","역삼역_2","LH","상권확장","113","55","115","54"
"2021","1","D","발달상권","1001074","대림역_2","LL","다이나믹","112","46","115","54"
"2021","1","D","발달상권","1001073","서울 강남구 역삼역_1","LL","다이나믹","105","48","115","54"
"2021","1","D","발달상권","1001072","신대방삼거리역","LL","다이나믹","109","52","115","54"
"2021","1","D","발달상권","1001071","서울 강남구 한티역","LL","다이나믹","93","51","115","54"
"2021","1","D","발달상권","1001070","은마아파트입구사거리_4","LL","다이나믹","101","47","115","54"
"2021","1","D","발달상권","1001069","은마아파트입구사거리_3","LL","다이나믹","99","50","115","54"
"2021","1","D","발달상권","1001068","은마아파트입구사거리_2","LL","다이나믹","99","51","115","54"
"2021","1","D","발달상권","1001067","오류동역","HH","정체","124","59","115","54"
"2021","1","D","발달상권","1001066","서울 강남구 강남역","LL","다이나믹","98","47","115","54"
"2021","1","D","발달상권","1001065","은마아파트입구사거리_1","HH","정체","121","55","115","54"
"2021","1","D","발달상권","1001064","대림역_1","LL","다이나믹","100","50","115","54"
"2021","1","D","발달상권","1001063","교대역_4","HH","정체","133","65","115","54"
"2021","1","D","발달상권","1001062","서울 강남구 강남역_1","LL","다이나믹","101","49","115","54"
"2021","1","D","발달상권","1001061","방배동카페골목","HL","상권축소","134","48","115","54"
"2021","1","D","발달상권","1001060","가락시장","HH","정체","212","276","115","54"
"2021","1","D","발달상권","1001059","교대역_3","HH","정체","144","62","115","54"
"2021","1","D","발달상권","1001058","역삼역_1","LL","다이나믹","114","49","115","54"
"2021","1","D","발달상권","1001057","교대역_2","LH","상권확장","108","55","115","54"
"2021","1","D","발달상권","1001056","서울 송파구 가락시장역","HL","상권축소","127","49","115","54"
"2021","1","D","발달상권","1001055","서울 서초구 서초역","HH","정체","134","65","115","54"
"2021","1","D","발달상권","1001054","서울 강남구 대치역_2","HH","정체","121","56","115","54"
"2021","1","D","발달상권","1001053","서울 강남구 대치역_1","LL","다이나믹","108","48","115","54"
"2021","1","D","발달상권","1001052","뱅뱅사거리_2","LL","다이나믹","110","48","115","54"
"2021","1","D","발달상권","1001051","보라매공원","LH","상권확장","112","56","115","54"
"2021","1","D","발달상권","1001050","교대역_1","LL","다이나믹","110","52","115","54"
"2021","1","D","발달상권","1001049","개봉동 현대아파트 인근","HH","정체","148","56","115","54"
"2021","1","D","발달상권","1001048","뱅뱅사거리","LL","다이나믹","104","49","115","54"
"2021","1","D","발달상권","1001047","뱅뱅사거리_1","LL","다이나믹","110","48","115","54"
"2021","1","D","발달상권","1001046","서울 관악구 신림역_4","LL","다이나믹","114","45","115","54"
"2021","1","D","발달상권","1001045","동작구 총신대입구역_1","LL","다이나믹","114","52","115","54"
"2021","1","D","발달상권","1001044","양재역_3","HL","상권축소","122","50","115","54"
"2021","1","D","발달상권","1001043","동작구 총신대입구역_2","HH","정체","126","57","115","54"
"2021","1","D","발달상권","1001042","서울 서초구 남부터미널역_3","LH","상권확장","113","55","115","54"
"2021","1","D","발달상권","1001041","서울 강남구 수서역","HH","정체","122","58","115","54"
"2021","1","D","발달상권","1001040","서울 관악구 신림역_3","HH","정체","120","59","115","54"
"2021","1","D","발달상권","1001039","서울 서초구 남부터미널역_2","HH","정체","129","55","115","54"
"2021","1","D","발달상권","1001038","구로디지탈1단지","LL","다이나믹","94","47","115","54"
"2021","1","D","발달상권","1001037","양재역","LH","상권확장","113","56","115","54"
"2021","1","D","발달상권","1001036","문정역","LL","다이나믹","98","43","115","54"
"2021","1","D","발달상권","1001035","매봉역","HL","상권축소","122","48","115","54"
"2021","1","D","발달상권","1001034","서울 서초구 방배역","HL","상권축소","123","54","115","54"
"2021","1","D","발달상권","1001033","서울 서초구 남부터미널역_1","HH","정체","151","59","115","54"
"2021","1","D","발달상권","1001032","서울 관악구 신림역_2","LL","다이나믹","100","49","115","54"
