상권_코드,i2_ind1
1000001,0.28043704383484885
1000002,0.2876990151030793
1000003,0.410167113686412
1000004,0.3586427279453159
1000005,0.2421113556618436
1000006,0.34128930863959667
1000007,0.19012469049853598
1000008,0.36247735920004653
1000009,0.3057572976487559
1000010,0.474359046578351
1000011,0.49099304025352747
1000012,0.2550175474252932
1000013,0.4113368069478446
1000014,0.2403250882503184
1000015,0.29700771639240175
1000016,0.45427626273094446
1000017,0.43682640974008474
1000018,0.39533986298024865
1000019,0.37857847982905424
1000020,0.32237379055989174
1000021,0.28918676247418973
1000022,0.32765614526007053
1000023,0.25687987100084403
1000024,0.28293663842303923
1000025,0.17032729964797266
1000026,0.17736412600817822
1000027,0.2636102183807246
1000028,0.566549197560104
1000029,0.27251278111232424
1000030,0.3046487815321723
1000031,0.29784906266241956
1000032,0.523522800376605
1000033,0.4437332211243947
1000034,0.30770962259758183
1000035,0.23822909992612012
1000036,0.23962332314810014
1000037,0.21870468040559704
1000038,0.32494458795671344
1000039,0.38679984978692317
1000040,0.6105685780142439
1000041,0.32625206443220556
1000042,0.44361528905437875
1000043,0.1973166138543243
1000044,0.3847182084995524
1000045,0.6370888836759512
1000046,0.516900980127603
1000047,0.5533958966714076
1000048,0.4499294213616978
1000049,0.18473904639345798
1000050,0.26410329234470226
1000051,0.3060787313166324
1000052,0.2649418075490118
1000053,0.35751645724195685
1000054,0.5357177889345262
1000055,0.33064612385322356
1000056,0.4255426117123862
1000057,0.32806405340032285
1000058,0.22425467739407723
1000059,0.25436639717860254
1000060,0.21436158865847665
1000061,0.4180920827123752
1000062,0.3409447419935821
1000063,0.24437668019640738
1000064,0.3812820419463773
1000065,0.3242354424535433
1000066,0.22599752504236234
1000067,0.3398934849681912
1000068,0.4219695845938469
1000069,0.31963317181002043
1000070,0.39680370093440254
1000071,0.3427490587826649
1000072,0.3579210042322952
1000073,0.7121656345632625
1000074,0.31153970111113205
1000075,0.2097794815479284
1000076,0.24537045163422228
1000077,0.5814185550835587
1000078,0.4937339746947139
1000079,0.40199136984016637
1000080,0.3475557541020814
1000081,0.49037736958057704
1000082,0.3111251473521721
1000083,0.37983293174052163
1000084,0.5059393637217044
1000085,0.2903850354574113
1000086,0.2249971308086654
1000087,0.30258438685878514
1000088,0.29547973084561874
1000089,0.18287925826036222
1000090,0.2238440387205488
1000091,0.39914001322613535
1000092,0.15154185670964196
1000093,0.1538196295335011
1000094,0.31920767536039063
1000095,0.24849295263948695
1000096,0.38631872173206416
1000097,0.19710049982413752
1000098,0.3817113070695013
1000099,0.24503356676881613
1000100,0.45694037087786643
1000101,0.27964620691492714
1000102,0.31304710609511355
1000103,0.256636369112672
1000104,0.4988752415045246
1000105,0.33325630287701247
1000106,0.4175879002858691
