DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2017년 1월 1주,1,강남구,2.89,87.78,87.78,6.84,100,100,5.58,5.18,4.92,0,0,0,100,100,100,-1.26,-1.66,-1.92,100,100,100,0,0,0,-1.61,0,0,2.71,100,30766
2017년 1월 2주,2,강남구,3.13,100,93.89,6.25,100,100,5.17,4.63,4.56,0,0,0,100,96.76,100,-1.08,-1.62,-1.69,100,93.51,100,0,0,0,-1.46,0,0,2.64,100,25929
2017년 1월 3주,3,강남구,3.11,100,95.93,6.56,100,100,5.52,5.72,5.1,0,0,0,100,97.04,100,-1.04,-0.84,-1.46,100,97.6,100,0,0,0,-1.11,0,0,2.85,100,29216
2017년 1월 4주,4,강남구,2.84,93.38,95.29,7.19,100,100,7.11,5.78,5.37,20.97,0,0,100,97.78,100,-0.08,-1.41,-1.82,100,100,100,5.24,0,0,-1.1,6.99,1.75,2.98,100,25614
2017년 1월 5주,5,강남구,2.67,80.32,93.42,6.65,100,100,5.88,4.49,4.04,0,0,0,100,93.51,95.16,-0.77,-2.16,-2.61,100,82.93,80.64,5.24,0,0,-1.85,0,1.75,2.49,97.63,30672
2017년 2월 1주,6,강남구,2.82,84.84,89.64,6.62,100,100,6.11,5.6,4.81,0,0,0,100,94.87,95.16,-0.51,-1.02,-1.81,100,98.94,100,5.24,0,0,-1.11,0,1.75,2.78,97.63,30959
2017년 2월 2주,7,강남구,2.91,89.07,86.9,5.94,100,100,6.41,5.61,4.77,100,5.47,0,100,95.47,95.16,0.47,-0.33,-1.17,100,100,100,30.24,1.37,0,-0.34,35.16,10.54,2.84,97.63,30705
2017년 2월 3주,8,강남구,2.71,85,84.81,5.6,100,100,5.79,4.56,4.78,79.37,0,0,100,90.76,95.16,0.19,-1.04,-0.82,100,81.18,100,44.84,1.37,0,-0.56,26.46,15.4,2.58,97.63,29458
2017년 2월 4주,9,강남구,2.65,79.03,84.48,5.93,100,100,5.44,4.82,4.47,0,0,0,100,90.65,100,-0.49,-1.11,-1.46,100,82.47,100,44.84,1.37,0,-1.02,0,15.4,2.52,98.02,31089
2017년 3월 1주,10,강남구,2.67,87.72,85.2,6.1,100,100,4.88,4.11,4.45,0,0,0,100,84.62,99.89,-1.22,-1.99,-1.65,100,74.82,99.55,44.84,1.37,0,-1.62,0,15.4,2.38,95.98,31195
2017년 3월 2주,11,강남구,2.68,85.37,84.28,5.9,100,100,5.51,5.09,4.48,0,0,0,100,82.29,99.89,-0.39,-0.81,-1.42,100,90.68,100,19.84,0,0,-0.87,0,6.62,2.57,95.2,31205
2017년 3월 3주,12,강남구,2.72,87.12,84.81,5.35,100,100,5.26,4.4,4.6,12.63,0,0,100,82.73,98.69,-0.09,-0.95,-0.75,100,82.95,95.21,3.16,0,0,-0.6,4.21,1.05,2.49,93.61,28326
2017년 3월 4주,13,강남구,2.63,86.22,86.61,4.38,100,100,5.57,4.02,4.39,100,14.04,29.59,100,82.86,98.69,1.19,-0.36,0.01,100,82.99,100,28.16,3.51,7.4,0.28,47.88,13.02,2.43,95.59,33531
2017년 4월 1주,14,강남구,2.58,83.04,85.44,4.47,100,100,5.25,4.7,4.29,100,44.51,8,100,86.69,97.46,0.78,0.23,-0.18,100,90.15,94.63,53.16,14.64,9.4,0.28,50.84,25.73,2.44,96.09,28422
2017년 4월 2주,15,강남구,2.67,88.61,86.25,3.85,100,100,4.1,3.83,3.01,58.88,21.84,0,100,82.96,90.17,0.25,-0.02,-0.84,100,75.75,70.84,67.88,20.1,9.4,-0.2,26.91,32.46,2.11,93.45,29065
2017년 4월 3주,16,강남구,2.6,83.68,85.39,4.22,100,100,5.13,3.98,4.46,100,12.13,77.42,100,83.02,91.37,0.91,-0.24,0.24,100,83.19,100,89.72,23.13,28.75,0.3,63.18,47.2,2.37,94.54,28012
2017년 4월 4주,17,강남구,2.62,84.19,84.88,4.61,100,100,5.62,4.67,4.99,100,37.09,73.83,100,84.04,91.37,1.01,0.06,0.38,100,87.08,100,89.72,28.89,39.81,0.48,70.31,52.81,2.57,94.51,28765
2017년 5월 1주,18,강남구,2.42,67.77,81.06,4.48,100,100,4.9,4.72,4.33,100,48.04,20.29,100,86.5,92.71,0.42,0.24,-0.15,100,100,100,89.72,29.78,42.88,0.17,56.11,54.13,2.36,94.51,30046
2017년 5월 2주,19,강남구,2.55,77.3,78.23,4.5,100,100,5.14,4.88,4.35,100,41.33,4.35,100,87.83,99.88,0.64,0.38,-0.15,100,81.06,99.54,100,34.65,43.97,0.29,48.56,59.54,2.45,95.23,30474
2017년 5월 3주,20,강남구,2.55,77.52,76.69,3.91,92.81,98.2,4.39,4.43,3.97,100,35.34,46.15,100,83.92,96.99,0.48,0.52,0.06,100,67.53,88.42,100,40.45,36.16,0.35,60.5,58.87,2.27,90.97,27671
2017년 5월 4주,21,강남구,2.84,91.7,78.57,3.9,92.09,96.22,4.57,3.73,3.88,100,15.83,22.86,100,76.68,93.54,0.67,-0.17,-0.02,100,58.15,86.19,100,35.14,23.41,0.16,46.23,52.85,2.3,87.3,31883
2017년 5월 5주,22,강남구,2.52,79.58,81.52,4.25,100,96.22,4.96,3.25,4.07,100,0,15,100,67.43,92.94,0.71,-1,-0.18,100,62.98,97.6,100,23.13,22.09,-0.16,38.33,48.41,2.2,85.38,27469
2017년 6월 1주,23,강남구,2.76,85.62,83.6,4.14,96.22,95.28,4.61,4.83,4.31,100,83.33,64.81,100,70.33,91.15,0.47,0.69,0.17,100,92.68,92.41,100,33.63,37.21,0.44,82.72,56.95,2.45,86.1,30731
2017년 6월 2주,24,강남구,2.72,85.08,85.49,4.18,100,97.08,4.87,3.65,4.81,100,20.88,87.94,100,69.51,94,0.69,-0.53,0.63,100,64.22,99.79,100,30.01,47.65,0.26,69.61,59.22,2.39,87.77,29269
2017년 6월 3주,25,강남구,2.89,89.11,84.85,4.31,100,99.06,5.36,3.79,4.15,100,5.15,19.51,100,70.28,95.34,1.05,-0.52,-0.16,100,61.23,91.56,100,27.34,46.82,0.12,41.55,58.05,2.44,88.56,28230
2017년 6월 4주,26,강남구,2.76,81.53,85.34,4.3,100,99.06,4.93,3.79,3.91,94.87,0,0,99.85,70.78,93.68,0.63,-0.51,-0.39,99.39,65.01,90.97,98.72,27.34,43.06,-0.09,31.62,56.38,2.32,87.69,27721
2017년 7월 1주,27,강남구,2.77,83.61,84.83,4.36,99.77,99.94,5.11,3.65,4.32,100,0,18.06,99.85,61.42,91.38,0.75,-0.71,-0.04,100,55.22,83.2,98.72,6.51,31.38,0,39.35,45.53,2.38,84.66,27395
2017년 7월 2주,28,강남구,3.02,95.3,87.39,4.64,100,99.94,5.01,4.2,4.56,64.66,0,18.35,98.69,62.16,87.62,0.37,-0.44,-0.08,95.38,67.2,84.76,89.88,1.29,13.98,-0.05,27.67,35.05,2.54,84.3,29507
2017년 7월 3주,29,강남구,2.88,87.79,87.06,4.73,100,99.94,4.96,4.03,4.88,64.44,0,36.72,98.69,64.98,89.73,0.23,-0.7,0.15,100,72.48,100,80.99,0,18.28,-0.11,33.72,33.09,2.5,84.91,29025
2017년 7월 4주,30,강남구,3.01,98.6,91.33,4.37,100,99.94,4.87,4.18,4.35,100,20.19,24.72,98.84,68.44,91.99,0.5,-0.19,-0.02,100,78.86,100,82.28,5.05,24.46,0.1,48.3,37.26,2.49,89.09,29569
2017년 7월 5주,31,강남구,2.92,90.4,93.02,4.28,100,100,5.52,4.32,4.25,100,30.94,26.05,98.84,74.9,92.1,1.24,0.04,-0.03,100,81.05,83.63,82.28,12.78,26.46,0.42,52.33,40.51,2.54,92.38,29757
2017년 8월 1주,32,강남구,2.76,90.43,91.8,4.2,100,100,4.6,4.7,4.29,75.37,55.06,76.92,100,79.53,95.91,0.4,0.5,0.09,100,85.71,100,84.95,26.55,41.1,0.33,69.12,50.87,2.43,94.22,28729
2017년 8월 2주,33,강남구,2.73,79.87,89.82,4.04,100,100,4.79,3.73,3.53,100,16.43,5.71,100,78.52,87.96,0.75,-0.31,-0.51,100,68.45,68.23,93.84,30.66,33.35,-0.02,40.71,52.62,2.25,91.33,30471
2017년 8월 3주,34,강남구,2.82,87.96,87.16,4.47,100,100,5.28,4.56,4.06,100,35.37,0,100,78.39,82.48,0.81,0.09,-0.41,100,78.35,78.08,93.84,34.45,27.17,0.16,45.12,51.82,2.48,88.75,30144
2017년 8월 4주,35,강남구,2.58,78.1,84.09,4.19,100,100,4.74,3.79,3.81,100,15.32,0,100,75.9,83.15,0.55,-0.4,-0.38,100,71.11,86.3,93.84,30.55,20.66,-0.08,38.44,48.35,2.23,86.7,31279
2017년 9월 1주,36,강남구,2.61,80.33,81.56,4.22,100,100,5.23,3.89,4.09,100,5.85,16.67,100,72.69,83.09,1.01,-0.33,-0.13,100,72.85,99.76,100,18.24,5.6,0.18,40.84,41.28,2.34,85.76,28472
2017년 9월 2주,37,강남구,2.65,83.05,82.36,4.1,100,100,4.34,3.7,4.22,65.71,18.89,47.62,98.26,70.58,91.03,0.24,-0.4,0.12,93.06,60.03,100,91.43,18.86,16.07,-0.01,44.08,42.12,2.25,86.68,28796
2017년 9월 3주,38,강남구,2.64,83.62,81.28,3.68,91.39,97.85,4.17,3.54,3.6,67.16,21.98,26.15,94.27,65.66,90.82,0.49,-0.14,-0.08,84.02,58.63,77.22,83.22,15.51,22.61,0.09,38.43,40.45,2.14,83.47,28628
2017년 9월 4주,39,강남구,2.77,86.49,83.37,4.04,99.5,97.72,4.54,3.49,4.52,81.72,1.22,73.27,93.26,60.8,92.73,0.5,-0.55,0.48,95.96,51.7,93.93,78.65,11.99,40.93,0.14,52.07,43.86,2.32,82.32,29091
2017년 10월 1주,40,강남구,2.24,60.52,78.42,3.95,92.62,95.88,5.17,3.98,3.55,100,37.91,0,93.26,58.62,85.76,1.22,0.03,-0.4,100,64.12,71.89,78.65,20,36.76,0.28,45.97,45.14,2.16,78.03,28944
2017년 10월 2주,41,강남구,2.48,71.43,75.52,3.46,85.43,92.24,4.33,3.65,3.5,97.52,46.05,32.65,91.82,60.51,79.47,0.87,0.19,0.04,87.32,67.6,74.84,86.6,26.79,33.02,0.37,58.74,48.8,2.1,75.89,29981
2017년 10월 3주,42,강남구,2.65,81.67,75.03,4.04,91.28,92.21,5.18,4.46,4.26,100,45.32,63.04,95.82,63.36,81.58,1.14,0.42,0.22,100,70.03,85.66,94.81,32.63,42.24,0.59,69.46,56.56,2.43,77.83,31159
2017년 10월 4주,43,강남구,2.56,78.93,73.14,4.11,100,92.33,4.67,4.24,3.22,100,39.71,0,96.83,69.74,74.47,0.56,0.13,-0.89,100,77.23,65.49,99.38,42.25,23.92,-0.07,46.57,55.19,2.2,78.12,29812
2017년 10월 5주,44,강남구,2.58,84.4,79.11,3.79,83.97,90.17,4.56,4.11,3.83,94.35,42.18,42.98,93,69.48,74.75,0.77,0.32,0.04,84.69,63.04,73.03,97.97,43.32,34.67,0.38,59.83,58.65,2.25,79.1,27408
2017년 11월 1주,45,강남구,2.52,78.97,80.99,4.48,100,93.81,5.32,3.83,4.46,100,0,29.92,96.17,69.34,78.81,0.84,-0.65,-0.02,100,67.08,91.06,98.59,31.8,33.98,0.06,43.31,54.79,2.35,82.16,28015
2017년 11월 2주,46,강남구,2.63,79.28,80.4,4.16,100,95.99,4.94,3.74,3.78,100,3.57,0,96.17,68.04,78.72,0.78,-0.42,-0.38,100,64.81,85.29,98.59,21.37,18.22,-0.01,34.52,46.06,2.26,81.72,28747
2017년 11월 3주,47,강남구,2.67,81.94,81.15,4.13,100,95.99,4.8,3.5,4.19,100,8.06,32.56,96.17,65.15,86.03,0.67,-0.63,0.06,100,65.67,94.75,98.59,13.45,26.36,0.03,46.87,46.13,2.28,82.89,31426
2017년 11월 4주,48,강남구,2.82,90.07,82.57,4.43,100,100,4.88,3.34,4.49,100,0,32.23,100,63.17,90.13,0.45,-1.09,0.06,100,55.12,89.42,100,2.91,23.68,-0.19,44.08,42.2,2.35,85.38,32480
2017년 12월 1주,49,강남구,2.82,94.55,86.46,4.43,100,100,5.23,4.46,4.31,100,25.07,24.78,100,62.53,88.9,0.8,0.03,-0.12,100,64.53,86.14,100,9.18,22.39,0.24,49.95,43.86,2.5,86.26,34903
2017년 12월 2주,50,강남구,2.65,84.72,87.82,4.81,100,100,5.57,4.05,4.48,100,0,0,100,64.67,90.67,0.76,-0.76,-0.33,100,73.36,92.37,100,8.28,22.39,-0.11,33.33,43.56,2.45,89.31,38513
2017년 12월 3주,51,강남구,2.67,81.31,87.66,4.89,100,100,5.17,4.92,5.46,65.38,26.64,100,100,69.91,91.98,0.28,0.03,0.57,100,86.62,100,91.34,12.93,39.25,0.29,64.01,47.84,2.62,92.46,38978
2017년 12월 4주,52,강남구,2.57,76.53,84.28,4.69,100,100,5.38,4.7,4.78,100,33.09,41.1,100,80.81,94.63,0.69,0.01,0.09,100,98.73,100,91.34,21.2,41.47,0.26,58.06,51.34,2.51,95.83,36391
2018년 1월 1주,53,강남구,2.76,81.79,81.09,4.31,95.72,98.93,4.83,4.28,3.9,100,39.79,0,99.06,81.94,90.05,0.52,-0.03,-0.41,96.22,69.06,67.84,91.34,24.88,35.28,0.03,46.6,50.5,2.37,92.94,32466
2018년 1월 2주,54,강남구,2.84,85.62,81.31,4.29,100,98.93,4.86,3.33,3.83,98.59,0,0,99.06,77.98,86.55,0.57,-0.96,-0.46,100,57.51,78.35,90.99,24.88,35.28,-0.28,32.86,50.38,2.28,89.44,34323
2018년 1월 3주,55,강남구,2.88,87.1,82.76,4.49,98.88,98.65,4.92,3.86,4.4,100,0.47,23.94,99.06,72.3,84.54,0.43,-0.63,-0.09,100,63.91,91.97,99.65,18.34,16.26,-0.1,41.47,44.75,2.42,86.4,31325
2018년 1월 4주,56,강남구,2.84,87.33,85.46,4.89,100,98.65,5.2,3.98,4.41,100,0,0,99.06,67.28,84.15,0.31,-0.91,-0.48,100,78.66,98.43,99.65,10.07,5.98,-0.36,33.33,38.57,2.46,85.52,30500
2018년 1월 5주,57,강남구,2.74,82.26,85.58,4.49,100,99.72,5.34,4.8,4.65,100,54.25,44.44,100,74.97,90.48,0.85,0.31,0.16,100,99.79,93.17,99.65,13.68,17.1,0.44,66.23,43.47,2.56,90.08,33670
2018년 2월 1주,58,강남구,2.87,87.58,86.07,4.68,100,99.72,5.26,4.57,4.23,100,25.86,0,100,84.29,95.25,0.58,-0.11,-0.45,100,94.81,97.45,100,20.15,17.1,0.01,41.95,45.75,2.52,93.99,37175
2018년 2월 2주,59,강남구,2.51,77,83.54,4.62,100,100,4.95,4.5,4.61,87.21,26.8,18.81,100,89.77,95.07,0.33,-0.12,-0.01,100,85.82,91.24,96.8,26.73,15.81,0.07,44.27,46.45,2.4,94.23,32374
2018년 2월 3주,60,강남구,2.74,82.74,82.4,4.46,100,100,5.67,4.55,3.95,100,45.28,0,100,90.42,89.66,1.21,0.09,-0.51,100,81.25,76.77,96.8,38.05,15.81,0.26,48.43,50.22,2.49,92.77,32664
2018년 2월 4주,61,강남구,2.56,75.8,80.78,4.13,95.53,98.88,4.74,3.36,4.25,81.25,0,32.11,97.48,77.55,86.84,0.61,-0.77,0.12,89.9,48.33,81.91,92.11,24.49,12.73,-0.01,37.79,43.11,2.23,86.71,37828
2018년 3월 1주,62,강남구,2.74,91.67,81.8,4.33,100,98.88,5.19,4.17,4.41,100,31.16,50.85,97.48,73.1,87.2,0.86,-0.16,0.08,100,76.99,98.88,92.11,25.81,25.44,0.26,60.67,47.79,2.44,86.94,33227
2018년 3월 2주,63,강남구,2.57,84.45,83.67,4.26,100,98.88,5.1,3.8,3.4,100,0,0,97.48,71.37,84.29,0.84,-0.46,-0.86,100,78.91,79.62,95.31,19.11,20.74,-0.16,33.33,45.06,2.22,87.42,34968
2018년 3월 3주,64,강남구,2.68,92.62,86.14,4.33,100,98.88,4.77,4.54,4.56,100,50.52,47.3,97.48,72.1,86.9,0.44,0.21,0.23,100,84.18,87.18,95.31,20.42,32.56,0.29,65.94,49.43,2.43,88.23,31589
2018년 3월 4주,65,강남구,2.81,85.67,88.6,4.1,100,100,4.88,3.79,4.02,100,23.31,10.16,100,76.7,89.61,0.78,-0.31,-0.08,100,66.73,92.76,100,26.25,27.08,0.13,44.49,51.11,2.35,92.21,31931
2018년 4월 1주,66,강남구,2.74,90.07,88.2,4.1,100,100,4.55,4.17,3.85,100,39.02,0,100,79.92,89.89,0.45,0.07,-0.25,100,89.87,100,100,28.21,14.36,0.09,46.34,47.53,2.31,92.34,33019
2018년 4월 2주,67,강남구,2.52,83.7,88.02,4.19,100,100,5,3.72,4.16,100,0,31.78,100,78.13,92.83,0.81,-0.47,-0.03,100,71.76,91.39,100,28.21,22.31,0.1,43.93,50.18,2.27,92.16,32421
2018년 4월 3주,68,강남구,2.69,95.06,88.63,4.13,100,100,4.8,3.76,3.67,100,14.96,0.64,100,73.71,89.61,0.67,-0.37,-0.46,100,66.49,74.29,100,19.32,10.64,-0.05,38.53,43.32,2.26,90.46,31547
2018년 4월 4주,69,강남구,2.51,81.31,87.54,4.71,100,100,5.29,4.67,4.09,100,27.63,0,100,78.07,88.81,0.58,-0.04,-0.62,100,84.15,89.58,100,20.4,8.1,-0.03,42.54,42.84,2.4,91.84,32381
2018년 4월 5주,70,강남구,2.51,77.41,84.37,4.38,100,100,4.75,4.33,3.71,75.68,37.43,0,99.74,75.74,83.44,0.37,-0.05,-0.67,98.95,80.56,78.51,93.92,20.01,8.1,-0.12,37.7,40.68,2.26,88.08,34724
2018년 5월 1주,71,강남구,2.47,79.73,83.38,3.71,84.58,96.14,4.03,2.93,3.63,89.25,0.6,18,95.74,68.34,79.85,0.32,-0.78,-0.08,84.03,42.15,77.04,91.23,20.16,4.66,-0.18,35.95,38.68,2,83.34,35963
2018년 5월 2주,72,강남구,2.6,91.29,82.44,3.92,93.43,94.5,4.26,3.29,3.95,100,0,54.74,94.71,65.15,82.5,0.34,-0.63,0.03,95.87,53.73,84.88,91.23,16.42,18.18,-0.09,51.58,41.94,2.14,81.78,34925
2018년 5월 3주,73,강남구,2.5,79.32,81.94,3.73,93.61,92.9,4.3,3.32,3.62,100,8.99,8.77,94.71,59.98,82.48,0.57,-0.41,-0.11,100,63.48,89.5,91.23,11.76,20.38,0.02,39.25,41.12,2.08,79.67,32308
2018년 5월 4주,74,강남구,2.46,80,82.59,3.91,95.27,91.72,4.98,3.47,3.14,100,0,0,94.98,56.07,79.29,1.07,-0.44,-0.77,100,64.92,65.76,97.31,2.4,20.38,-0.05,33.33,40.03,2.11,78.58,29566
2018년 6월 1주,75,강남구,2.51,81.53,83.04,4.07,96.38,94.67,4.93,3.34,3.64,100,0,0,98.97,61.88,77.93,0.86,-0.73,-0.43,100,65.41,71.57,100,2.25,15.88,-0.1,33.33,39.37,2.16,81.72,32301
2018년 6월 2주,76,강남구,2.66,92.54,83.35,4.17,100,96.32,4.81,3.7,3.77,100,4.35,0,100,65.18,78,0.64,-0.47,-0.4,100,66.91,85.19,100,3.34,2.19,-0.08,34.78,35.17,2.25,83.67,30928
2018년 6월 3주,77,강남구,2.82,94.95,87.26,4.24,100,97.91,4.47,3.15,4.09,53,0,5.88,100,64.03,78.26,0.23,-1.09,-0.15,100,58.89,90.52,88.25,1.09,1.47,-0.34,19.63,30.27,2.24,84,33544
2018년 6월 4주,78,강남구,2.83,100,92.26,4.65,100,99.1,5.12,5.1,4.46,100,81.01,5,100,72.8,84.97,0.47,0.45,-0.19,100,100,92.62,88.25,21.34,2.72,0.24,62,37.44,2.57,89.44,32956
2018년 7월 1주,79,강남구,2.77,92.17,94.92,4.26,100,100,4.97,3.65,3.82,100,0,0,100,72.05,86.3,0.71,-0.61,-0.44,100,62.39,76.86,88.25,21.34,2.72,-0.11,33.33,37.44,2.31,90.06,28045
2018년 7월 2주,80,강남구,2.82,92.28,94.85,4.42,100,100,4.65,4.31,4.44,77.42,25.2,38.46,100,77.49,90,0.23,-0.11,0.02,100,88.68,100,82.6,26.55,12.33,0.05,47.03,40.5,2.43,92.16,29952
2018년 7월 3주,81,강남구,2.84,95.32,94.94,4.52,100,100,4.82,3.83,4.59,70,0,50.7,100,80.11,92.37,0.3,-0.69,0.07,100,69.38,100,86.85,26.55,23.54,-0.11,40.23,45.65,2.42,93.81,32989
2018년 7월 4주,82,강남구,2.92,100,94.94,4.61,100,100,5.19,3.99,4.17,100,0,0,100,75.44,91.75,0.58,-0.62,-0.44,100,81.31,90.15,86.85,6.3,22.29,-0.16,33.33,38.48,2.46,93.57,35072
2018년 7월 5주,83,강남구,2.88,99.63,96.81,4.58,100,100,4.48,4.61,4.61,7.69,38.24,56.52,100,83.95,97.54,-0.1,0.03,0.03,100,96.42,100,63.78,15.86,36.42,-0.01,34.15,38.69,2.48,97.38,33124
2018년 8월 1주,84,강남구,2.73,90.14,96.27,4.27,100,100,5.03,3.99,3.91,100,4.22,0,100,80.42,94.33,0.76,-0.28,-0.36,100,74.57,87.16,69.42,10.62,26.8,0.04,34.74,35.61,2.35,96.48,30321
2018년 8월 2주,85,강남구,2.67,87.46,94.31,4.54,100,100,4.61,4.01,4.45,70.59,0,27.55,100,82.68,94.33,0.07,-0.53,-0.09,100,78.43,100,69.57,10.62,21.02,-0.18,32.71,33.73,2.34,96.47,32032
2018년 8월 3주,86,강남구,2.85,100,94.31,4.51,100,100,4.98,4.04,4.08,85.12,0,0,100,81.27,96.79,0.47,-0.47,-0.43,100,75.66,100,65.85,10.62,21.02,-0.14,28.37,32.49,2.41,96.04,33867
2018년 8월 4주,87,강남구,2.62,92.66,92.57,4.2,100,100,4.85,3.28,3.67,100,0,0,100,71.81,90.59,0.65,-0.92,-0.53,100,58.59,75.21,88.93,1.06,6.89,-0.27,33.33,32.29,2.18,91.91,32179
2018년 9월 1주,88,강남구,2.49,81.12,90.31,4.16,96.23,99.06,4.63,4.05,4.25,100,24.03,48.98,100,73.1,90.76,0.47,-0.11,0.09,100,79.72,87.84,88.93,6.01,19.13,0.15,57.67,38.02,2.27,90.4,32096
2018년 9월 2주,89,강남구,2.53,86.35,90.03,3.86,100,99.06,4.13,3.6,3.71,98.48,28.11,7.76,100,71.19,85.37,0.27,-0.26,-0.15,100,70.81,78.43,95.9,13.04,14.19,-0.05,44.78,41.04,2.11,88.13,31944
2018년 9월 3주,90,강남구,2.67,90.51,87.66,4.2,100,99.06,4.91,3.81,4.48,100,0,67.07,100,74.28,85.37,0.71,-0.39,0.28,100,87.99,100,99.62,13.04,30.95,0.2,55.69,47.87,2.36,88.8,32107
2018년 9월 4주,91,강남구,2.31,69.23,81.8,3.68,91.12,96.84,4.05,3.23,3.73,100,0,30.59,98.97,75.1,86.48,0.37,-0.45,0.05,95.88,61.9,79.65,99.62,13.04,38.6,-0.01,43.53,50.42,1.99,86.48,32609
2018년 10월 1주,92,강남구,2.63,87.77,83.47,3.43,85.93,94.26,3.55,3.09,3,57.38,0.68,0,95.29,70.26,80.68,0.12,-0.34,-0.43,85.27,60.36,64.63,88.96,7.2,26.36,-0.22,19.35,40.84,1.95,84.01,33576
2018년 10월 2주,93,강남구,2.63,87.77,83.82,3.59,85.06,90.53,4.21,3.19,3.62,99.28,23.51,42,92.01,65.59,79.81,0.62,-0.4,0.03,86.88,52.12,74.95,89.16,6.05,34.92,0.08,54.93,43.38,2.1,81.91,36118
2018년 10월 3주,94,강남구,2.66,89.89,83.67,3.65,89.22,87.83,3.99,3.05,3.43,100,0,6.52,89.65,58.64,73.95,0.34,-0.6,-0.22,90.57,60.2,76.59,89.16,6.05,19.78,-0.16,35.51,38.33,2.05,77.04,31620
2018년 10월 4주,95,강남구,2.63,90.77,89.05,3.84,100,90.05,4.14,3.53,3.78,98.18,24.39,38.05,90.68,61.72,75.27,0.3,-0.31,-0.06,100,74.19,84.9,88.71,12.15,21.64,-0.02,53.54,40.83,2.15,80.74,30119
2018년 10월 5주,96,강남구,2.65,89.13,89.39,3.97,100,93.57,4.63,3.42,3.77,100,0,4.05,94.36,66.74,81.62,0.66,-0.55,-0.2,100,80.47,90.05,99.36,11.98,22.66,-0.03,34.68,44.67,2.2,84.16,35977
2018년 11월 1주,97,강남구,2.87,100,92.45,4.25,100,97.3,4.64,4.24,4.21,78.33,51.68,22.22,97.59,76.21,87.88,0.39,-0.01,-0.04,99.78,89.98,100,94.13,19.02,17.71,0.11,50.74,43.62,2.41,90.02,35110
2018년 11월 2주,98,강남구,2.73,92.39,93.07,3.86,100,100,4.08,3.28,3.68,60,0,3.36,99.64,79.01,88.77,0.22,-0.58,-0.18,98.77,71.4,80.13,84.13,19.02,16.92,-0.18,21.12,40.02,2.14,92,33970
2018년 11월 3주,99,강남구,2.92,100,95.38,4.13,100,100,4.41,3.52,3.27,63,0,0,99.64,82.83,85.54,0.28,-0.61,-0.86,100,89.49,71.97,75.33,12.92,7.41,-0.4,21,31.89,2.22,93.99,35829
2018년 11월 4주,100,강남구,2.77,92.58,96.24,4.15,100,100,4.86,4.32,4.79,100,50.76,100,99.64,84.62,88.02,0.71,0.17,0.64,100,87.6,100,75.33,25.61,31.4,0.51,83.59,44.11,2.48,95.34,36399
2018년 12월 1주,101,강남구,2.79,98.86,95.96,4.6,100,100,5.05,4.19,4.4,100,10,12.9,99.69,85.48,86.23,0.45,-0.41,-0.2,100,93.45,92.81,80.75,15.19,29.07,-0.05,40.97,41.67,2.45,95.52,43166
2018년 12월 2주,102,강남구,2.71,91.24,95.67,4.63,100,100,5.69,4.55,5.35,100,33.77,100,100,91.43,91.19,1.06,-0.08,0.72,100,95.17,100,90.75,23.63,53.23,0.57,77.92,55.87,2.64,98.4,40588
2018년 12월 3주,103,강남구,2.69,85.08,91.94,4.62,100,100,4.68,5.33,5.02,37.62,61.67,66.67,100,94.05,98.2,0.06,0.71,0.4,100,100,100,84.4,39.05,69.89,0.39,55.32,64.45,2.57,98.38,42635
2018년 12월 4주,104,강남구,2.61,82.99,89.54,4.42,100,100,4.82,3.85,4.33,100,0,28.74,100,90.28,97.47,0.4,-0.57,-0.09,100,72.49,97.08,84.4,26.36,52.08,-0.09,42.91,54.28,2.31,96.99,48090
2018년 12월 5주,105,강남구,2.63,81.73,85.26,4.45,100,100,4.89,3.48,4.9,100,0,100,100,83.76,99.27,0.44,-0.97,0.45,100,67.38,100,84.4,23.86,73.85,-0.03,66.67,60.71,2.35,95.09,38700
2019년 1월 1주,106,강남구,2.75,93.41,85.8,4.07,97.32,99.33,4.28,3.61,3.54,93.81,0,0,100,79.28,92.9,0.21,-0.46,-0.53,100,77.25,74.51,82.86,15.42,48.85,-0.26,31.27,49.04,2.19,92.01,35424
2019년 1월 2주,107,강남구,2.88,92.18,87.58,4.27,100,99.33,4.55,3.58,3.42,100,0,0,100,71.46,87.3,0.28,-0.69,-0.85,100,68.73,77.63,98.45,0,32.19,-0.42,33.33,43.54,2.24,89.64,34326
