DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2019년 1월 3주,108,송파구,0.69,17.99,17.51,1.15,24.54,25.57,1.44,1.25,1.22,60.38,33.5,50,25.81,23.38,23.86,0.29,0.1,0.07,25.48,22.64,28.07,65.1,43.59,40.73,0.15,47.96,49.81,0.66,22.6,33617
2019년 1월 4주,109,송파구,0.6,14.8,16.89,1.11,22.89,25.06,1.36,0.78,1.21,85.88,6.4,36.73,26.93,20.61,24.14,0.25,-0.33,0.1,27.62,13.73,20.67,72.05,30.56,44.28,0.01,43,48.97,0.57,21.62,30374
2019년 2월 1주,110,송파구,0.65,15.74,17.07,1.26,28.71,25.17,1.19,1.11,1.33,37.76,14.04,34.91,23.92,19.48,25.03,-0.07,-0.15,0.07,21.56,21.68,26.04,56.49,22.23,43.2,-0.05,28.9,40.64,0.62,21.27,31969
2019년 2월 2주,111,송파구,0.62,16.37,16.23,1.18,25.64,25.45,0.98,1.32,1.13,0,47.44,35.8,23.99,20.9,24.3,-0.2,0.14,-0.05,21.3,25.54,22.43,46,25.35,39.36,-0.04,27.75,36.9,0.59,21.06,47756
2019년 2월 3주,112,송파구,0.74,19.72,16.66,1.12,24.77,25.5,0.88,1.06,1.27,3.23,28.57,53.03,21.15,21,24.16,-0.24,-0.06,0.15,14.1,23.03,27.48,31.72,24.11,40.12,-0.05,28.28,31.98,0.6,20.36,36661
2019년 2월 4주,113,송파구,0.68,17.17,17.25,1.3,30.87,27.5,0.98,1.18,1.29,0,31.74,27.85,19.91,23.73,25.64,-0.32,-0.12,-0.01,22.68,24.67,26.62,10.25,30.45,37.9,-0.15,19.86,26.2,0.61,21.25,44274
2019년 3월 1주,114,송파구,0.69,20.46,18.43,1.25,28.57,27.46,1.27,1.14,1.28,40.19,18.26,32.35,21.3,23.88,26.07,0.02,-0.11,0.03,27.13,22.29,27.75,10.85,31.5,37.26,-0.02,30.27,26.54,0.64,21.72,27990
2019년 3월 2주,115,송파구,0.65,17.62,18.74,1.23,28.89,28.28,1.49,1.52,1.27,58.43,42.14,25.26,23.66,24.76,26.79,0.26,0.29,0.04,30.74,29.04,25.32,25.46,30.18,34.62,0.2,41.94,30.09,0.69,22.66,42040
2019년 3월 3주,116,송파구,0.68,18.63,18.47,1.3,31.54,29.97,1.34,1.31,1.3,44.44,51.81,47.79,27.37,26.02,27.42,0.04,0.01,0,28.93,28.1,30,35.76,35.99,33.31,0.02,48.01,35.02,0.67,23.39,30980
2019년 3월 4주,117,송파구,0.59,14.91,17.91,1.26,30.48,29.87,1.34,1.32,1.18,33.04,44.83,42.86,28.99,27.02,28.38,0.08,0.06,-0.08,29.15,28.64,30.45,44.02,39.26,37.06,0.02,40.24,40.12,0.62,24.2,47513
2019년 4월 1주,118,송파구,0.94,29.62,20.2,2.02,52,35.73,1.97,1.57,2.07,25.93,0,43.05,33.75,28.48,32.29,-0.05,-0.45,0.05,46.19,28.14,43.4,40.46,34.7,39.74,-0.15,22.99,38.3,0.94,27.3,31758
2019년 4월 2주,119,송파구,0.97,30.57,23.43,2.24,57.88,42.98,2.02,1.91,2.62,12.5,8.33,84.4,37.32,29.41,40.99,-0.22,-0.33,0.38,45.02,32.75,60.1,28.98,26.24,54.52,-0.06,35.08,36.58,1.05,31.36,29259
2019년 4월 3주,120,송파구,0.78,21.8,24.23,1.95,47.95,47.08,2.18,2.03,1.65,64,55.41,0,42.5,34.52,42.76,0.23,0.08,-0.3,49.65,48.55,37.1,33.87,27.14,42.58,0,39.8,34.53,0.91,34.4,39622
2019년 4월 4주,121,송파구,0.74,21.13,25.78,1.66,41.41,49.81,1.47,1.63,2.09,24.06,40.18,76.77,42.88,36.59,47.5,-0.19,-0.03,0.43,30.64,36.9,49.4,31.62,25.98,51.05,0.07,47,36.22,0.82,36.58,45243
2019년 4월 5주,122,송파구,0.74,20.27,23.44,1.65,42.36,47.4,1.41,1.53,1.64,5.48,24.82,35.9,39.38,37.47,46.81,-0.24,-0.12,-0.01,32.22,31.68,40.65,26.51,32.19,49.27,-0.12,22.07,35.99,0.76,35.02,35020
2019년 5월 1주,123,송파구,0.68,18.77,20.49,1.39,34.82,41.64,1.46,0.98,1.04,35.1,0,0,35.32,34.56,38.23,0.07,-0.41,-0.35,28.75,21.09,25.77,32.16,30.1,28.17,-0.23,11.7,30.14,0.61,30.76,34052
2019년 5월 2주,124,송파구,0.59,15,18.79,1.37,36.19,38.7,1.4,1.24,1.73,32.89,30.1,84.93,30.96,30.48,40.08,0.03,-0.13,0.36,32.21,32.24,44.5,24.38,23.78,49.4,0.09,49.31,32.52,0.68,28.42,28394
2019년 5월 3주,125,송파구,0.7,18.89,18.23,1.35,34.32,36.92,1.21,0.96,1.16,16.13,5.15,17.98,30.07,26.3,34.46,-0.14,-0.39,-0.19,27.1,20.18,26.92,22.4,15.02,34.7,-0.24,13.08,24.04,0.6,25.86,29667
2019년 5월 4주,126,송파구,0.61,15.88,17.14,1.33,33.24,34.64,1.33,0.67,0.94,43.37,0,3.91,29.58,21.69,29.06,0,-0.66,-0.39,30.24,13.24,19.04,31.87,8.81,26.7,-0.35,15.76,22.46,0.53,23.14,28500
2019년 6월 1주,127,송파구,0.71,19.2,17.24,1.17,29.25,33.25,1.23,1.21,1.05,66.22,33.6,38.78,29.86,23.19,28.59,0.06,0.04,-0.12,29.87,27.08,23.9,39.65,17.21,36.4,-0.01,46.2,31.09,0.62,23.01,33764
2019년 6월 2주,128,송파구,0.59,15.56,17.38,1.45,37.67,33.62,1.54,0.97,1.42,54.26,0,44.32,30.54,21.34,27.2,0.09,-0.48,-0.03,34.95,24.86,38.92,44.99,9.69,26.25,-0.14,32.86,26.98,0.63,22.88,31400
2019년 6월 3주,129,송파구,0.77,22.7,18.34,1.51,36.75,34.23,1.94,1.54,1.69,100,40,58.97,35.88,24.52,30.07,0.43,0.03,0.18,48.44,32.89,38.41,65.96,18.4,36.49,0.21,66.32,40.29,0.83,25.18,29350
2019년 6월 4주,130,송파구,0.76,21.63,19.77,1.43,34.29,34.49,1.87,1.32,1.66,100,26.06,70.83,39.57,26.66,34.27,0.44,-0.11,0.23,45.02,21.79,35.86,80.12,24.92,53.22,0.19,65.63,52.75,0.79,27.8,30528
2019년 7월 1주,131,송파구,0.74,21.09,20.25,1.25,28.05,34.19,1.36,1.25,1.56,43.48,38.6,79.66,39.43,25.44,36.43,0.11,0,0.31,29.31,22.22,32.53,74.43,26.17,63.44,0.14,53.91,54.68,0.71,28.43,30994
2019년 7월 2주,132,송파구,0.75,22.43,21.96,1.39,32.91,33,1.4,0.73,1.62,23.4,0,49.06,37.84,22.83,35.4,0.01,-0.66,0.23,28.57,14.41,34.82,66.72,26.17,64.63,-0.14,24.15,52.5,0.67,28.01,30331
2019년 7월 3주,133,송파구,0.72,19.43,21.15,1.38,32.16,31.85,1.5,1.29,1.37,81.33,50.35,25.26,34.18,21.57,34.05,0.12,-0.09,-0.01,33.8,27.86,33,62.05,28.75,56.2,0.01,52.32,49,0.7,26.83,30421
2019년 7월 4주,134,송파구,0.71,18.43,20.35,1.26,27.94,30.27,1.28,1,1.4,36,1.57,54.55,29.45,21.24,33.46,0.02,-0.26,0.14,26.13,20.48,33.5,46.05,22.63,52.13,-0.03,30.71,40.27,0.65,25.58,30346
2019년 7월 5주,135,송파구,0.68,20.07,20.09,1.65,38.65,32.92,1.53,1.25,1.24,17.31,4.14,0,29.58,22.03,31.85,-0.12,-0.4,-0.41,29.81,25.38,26.09,39.51,14.02,32.22,-0.31,7.15,28.58,0.67,25.33,26994
2019년 8월 1주,136,송파구,0.72,20.52,19.61,1.3,29.21,31.99,1.39,1.06,1.48,77.14,9.72,53.64,30.22,23.52,30.84,0.09,-0.24,0.18,31.15,20.37,30.75,52.94,16.45,33.36,0.01,46.84,34.26,0.68,25.23,29021
2019년 8월 2주,137,송파구,0.68,17.24,19.07,1.41,34.01,32.45,1.36,1.37,1.63,42.86,35.57,85.56,28.82,23.92,33.11,-0.05,-0.04,0.22,28.19,29.46,42.11,43.33,12.75,48.44,0.04,54.66,34.84,0.71,25.13,30437
2019년 8월 3주,138,송파구,0.66,17.75,18.9,1.19,26.62,32.12,1.16,1.02,1.25,15.43,23.04,38.53,27.15,23.57,31.13,-0.03,-0.17,0.06,19.45,19.06,25.56,38.18,18.12,44.43,-0.05,25.67,33.58,0.6,24.52,30174
2019년 8월 4주,139,송파구,0.82,23.84,19.84,1.43,34.18,31.01,1.52,1.34,1.28,75,24.68,8.57,28.54,24.9,31.44,0.09,-0.09,-0.15,35.37,30.72,27.33,52.61,23.25,46.57,-0.05,36.08,40.81,0.73,25.54,37943
2019년 9월 1주,140,송파구,0.64,18.59,19.36,1.39,35.75,32.64,1.53,1.15,1.16,39,15.45,7.35,29.39,26.2,30.56,0.14,-0.24,-0.23,34.55,25.56,27.23,43.07,24.69,35,-0.11,20.6,34.25,0.64,25.74,32632
2019년 9월 2주,141,송파구,0.69,19.1,19.82,1.23,30.13,31.67,0.7,0.95,1.18,0,18.92,27.38,25.96,23.18,26.38,-0.53,-0.28,-0.05,14.45,17.38,25.4,32.36,20.52,20.46,-0.29,15.43,24.45,0.54,23.64,33733
2019년 9월 3주,142,송파구,0.62,16.49,19.51,1.4,35.33,33.85,1.34,1.23,1.04,25.22,17.52,0,28.13,23.82,24.89,-0.06,-0.17,-0.36,28.16,21.61,19.61,34.8,19.14,10.82,-0.2,14.25,21.59,0.61,23.47,27944
2019년 9월 4주,143,송파구,0.67,17.86,18.01,1.53,33.89,33.78,1.44,0.9,1.19,48.62,0,19.09,26.57,20.38,24.14,-0.09,-0.63,-0.34,29.12,16.97,24.32,28.21,12.97,13.45,-0.35,22.57,18.21,0.62,21.76,32710
2019년 9월 5주,144,송파구,0.71,18.62,18.02,1.45,35.79,33.79,1.61,1.13,1.84,46.53,19.61,84.85,26.27,20.45,28.31,0.16,-0.32,0.39,33.33,25.82,43.9,30.09,14.01,32.83,0.08,50.33,25.65,0.75,22.71,29622
2019년 10월 1주,145,송파구,0.69,18.95,17.98,1.54,41.29,36.58,1.38,1.82,1.72,50.44,75.68,40.83,30.92,27.12,31.33,-0.16,0.28,0.18,33.07,44.09,37.5,42.7,28.2,36.19,0.1,55.65,35.7,0.78,25.48,32104
2019년 10월 2주,146,송파구,0.7,19.86,18.82,1.63,41.46,38.11,1.9,1.65,1.7,100,43.22,38.04,36.05,32.08,35.67,0.27,0.02,0.07,48.66,41.43,36.95,61.4,34.63,45.7,0.12,60.42,47.24,0.82,28.52,34697
2019년 10월 3주,147,송파구,0.65,16.61,18.51,1.61,37.5,39.01,1.26,1.35,1.46,2.56,9.76,45.08,34.4,35.13,38.21,-0.35,-0.26,-0.15,22.54,29.19,34.47,49.88,37.07,52.2,-0.25,19.13,46.38,0.67,29.54,30850
2019년 10월 4주,148,송파구,0.69,18.31,18.43,1.49,37.67,39.48,1.06,1.22,1.39,0,1.16,26.95,31.32,35.64,34.64,-0.43,-0.27,-0.1,21.02,27.85,29.62,38.25,32.46,37.72,-0.27,9.37,36.14,0.64,28.18,33400
2019년 11월 1주,149,송파구,0.65,16.23,17.75,1.5,41.26,39.47,1.47,1.14,1.35,68.25,1.16,3.97,32.43,30.44,32.15,-0.03,-0.36,-0.15,37.5,23.27,27.54,42.7,13.83,28.51,-0.18,24.46,28.35,0.66,26.92,35697
2019년 11월 2주,150,송파구,0.73,18.97,17.53,1.43,36.59,38.26,1.46,1.55,1.28,36.64,55.08,19.64,27.66,29.27,30.92,0.03,0.12,-0.15,29.56,36.76,32.05,26.86,16.79,23.91,0,37.12,22.52,0.72,25.74,31394
2019년 11월 3주,151,송파구,0.59,14.44,16.99,1.22,27.92,35.86,1.25,0.64,0.89,36.77,0,0,27.61,25.19,27.35,0.03,-0.58,-0.33,22.36,12.88,20.19,35.41,14.35,12.64,-0.29,12.26,20.8,0.51,23.73,34896
2019년 11월 4주,152,송파구,0.76,20.14,17.45,1.54,40.51,36.57,1.61,1.3,1.85,56.9,26.17,65.38,32.1,25.21,30.63,0.07,-0.24,0.31,38.96,27.93,42.75,49.64,20.6,22.25,0.05,49.49,30.83,0.78,25.24,29850
2019년 12월 1주,153,송파구,0.67,17.75,17.83,1.56,36.92,35.49,1.44,1.33,1.34,26.19,25.15,8.16,30.53,26.8,31.52,-0.12,-0.23,-0.22,31.25,29.64,31.08,39.12,26.6,23.29,-0.19,19.84,29.68,0.68,25.71,39185
2019년 12월 2주,154,송파구,0.67,16.78,17.28,1.3,28.89,33.56,1.39,1.08,1.08,67.16,9.15,30.08,30.37,22.59,29.64,0.09,-0.22,-0.22,28.91,19.92,24.54,46.75,15.12,25.9,-0.12,35.46,29.26,0.62,24.44,36440
2019년 12월 3주,155,송파구,0.66,17.36,18.01,1.24,28.05,33.59,1.25,1.17,1.61,50,34.35,63.16,31.25,25.01,32.57,0.01,-0.07,0.37,25.89,22.56,31.92,50.06,23.71,41.69,0.1,49.17,38.49,0.67,25.75,35212
2019년 12월 4주,156,송파구,0.73,19.4,17.82,1.4,32.24,31.53,1.47,0.83,1.29,62.16,13.77,22.45,29.35,21.9,28.97,0.07,-0.57,-0.11,31.36,15.47,28.35,51.38,20.61,30.96,-0.2,32.79,34.32,0.64,24.36,40564
2017년 1월 1주,1,양천구,0.43,8.68,8.68,0.19,1.92,1.92,0.29,0.22,0.24,75.98,61.01,78.17,4.68,3.88,4.29,0.1,0.03,0.05,4.68,3.88,4.29,75.98,61.01,78.17,0.06,71.72,71.72,0.23,5.22,21602
2017년 1월 2주,2,양천구,0.38,6.78,7.73,0.23,2.43,2.17,0.27,0.31,0.28,73.68,51.83,58.39,4.49,4.88,4.7,0.04,0.08,0.05,4.3,5.88,5.1,74.83,56.42,68.28,0.06,61.3,66.51,0.22,5.28,20560
2017년 1월 3주,3,양천구,0.35,6.12,7.19,0.16,1.39,1.91,0.12,0.08,0.23,56.18,25.33,57.3,3.42,3.6,4.51,-0.04,-0.08,0.07,1.28,1.03,4.13,68.61,46.06,64.62,-0.02,46.27,59.76,0.16,4.25,24251
2017년 1월 4주,4,양천구,0.32,5.57,6.79,0.2,1.69,1.86,0.08,0.1,0.09,17.74,43.81,58.16,2.74,3.13,3.66,-0.12,-0.1,-0.11,0.71,1.73,1.12,55.9,45.5,63,-0.11,39.91,54.8,0.14,3.56,21411
2017년 1월 5주,5,양천구,0.34,6.35,6.2,0.2,2.57,2.02,0.15,0.19,0.1,51.8,56.73,65.36,2.17,2.95,3.09,-0.05,-0.01,-0.1,2.39,3.15,2,49.85,44.42,59.8,-0.05,57.96,51.36,0.16,3.13,22832
2017년 2월 1주,6,양천구,0.34,4.84,5.72,0.24,2.6,2.06,0.33,0.25,0.16,68.97,33.99,62.45,2.37,2.58,2.44,0.09,0.01,-0.08,5.09,4.42,2.52,48.67,39.97,60.82,0.01,55.14,49.82,0.2,2.7,26962
2017년 2월 2주,7,양천구,0.35,6.75,5.88,0.31,4.09,2.74,0.22,0.29,0.11,51.72,20.9,47.78,2.68,3.49,1.57,-0.09,-0.02,-0.2,2.52,4.66,0.64,47.56,38.86,58.44,-0.1,40.13,48.28,0.19,3.09,22920
2017년 2월 3주,8,양천구,0.38,7.33,6.32,0.25,3.43,3.17,0.34,0.32,0.3,63.49,37,49.71,3.84,4.36,2.81,0.09,0.07,0.05,5.38,5.2,6.08,59,37.16,56.32,0.07,50.07,50.82,0.23,4.4,23376
2017년 2월 4주,9,양천구,0.38,5.81,6.18,0.22,2.56,3.17,0.22,0.11,0.16,38.28,30.96,60.87,3.99,3.96,3.04,0,-0.11,-0.06,2.97,1.55,2.93,55.61,30.71,55.2,-0.06,43.37,47.18,0.18,4.41,20456
2017년 3월 1주,10,양천구,0.37,7.02,6.73,0.23,2.17,3.06,0.25,0.13,0.22,77.99,53.09,61.19,3.75,3.27,3.54,0.02,-0.1,-0.01,4.14,1.65,4.49,57.87,35.49,54.89,-0.03,64.09,49.41,0.19,4.48,19593
2017년 3월 2주,11,양천구,0.32,5.1,6.32,0.19,2.06,2.56,0.14,0.1,0.1,30.63,27.48,58.85,3.67,2.41,3.77,-0.05,-0.09,-0.09,2.19,1.25,1.57,52.6,37.13,57.65,-0.08,38.99,49.13,0.14,4.06,20939
2017년 3월 3주,12,양천구,0.31,5.42,5.84,0.19,2.09,2.22,0.18,0.14,0.14,21.05,35.43,33.82,3,1.68,2.82,-0.01,-0.05,-0.05,2.68,2.27,2.29,41.99,36.74,53.68,-0.04,30.1,44.14,0.15,3.09,19962
2017년 3월 4주,13,양천구,0.38,6.71,6.06,0.23,3.26,2.4,0.16,0.12,0.22,21.74,28.65,27.55,2.66,1.81,3.34,-0.07,-0.11,-0.01,1.64,2.07,5.01,37.85,36.16,45.35,-0.06,25.98,39.79,0.18,3.03,24900
2017년 4월 1주,14,양천구,0.34,3.89,5.28,0.17,1.6,2.25,0.09,0.07,0.09,36.76,25.43,21.33,1.73,1.59,2.39,-0.08,-0.1,-0.08,0.39,0.77,0.67,27.55,29.25,35.39,-0.09,27.84,30.73,0.14,2.33,22453
2017년 4월 2주,15,양천구,0.32,4.98,5.25,0.25,4.51,2.86,0.39,0.17,0.15,48.6,18.93,52.11,3.39,2.02,2.48,0.14,-0.08,-0.1,8.85,2.98,1.93,32.04,27.11,33.7,-0.01,39.88,30.95,0.19,2.67,22460
2017년 4월 3주,16,양천구,0.36,5.9,5.37,0.23,3.86,3.31,0.34,0.36,0.28,42.03,27.62,46.77,4.1,3.24,3.21,0.11,0.13,0.05,5.52,7.14,5.22,37.28,25.16,36.94,0.1,38.81,33.13,0.23,3.56,22486
2017년 4월 4주,17,양천구,0.35,6.19,5.24,0.25,3.75,3.43,0.16,0.05,0.19,27.63,24.88,32.71,4.23,2.86,2.81,-0.09,-0.2,-0.06,2.15,0.56,3.42,38.76,24.21,38.23,-0.12,28.41,33.73,0.16,3.37,22887
2017년 5월 1주,18,양천구,0.34,5.12,5.55,0.22,3.84,3.99,0.31,0.03,0.17,60.71,24.02,34.78,5.66,2.72,3.46,0.09,-0.19,-0.05,6.13,0.21,3.26,44.74,23.86,41.59,-0.05,39.84,36.73,0.17,4.1,22629
2017년 5월 2주,19,양천구,0.3,3.29,5.13,0.23,3.61,3.76,0.17,0.17,0.1,55.97,21.78,8.7,4.09,2.68,3.44,-0.06,-0.06,-0.13,2.55,2.82,1.84,46.59,24.57,30.74,-0.08,28.82,33.97,0.15,3.65,20810
2017년 5월 3주,20,양천구,0.31,4.56,4.79,0.21,4.08,3.82,0.14,0.08,0.08,14.06,12.37,16.92,3.05,1.2,2.58,-0.07,-0.13,-0.13,1.39,1.22,1.78,39.59,20.76,23.28,-0.11,14.45,27.88,0.14,2.42,21213
2017년 5월 4주,21,양천구,0.39,6.92,4.97,0.25,4.56,4.02,0.28,0.06,0.22,44.83,15.11,21.43,4,1.22,2.89,0.03,-0.19,-0.03,5.92,0.63,4.68,43.89,18.32,20.46,-0.06,27.12,27.56,0.19,2.86,20442
2017년 5월 5주,22,양천구,0.36,4.84,4.9,0.14,2.38,3.66,0.19,0.02,0.09,41.59,40.37,28,3.13,1.27,2.56,0.05,-0.12,-0.05,2.65,0.39,1.92,39.11,22.41,18.76,-0.04,36.65,26.76,0.15,2.39,22928
2017년 6월 1주,23,양천구,0.37,5.69,5.5,0.2,3.07,3.52,0.25,0.16,0.16,65.57,28.03,25.93,3.74,1.24,2.69,0.05,-0.04,-0.04,5.01,2.7,2.39,41.51,23.97,23.07,-0.01,39.84,29.51,0.19,2.92,22226
2017년 6월 2주,24,양천구,0.39,6.1,5.89,0.23,3.66,3.42,0.4,0.23,0.26,53.57,40.29,45.39,5.16,1.69,3.35,0.17,0,0.03,7.07,3.04,4.4,51.39,30.95,30.19,0.07,46.42,37.51,0.23,3.7,26214
2017년 6월 3주,25,양천구,0.38,6.27,5.73,0.2,3.52,3.16,0.13,0.26,0.22,26.32,26.47,34.15,4.15,2.58,3.23,-0.07,0.06,0.02,1.88,4.2,4.22,46.76,33.79,33.37,0,28.98,37.97,0.19,3.49,22073
2017년 6월 4주,26,양천구,0.37,5.41,5.87,0.2,3.3,3.39,0.15,0.29,0.12,36.75,28.99,22.79,3.9,3.73,2.99,-0.05,0.09,-0.08,1.64,4.97,0.95,45.55,30.94,32.06,-0.01,29.51,36.19,0.19,3.88,23987
2017년 7월 1주,27,양천구,0.38,5.25,5.76,0.22,3.26,3.44,0.24,0.24,0.24,44.7,24.75,21.94,3.68,3.96,3.5,0.02,0.02,0.02,4.13,3.63,4.44,40.34,30.12,31.07,0.02,30.46,33.84,0.21,3.95,20028
2017년 7월 2주,28,양천구,0.31,4.36,5.32,0.22,3.49,3.39,0.23,0.29,0.07,37.59,22.47,13.92,2.78,4.29,2.73,0.01,0.07,-0.15,3.46,4.34,1.3,36.34,25.67,23.2,-0.02,24.66,28.4,0.17,3.47,19321
2017년 7월 3주,29,양천구,0.43,6.93,5.49,0.23,4.26,3.58,0.27,0.22,0.22,50.37,31.8,24.22,3.47,4.23,2.65,0.04,-0.01,-0.01,4.67,3.96,3.92,42.35,27,20.72,0.01,35.46,30.02,0.22,3.85,23972
2017년 7월 4주,30,양천구,0.41,7.37,5.98,0.21,3.03,3.51,0.24,0.41,0.24,64.66,38.94,30.34,4.05,4.75,3.58,0.03,0.2,0.03,3.94,7.05,4.64,49.33,29.49,22.6,0.09,44.65,33.81,0.24,4.37,22811
2017년 7월 5주,31,양천구,0.37,5.96,6.16,0.14,2.36,3.29,0.08,0.1,0.1,21.21,26.52,25.21,3.29,4.31,2.67,-0.06,-0.04,-0.04,1.09,1.88,0.8,43.46,29.93,23.42,-0.05,24.31,32.27,0.15,3.86,20614
2017년 8월 1주,32,양천구,0.43,7.8,7.02,0.21,4.09,3.44,0.29,0.08,0.3,51.49,29.55,76.92,3.79,3.5,3.82,0.08,-0.13,0.09,5.48,1.1,5.9,46.93,31.7,39.17,0.01,52.66,39.27,0.22,4.32,21025
2017년 8월 2주,33,양천구,0.39,6.29,6.86,0.27,5.51,3.75,0.19,0.23,0.27,38.52,29.47,34.86,3.42,3.48,4.01,-0.08,-0.04,0,3.16,3.87,4.68,43.97,31.12,41.83,-0.04,34.28,38.97,0.21,4.08,24517
2017년 8월 3주,34,양천구,0.47,9.36,7.35,0.18,3.38,3.84,0.17,0.18,0.15,44.22,31.44,25.33,3.24,2.49,3.57,-0.01,0,-0.03,3.22,3.09,2.88,38.86,29.25,40.58,-0.01,33.66,36.23,0.21,3.69,23755
2017년 8월 4주,35,양천구,0.32,4.25,6.93,0.22,3.17,4.04,0.21,0.2,0.1,42.27,32.43,27.66,3.87,2.95,3.76,-0.01,-0.02,-0.12,3.62,3.75,1.6,44.13,30.72,41.19,-0.05,34.12,38.68,0.16,3.87,19503
2017년 9월 1주,36,양천구,0.4,6.67,6.64,0.21,4.07,4.03,0.37,0.26,0.17,51.7,28.07,29.17,4.27,3.9,3.27,0.16,0.05,-0.04,7.07,4.87,3.91,44.18,30.35,29.25,0.06,36.31,34.59,0.22,4.22,18818
2017년 9월 2주,37,양천구,0.34,4.75,6.26,0.12,1,2.91,0.12,0.15,0.06,42.86,32.9,26.19,3.86,3.46,2.16,0,0.03,-0.06,1.52,2.12,0.24,45.26,31.21,27.09,-0.01,33.98,34.52,0.15,3.5,20514
2017년 9월 3주,38,양천구,0.36,5.8,5.37,0.21,3.54,2.95,0.07,0.33,0.07,20.15,31.5,21.54,3.05,3.9,1.6,-0.14,0.12,-0.14,0,4.86,0.65,39.25,31.23,26.14,-0.05,24.4,32.2,0.17,3.28,22275
2017년 9월 4주,39,양천구,0.37,5.41,5.66,0.34,7.23,3.96,0.23,0.18,0.23,16.13,13.11,14.85,3.21,3.63,2.24,-0.11,-0.16,-0.11,4.26,2.67,4.18,32.71,26.4,22.94,-0.13,14.7,27.35,0.19,3.63,25737
2017년 10월 1주,40,양천구,0.35,6.05,5.5,0.17,2.62,3.6,0.11,0.48,0.11,34.69,47.06,30.91,1.83,4.24,1.72,-0.06,0.31,-0.06,1.56,7.31,1.83,28.46,31.14,23.37,0.06,37.55,27.66,0.19,3.33,25516
2017년 10월 2주,41,양천구,0.38,6.21,5.87,0.23,4.27,4.42,0.41,0.24,0.08,54.66,37.67,13.27,3.24,4.74,1.83,0.18,0.01,-0.15,7.16,4.1,0.65,31.41,32.34,20.14,0.01,35.2,27.96,0.21,4.14,22098
2017년 10월 3주,42,양천구,0.34,4.67,5.59,0.13,1.61,3.93,0.2,0.04,0.15,41.21,26.98,41.3,3.93,3.6,2.32,0.07,-0.09,0.02,2.73,0.32,2.63,36.67,31.21,25.08,0,36.5,30.99,0.16,3.96,22522
2017년 10월 4주,43,양천구,0.37,5.69,5.66,0.23,4.43,3.23,0.25,0.13,0.12,50.46,28.71,46.71,4,3.53,1.54,0.02,-0.1,-0.11,4.54,2.37,1.04,45.26,35.11,33.05,-0.06,41.96,37.8,0.18,3.72,24126
2017년 10월 5주,44,양천구,0.34,4.96,5.38,0.2,2.93,3.31,0.32,0.48,0.04,57.63,40.82,26.45,4.74,3.54,1.08,0.12,0.28,-0.16,4.54,7.36,0,50.99,33.55,31.93,0.08,41.63,38.82,0.21,3.57,18352
2017년 11월 1주,45,양천구,0.41,6.21,5.38,0.31,4.79,3.44,0.29,0.8,0.28,31.2,49.14,29.13,4.13,5.88,1.96,-0.02,0.49,-0.03,4.73,13.45,4.16,45.12,36.41,35.9,0.15,36.49,39.14,0.29,4.29,24213
2017년 11월 2주,46,양천구,0.42,6.58,5.86,0.17,1.48,3.41,0.08,0.11,0.06,29.84,19.64,30.68,3.66,6.19,1.58,-0.09,-0.06,-0.11,0.82,1.57,1.13,42.28,34.58,33.24,-0.09,26.72,36.7,0.17,4.39,22099
2017년 11월 3주,47,양천구,0.34,4.01,5.44,0.22,3.93,3.28,0.17,0.12,0.18,40,29.44,20.93,3.36,6.16,2.12,-0.05,-0.1,-0.04,3.34,2.25,3.2,39.67,34.76,26.8,-0.06,30.12,33.74,0.17,4.37,26028
2017년 11월 4주,48,양천구,0.35,5.48,5.57,0.23,3.67,3.47,0.25,0.39,0.17,54.26,41.53,22.31,3.06,5.93,2.92,0.02,0.16,-0.06,3.34,6.44,3.19,38.82,34.94,25.76,0.04,39.37,33.17,0.21,4.51,27382
2017년 12월 1주,49,양천구,0.43,7.64,5.93,0.13,0.92,2.5,0.13,0.02,0.05,23.81,21.04,28.32,2.26,2.57,2.03,0,-0.11,-0.08,1.54,0,0.6,36.98,27.91,25.56,-0.06,24.39,30.15,0.17,3.25,28434
2017년 12월 2주,50,양천구,0.42,7.29,6.11,0.25,3.8,3.08,0.11,0.25,0.21,19.64,33.63,24.79,2.37,3.18,2.83,-0.14,0,-0.04,1.27,4.01,4.33,34.43,31.41,24.09,-0.06,26.02,29.97,0.2,3.66,22673
