index,2106금액시간별_1,2106금액시간별_2,2106금액시간별_3,2106금액시간별_4,2106금액시간별_5,2106금액시간별_6,2106건수시간별_1,2106건수시간별_2,2106건수시간별_3,2106건수시간별_4,2106건수시간별_5,2106건수시간별_6,2106금액_금요일,2106금액_목요일,2106금액_수요일,2106금액_월요일,2106금액_일요일,2106금액_토요일,2106금액_화요일,2106금액_가전/가구,2106금액_교육용품,2106금액_기타요식,2106금액_기타유통,2106금액_기타의료,2106금액_미용서비스,2106금액_백화점,2106금액_병원,2106금액_서비스,2106금액_숙박,2106금액_스포츠/문화/레저,2106금액_스포츠/문화/레저용품,2106금액_약국,2106금액_여행,2106금액_유아교육,2106금액_유흥,2106금액_음/식료품,2106금액_의복/의류,2106금액_인테리어,2106금액_일식/중식/양식,2106금액_자동차서비스/용품,2106금액_자동차판매,2106금액_제과/커피/패스트푸드,2106금액_주유,2106금액_패션/잡화,2106금액_편의점,2106금액_학원,2106금액_한식,2106금액_할인점/슈퍼마켓,2106금액_화장품,2106건수_가전/가구,2106건수_교육용품,2106건수_기타요식,2106건수_기타유통,2106건수_기타의료,2106건수_미용서비스,2106건수_백화점,2106건수_병원,2106건수_서비스,2106건수_숙박,2106건수_스포츠/문화/레저,2106건수_스포츠/문화/레저용품,2106건수_약국,2106건수_여행,2106건수_유아교육,2106건수_유흥,2106건수_음/식료품,2106건수_의복/의류,2106건수_인테리어,2106건수_일식/중식/양식,2106건수_자동차서비스/용품,2106건수_자동차판매,2106건수_제과/커피/패스트푸드,2106건수_주유,2106건수_패션/잡화,2106건수_편의점,2106건수_학원,2106건수_한식,2106건수_할인점/슈퍼마켓,2106건수_화장품,2016_아파트지수
1000045,11337569.999999838,93349613.99999928,1997257089.9999902,1117131535.9999945,208797239.99999884,8845882.99999966,32908870.234064594,239591641.66116676,1996727182.2076738,949960214.3397354,195653220.08728305,21877804.4700585,468599708.9999975,369968583.999998,465594929.99999744,361982087.999998,736217958.9999964,679924056.9999967,354431605.9999982,14535817.99999987,25007102.999999754,123049040.99999931,0.0,0.0,13510855.999999693,0.0,0.0,7000525.999999878,1062099.9999998363,40719.9999999998,11424858.999999866,0.0,14526379.999999588,0.0,0.0,60441526.999999605,76590453.99999958,0.0,861563706.9999958,212638304.99999893,0.0,8681129.999999955,0.0,38600994.99999963,211717815.99999866,0.0,1754659580.9999917,1668014.9999996938,0.0,4056926.0454741754,19520495.052851085,233806324.92791763,0.0,0.0,6219956.474369843,0.0,0.0,1173462.397112449,219375.16052213352,110120.27288537078,18138474.810823906,0.0,327331.9702859843,0.0,0.0,198055313.19111326,13947197.705503037,0.0,486706077.2885002,305778468.9378388,0.0,14224553.677682143,0.0,35249953.677862406,726571180.688249,0.0,1371302662.0693488,1311058.6516408573,0.0,3436718932.9999833
1000046,51816824.99999997,504311438.99999964,3345033208.9999995,552478115.9999996,110518220.99999982,28155923.999999553,123571656.69206265,674453652.5725145,2888344945.2085967,631183649.59,192024536.31456706,82735293.62225643,766888547.9999994,941156842.9999995,707344957.9999996,844690629.9999994,88464229.99999958,310952752.9999996,932815771.9999995,36649089.99999995,202657963.9999995,194792903.99999967,0.0,0.0,12641699.999999877,0.0,140129152.99999964,607356296.9999999,57315279.999999814,42237183.999999695,32174476.99999973,40927801.99999962,0.0,1312999.9999996533,0.0,9837673.999999976,2036508.999999723,206765.99999999994,59611748.9999996,277792130.9999998,252347417.99999988,141087905.99999988,0.0,39311939.999999836,484480050.9999996,57941599.99999955,621136123.9999998,1278329014.9999998,0.0,943397.2087039411,20911994.210706882,295533406.44101954,0.0,0.0,1107068.6387767738,0.0,34655616.60537177,60163105.97322269,265641.8706609693,56995333.490921535,5660656.265451477,26280662.82901407,0.0,68935.8400225023,0.0,13649569.337683033,138963.7329562522,257314.96721270666,57623536.928116456,12331597.980420936,9244227.89371054,388125842.6534261,0.0,4598225.289421422,1385264067.172867,2494112.3426751015,315996976.4250459,1900003479.9025877,0.0,4592313733.999999
1000047,64338169.99999971,698674829.999998,3136446318.9999905,1307640794.9999955,346710707.9999986,27293075.999999728,120071318.54444951,677275008.136363,3370902283.7495804,1097457947.5420198,266948785.8238281,48448554.203741506,895630201.9999969,890342866.9999968,845352681.9999974,923189942.9999971,390748038.9999984,625934640.999998,1009905523.9999965,32484467.999999426,2414979.9999994515,379072683.9999985,0.0,591577049.9999979,11961606.999999782,0.0,293298877.99999905,43210606.999999605,130363286.99999908,3488401.9999998077,65528100.99999954,202638722.99999887,562799.9999998552,0.0,4313939.999999927,114572592.99999914,173567338.99999925,169935122.99999937,301364294.99999887,239060636.99999887,216159182.99999902,32954895.99999953,0.0,15542019.999999776,200860874.99999928,127249.9999999996,2351979779.999993,0.0,4064379.9999998584,6930499.696077967,1872686.7697365582,856891877.7325087,0.0,2342878.9318672344,27937034.487679716,0.0,242551325.60516047,29482405.166652426,95599100.94702049,7316698.046556617,43584417.72969725,393661388.2592996,541485.8785490941,0.0,2488641.3885128726,77001543.31019977,8765374.818645274,49601665.12314777,314723369.06467235,44462744.77043594,17224215.520542637,98925371.34382178,0.0,2195961.9211092894,869021334.5951269,146917.01075772324,2387102106.659578,0.0,732853.2226204273,5581103897.999983
1000048,37479519.99999888,4434295362.0,18347787186.0,6147297693.0,966930820.9999985,8263658.999998576,142111376.96671128,5363215322.451216,19193119292.357803,4637609081.688991,571082896.4601142,34916271.075155646,5384727871.999997,4886740615.999997,4603949458.0,5357238225.0,1740979072.999999,3194621956.0,4773797041.0,2061324884.0000002,272367957.9999996,3256776228.0,0.0,0.0,1850900.0,0.0,6489532424.999999,4706449.999997441,5352910852.999998,87920511.99999999,34323983.99999821,918857107.9999971,2301950.0,17028271.999998927,661700.0,73876607.99999999,3593057.999997739,0.0,2632929263.0,1177242703.9999979,0.0,577147557.9999993,0.0,2017112325.9999979,710886459.9999979,97714499.99999955,3908214821.999999,47692707.99999989,195081009.99999836,37588524.74520886,319041049.7294991,8754275219.304747,0.0,0.0,1790476.1584497395,0.0,2256860994.644291,2793178.113588465,1120728183.9981434,88063005.33819465,33032232.938496254,1546691156.2960405,2009375.881050447,2686817.5628893306,224637.01371725838,402230888.2593137,5373193.795690436,0.0,2707755586.1542277,76610048.27930024,0.0,2483037367.701109,0.0,622634222.4626384,4906640371.405499,3130354.299206303,4467900451.791157,88367081.7673708,12589823.360141166,29942054241.0
1000049,48763434.999999456,544067303.9999962,864921072.9999939,687546898.9999951,217444143.9999983,17946867.999999695,100066722.35366261,343231091.05061424,1037224394.663667,656383326.9239137,208930062.3341062,34854125.674019195,430510367.9999969,323751050.9999976,286068260.999998,443584322.9999969,140857667.99999893,307841781.99999774,448076269.9999968,8652121.999999745,0.0,169779396.99999866,2257299.999999876,0.0,21432850.999999825,0.0,188634501.9999987,263248791.99999815,0.0,44710922.99999965,28782169.999999743,78504742.9999994,0.0,0.0,22989469.99999972,390226047.99999714,38736569.99999964,161234242.99999875,132746713.99999905,558744.9999999059,2324487.999999781,18809112.999999832,0.0,27102450.9999998,135592827.99999893,13583579.999999898,561127478.999996,69655193.99999946,0.0,2886406.0028393893,0.0,432451862.72578436,349076.1519329161,0.0,17879188.702640325,0.0,84931976.94864985,72596685.3895273,0.0,21309109.06259282,24302747.60883655,124910956.2809706,0.0,0.0,4628744.704535886,17504508.56280227,5631356.310124333,81484818.2602067,274160657.8567395,2248334.3438592735,1448780.107695982,18810565.450790003,0.0,11140776.796661524,535615146.5869813,2056938.196648358,474288018.4481274,170053068.5010342,0.0,2380689722.9999833
1000050,125479240.99999955,912945441.9999971,2404640666.9999924,586189014.9999979,96277871.99999969,25181026.99999967,228216087.23298055,819684081.2295208,2046812832.506689,757855304.7026434,225368422.71933228,72776535.60882016,806027573.9999974,690442167.9999976,620733160.9999977,605413784.999998,319783851.9999986,475559694.9999985,632753028.9999977,0.0,675576224.9999979,203036780.99999928,0.0,0.0,0.0,0.0,0.0,12133734.999999667,0.0,0.0,653258033.9999977,0.0,0.0,0.0,0.0,3225049.9999997723,0.0,5079.999999999984,0.0,58978550.999999635,4748749.999999902,0.0,2103896239.999993,0.0,360867602.9999987,0.0,74987214.99999946,0.0,0.0,0.0,15981138.020160975,409485283.09392184,0.0,0.0,0.0,0.0,0.0,11815968.981389545,0.0,0.0,82263687.42899212,0.0,0.0,0.0,0.0,8396293.249461448,0.0,203061.98384796892,0.0,13016353.110317571,608386.4949143236,0.0,1158450630.0785015,0.0,2427210285.8710265,0.0,23282175.687450614,0.0,0.0,4150713263.9999866
1000051,68918017.99999975,409082269.00000024,3912951172.000003,1516505576.0000007,303696793.99999976,32582259.999999426,202741581.95348054,570095228.9332951,3726176446.4083157,1327207019.3131185,328337249.8999274,89178562.4918661,798156109.0000005,1210606464.000001,863275479.0000005,771448761.0000002,646523742.0000005,929922547.0000006,1023802987.0000007,355657074.0,0.0,606394684.0000004,122577369.99999996,614143000.0,8382359.999999472,0.0,12985394.999999624,8230399.999999423,0.0,137998096.9999997,368525562.9999997,0.0,0.0,0.0,3812199.999999699,86950842.99999966,251142148.99999985,152123099.99999976,159836042.00000012,733199358.0000004,0.0,169905194.99999952,0.0,34768489.99999957,512734958.00000006,116666491.99999997,1725193397.000001,62509921.999999456,0.0,251893439.20350674,0.0,912072369.3626815,3708196.125946085,741054.9505891142,4694402.960649765,0.0,4199230.237424565,8165480.978227857,0.0,73608861.64923748,444004144.8158712,0.0,0.0,0.0,740811.5028397479,150025162.74992043,38175771.99960862,4165634.447942699,194333383.56863368,566373643.1811001,0.0,505914124.8453369,0.0,19260125.28283411,1597433291.3202083,990588.8942010162,1240027649.7430944,223208721.18014196,0.0,6243736089.000005
1000052,0.0,0.0,33966913.99999976,53902459.99999962,5457239.999999954,0.0,0.0,0.0,34706005.793330565,52206815.51491146,6413792.691757316,0.0,20395234.99999986,16298564.999999886,6700174.999999945,4261779.999999961,11157019.999999916,24800363.999999825,9713474.999999927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32944079.999999765,0.0,60382533.999999575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056079.198663295,0.0,90270534.80133605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93326613.99999934
1000053,51669704.99999959,21111451.99999977,789846577.999997,1242884612.9999957,573381153.999998,24204245.999999706,111910971.12589371,90130004.64756352,915632621.8838513,1089591244.912284,433726246.23355323,62106659.196844414,429800474.9999982,304606316.9999987,387986578.9999985,217317735.9999992,470388379.9999981,644040913.9999976,248957346.99999905,0.0,0.0,919411632.9999968,0.0,0.0,43438299.99999973,0.0,0.0,0.0,0.0,2831349.999999968,0.0,0.0,0.0,3468543.999999873,0.0,28378129.99999975,14957219.999999868,0.0,1138076205.999996,0.0,0.0,162165125.99999917,0.0,0.0,305748486.9999987,0.0,84622751.99999964,0.0,0.0,0.0,0.0,717865768.0733942,0.0,0.0,12846076.582638929,0.0,0.0,0.0,0.0,2322570.2150374902,0.0,0.0,0.0,272942.4162216717,0.0,1094194.6221887134,5057652.610959296,0.0,696256973.5634416,0.0,0.0,92822246.13116798,0.0,0.0,1010471624.1704336,0.0,164087699.61450574,0.0,0.0,2703097747.9999905
1000054,42721840.99999981,269617471.99999917,1175237759.9999971,1028803806.9999974,426233470.99999887,37224308.99999983,76348313.79577385,330803179.8368816,1234402928.0142066,968219474.5530524,315454707.0325781,54610056.76749984,459709739.99999875,407686830.9999988,429026105.9999988,378851843.9999991,317303668.999999,598981805.9999986,388278663.9999989,0.0,0.0,560648173.9999985,0.0,0.0,9218149.99999978,0.0,65969572.99999978,9504599.99999977,0.0,4894421.999999845,13558834.999999901,79919075.99999967,0.0,1796769.9999999916,0.0,60798390.99999971,123715501.99999958,1755019.999999874,515678789.99999875,966299.9999999029,0.0,159193007.99999952,0.0,47030849.99999979,274425328.9999993,38358914.999999665,134908843.99999946,856885013.999998,20613096.99999971,0.0,0.0,661825396.7498534,0.0,0.0,2469850.5221485,0.0,93624096.35810795,469829.1153242039,0.0,2289965.8723872574,7961835.330658032,115805840.31628558,0.0,91836.79711985774,0.0,107954425.65328407,19357717.34026003,431398.39275733905,225956229.93370396,183493.16831217156,0.0,298143019.7106782,0.0,8299051.3892376935,679170282.442438,1739486.3674509507,89528066.95100577,643679600.3648994,20857237.224077415,2979838659.999993
1000055,113369341.99999912,744954001.9999962,2574363310.9999866,1768311903.9999905,668253394.9999963,83437740.99999939,278389769.829711,848867502.5152172,2350577812.326017,1634227926.4667637,690925002.9345446,149701680.927714,939660956.999995,952463438.9999945,973254622.9999944,897069190.9999952,460771216.99999714,731115126.9999958,998355140.9999943,56708119.999999285,0.0,644644721.9999964,69635324.99999963,0.0,52346418.99999961,0.0,23833202.999999307,44907107.99999949,3648159.999999649,176728592.99999908,632267092.9999961,853915072.999995,1204659.9999998424,0.0,19524259.999999743,151473516.99999863,106093036.99999921,311415167.9999981,62590649.99999936,196490547.9999989,111172179.99999927,57781672.99999967,0.0,38726239.999999546,560183425.9999969,0.0,1225450569.9999936,530240569.99999696,21709379.9999998,967044.954974673,0.0,733063435.5601166,5400139.583313993,0.0,36954843.71880251,0.0,44318062.26144605,12847352.03826546,2011394.0416304758,51052441.42522142,212177046.65711716,624588642.7051979,3208369.2344263573,0.0,4742806.694369683,128861775.42863455,70733032.71873951,105999574.0231949,57965462.50868321,61099005.30795706,12237838.692316828,49719936.232330196,0.0,10776245.510303833,2195829806.8792014,0.0,836417820.7697622,689384371.2333059,2333246.8206495238,5952689694.999969
1000056,77384482.99999955,1021508401.9999994,3432685985.999998,1448303068.9999993,323063542.99999934,42365888.99999941,162195621.82712784,1127858498.3364463,3035625022.3669395,1474253870.2830293,442888133.1938033,102490225.99264976,1072252589.9999996,983536654.9999995,823960273.9999992,1078483824.9999995,426272149.99999964,856957334.9999995,1103848542.999999,1018805777.9999992,0.0,203335229.99999985,986039.9999998843,33218849.999999538,215488451.99999967,0.0,878455930.9999996,61649667.99999943,120727884.99999933,447448729.9999997,297041310.99999964,181110098.99999937,0.0,81439.99999999997,254499.99999999985,137352143.99999988,169741517.9999997,6536658.999999557,79953227.99999978,241933855.99999943,27999679.99999988,66292979.99999951,956788879.999999,43658264.999999374,455756972.99999976,305424630.99999964,288243003.99999934,0.0,107025639.99999978,330271342.3093352,0.0,634103671.4888376,413657.93581421697,2585218.267845336,139149294.15975863,0.0,770296951.0808558,44383367.81416931,48194026.142215535,78490298.84181069,42772460.692778155,390508337.4938736,0.0,292839.90170992544,146419.95085496272,428748971.2597921,61516228.036115445,24178852.906113636,46276183.68180303,33039992.721705973,3773837.593842827,73315547.37632938,557243553.1214855,43225528.32066958,2027741708.515878,25783143.80182706,427628240.16248184,0.0,111231698.42208739,6345311371.999997
1000057,72373714.99999984,995815798.9999999,3325454456.9999995,1954702777.9999995,570900379.9999994,42393760.999999754,132632276.11315553,1082426235.1918578,3074961188.060655,2007621308.392776,584256287.0514152,79743595.19013894,1149358629.9999995,997833572.0,1005910650.9999996,1067305922.9999995,655041328.9999999,1035366495.9999995,1050824288.9999996,72740894.99999994,0.0,889995496.0,0.0,24666363.999999497,79892837.99999936,0.0,723613261.9999999,45591654.999999575,0.0,360987897.9999998,275124965.9999997,211008293.99999976,0.0,21548849.99999965,0.0,330877415.9999999,15629714.999999397,71675276.99999943,61529037.99999986,123231292.99999999,444399.99999999994,700722474.9999998,0.0,319160.0,601750111.9999999,244693418.00000003,689274459.0,1376170232.9999993,40153375.999999546,7893262.6405213075,0.0,978889883.7946517,0.0,423005.3229969153,36121317.263833374,0.0,372372169.86519676,33061995.925835643,0.0,62916493.50112062,108276347.13880998,245070261.4198254,0.0,1355452.5596460006,0.0,181102678.9524092,5997331.090269078,17497903.029626023,59822964.63207102,15842258.526756166,84267.33258912907,1104557840.3178189,0.0,84267.33258912907,1566681394.0306787,18237286.298343822,504084179.9600702,1636104326.80367,5164002.260664297,6961640890.0
1000058,83228534.99999905,664032344.9999962,5245113852.999976,3901107002.9999824,1078299417.9999948,35791257.999999404,153307819.64309484,1008581674.7427179,5513002476.101502,3336574878.6085215,892292917.3059397,103812645.59817532,1888093356.9999917,1746162054.9999914,1624103835.999992,1560926731.9999928,954357720.9999951,1510964822.9999936,1722963887.9999926,184160744.99999854,43515959.99999956,819697562.9999963,181327127.99999872,2866499.999999313,239220760.99999854,0.0,531152004.9999977,87877694.99999867,0.0,268809956.9999988,596015659.999997,125949870.99999928,0.0,19222859.999999426,0.0,131591705.99999847,816804667.9999958,3351939.999999034,1130315660.9999945,153268270.99999854,21041819.99999885,320403937.9999977,0.0,73950639.9999988,627021975.9999965,164129419.99999908,2388179338.9999895,2009876127.999991,67820199.99999897,10213229.400996089,3781183.3123704544,1453679622.694016,569530.9304526028,663444.1377960269,94690064.56693786,0.0,248732603.76531747,104707622.77459161,0.0,126150989.02698547,56593578.04626454,249637218.8126656,0.0,1023407.409856979,0.0,281062057.2908883,277944318.11631846,908873.641473949,1209298181.444574,264840623.98524666,1798023.2680397113,763014327.096836,0.0,13038918.673021683,2113533541.5038931,16488828.189561449,1730233621.8959012,1981675812.20906,3292789.806878623,11007572411.999952
1000059,3894349.99999993,265699983.99999812,1605415510.9999895,726138807.999995,96411111.99999928,4627286.999999741,3414434.390534164,263552301.58469865,1467592075.8559904,803122230.306138,154611863.14893413,9894146.713686243,369926121.99999744,473144519.99999684,400631508.9999972,302727532.9999979,410768395.9999972,383216262.99999744,361772708.9999976,0.0,0.0,189490524.99999872,0.0,0.0,8874519.999999907,0.0,0.0,2343199.9999997853,7796839.999999686,569359530.9999963,22754394.99999972,0.0,0.0,7366479.999999735,0.0,30190410.99999961,0.0,559479.9999997937,28183034.999999635,529730867.9999965,0.0,56180053.99999955,0.0,0.0,0.0,13690419.999999862,795619175.9999946,438955056.99999696,1093059.999999727,0.0,0.0,95951507.6099224,0.0,0.0,6107520.3391022105,0.0,0.0,261414.3976985782,5784246.49481956,647087599.8857874,786054.9760498403,0.0,0.0,393933.37950202584,0.0,77481156.86876808,0.0,392380.4226840532,17513729.341259137,74580492.3588593,0.0,129163559.77218582,0.0,0.0,0.0,1969666.8975109397,856519356.3628075,787273270.6738071,921162.2192169711,2702187051.9999824
1000060,51365252.999999925,174547318.99999985,806937237.9999995,759354897.9999996,273711182.9999998,38896162.99999994,76849578.17224401,229297847.3017246,764329050.8199471,702777887.6347637,271763365.7310127,59794324.34030565,341644796.99999976,262437566.9999997,309079352.9999999,234816870.9999998,304224670.99999976,376837598.9999998,275771195.9999999,7924499.999999829,6492067.999999924,127585246.99999982,0.0,0.0,70584917.99999987,0.0,4558821.999999913,51513384.999999925,0.0,14948953.999999974,91760502.99999985,57957241.99999981,0.0,0.0,4064499.999999966,168960358.99999985,21055265.999999892,14375808.999999983,140372144.99999985,0.0,5432609.999999862,147674598.9999998,0.0,43461449.99999992,332507993.9999997,26678799.99999989,295189488.9999997,471713393.9999997,0.0,151590.94973066697,8047040.208111247,81963864.74479881,0.0,0.0,19057810.682181165,0.0,6832067.926903706,2125415.8529363894,0.0,7373934.490551147,23845421.002746943,77781271.41313796,0.0,0.0,911790.3817460522,97474477.13239416,8174987.159759703,7027505.024977111,117844679.35370404,0.0,1061585.5847870864,149575673.00803706,0.0,4660860.533377339,668274859.6736249,1365515.7120357703,166740317.74249405,654521385.4219619,0.0,2104812053.9999988
1000061,45854087.9999999,150421211.99999943,2667304734.9999967,2260584317.999997,736316210.9999986,33865617.99999987,108665188.38568316,323265157.58430284,2871748025.716167,2088416838.4281118,431334515.0937792,70916456.79194663,773815858.9999985,603815526.9999988,809766962.999999,585160581.9999989,1222357983.9999983,1227750006.999998,671679259.999999,42799650.999999486,37155604.99999944,1880067617.9999974,0.0,0.0,46216989.99999992,0.0,131370318.99999936,486032395.99999917,0.0,115973400.99999927,268697594.99999917,70275709.99999979,0.0,0.0,539109.9999999993,128350029.9999994,28049039.999999512,128493806.99999973,979770133.9999983,2942399.9999998775,6104199.999999653,240913000.9999995,0.0,34634529.9999999,538477467.999999,10757974.999999963,594532321.999999,113087999.99999928,9104879.999999763,3371535.5331019205,65412667.48970332,1279754515.077813,0.0,0.0,33365754.75843072,0.0,96126413.47489662,355497904.50698584,0.0,108879672.01493303,417315648.27933073,134453941.1439588,0.0,0.0,393929.77033143496,234904096.80564353,587507.0530495849,13199454.176702399,435807505.3655408,656614.1429795336,2259627.6211687378,522469344.75650364,0.0,982791.8643597531,1779407679.829541,1964809.4195890296,405157639.8836451,528078.8272551128,1849050.2045235415,5894346181.999992
1000062,14640297.999999922,60280942.99999965,338491026.9999982,308606668.99999833,128178647.99999933,16386511.999999903,15883274.255085122,54834995.07797514,329332156.5048852,309697413.6137675,124466047.72113247,32370209.82714967,137712456.99999925,118712269.99999939,123277175.9999993,75979617.99999952,121451119.9999993,183537232.99999902,105914222.99999937,3428611.999999918,6804390.999999922,148723676.9999992,0.0,12212679.999999866,94546685.99999951,0.0,0.0,6897014.9999999385,0.0,0.0,15773454.999999879,5499266.99999996,0.0,20035259.999999866,0.0,141051663.99999925,11918289.99999988,14296259.999999842,81663347.9999995,0.0,14820309.99999988,0.0,0.0,16405543.999999844,0.0,3804999.999999975,162120983.9999991,106315812.99999942,265840.9999999845,1467613.5832696832,516897.6672090332,138916524.37979698,0.0,516897.6672090332,31258308.786780838,0.0,0.0,1103427.308119159,0.0,0.0,5401635.885806094,9154578.214405725,0.0,1495613.74200657,0.0,217001414.42264825,1682220.063062468,8463047.978232186,87752865.90462951,0.0,25688303.525412038,0.0,0.0,2054880.070462318,0.0,280370.0105103391,124832812.95827052,207224016.8879186,1772667.9442454905,866584096.9999955
1000063,41474422.99999953,46622905.999999486,720916694.999994,659319817.9999944,202430627.9999982,13956111.999999879,22686217.71332278,94941003.70177913,861438286.1358304,546716539.7463824,148134486.78758422,10804047.915086625,249920084.9999979,193806088.99999833,227187923.99999806,121686865.99999899,226469013.99999812,449151289.9999962,216499313.9999982,439979.9999999925,0.0,314189537.9999974,0.0,0.0,21621479.999999747,0.0,14784079.999999857,250137.99999998283,46047917.99999956,15263049.99999987,10962219.99999978,0.0,6972629.9999998985,6483719.999999844,0.0,155283969.99999857,127446296.9999988,101869566.99999915,384536764.9999967,0.0,0.0,64844818.99999944,0.0,213456783.99999815,0.0,0.0,79353944.99999921,120913680.99999896,0.0,869223.4945884012,0.0,468572341.13942325,0.0,0.0,16305120.638534307,0.0,372629.5579737505,498557.728751403,62566172.00712124,747959.3301358095,993187.8732293011,0.0,10460384.291132037,373611.454042211,0.0,166671211.7156738,48391520.36308912,68212810.82271546,97098965.78619988,0.0,0.0,179938591.392465,0.0,29736722.432772584,0.0,0.0,232159997.37051138,300751574.6016261,0.0,1684720581.999986
1000064,48156646.00000004,152575173.00000006,1143037085.000002,849647610.0000015,269061395.0000003,32270893.999999877,87707312.20345771,244295598.70767635,1154985174.4297752,715969954.4736503,244125138.56305146,47665624.62239265,355326987.0000006,370954348.00000054,393446142.0000006,380782504.00000066,233625864.00000024,401911402.0000007,358701556.0000005,6202469.99999997,0.0,435199903.0000008,9787399.999999788,0.0,53789040.000000045,0.0,111951760.00000009,8097850.999999766,0.0,34506222.000000045,117386611.00000015,55601940.000000075,0.0,0.0,0.0,262350858.0000002,16823989.99999999,30132905.999999914,211225136.00000036,7770264.999999779,34576209.999999985,0.0,0.0,12022766.999999855,185373687.0000002,3156810.999999887,778964596.0000012,114387530.00000006,5440849.999999882,435144.4897975179,0.0,446722930.8775342,321390.18222842144,0.0,24309501.107600044,0.0,42293988.607590534,9995817.14418182,0.0,4869335.3675268,16526582.142440021,71032198.45761526,0.0,0.0,0.0,461672371.2195583,2778928.649215347,8826066.523576302,97760863.08507095,11650394.105782395,3584973.8557106787,0.0,0.0,7028782.727329461,457109521.4788932,434801.8563409641,571669531.6210864,254162414.35548952,1563265.145434378,2494748803.0000043
1000065,45676725.99999987,900032552.9999992,3256498661.9999986,1430298991.999999,257552719.99999958,28402191.99999981,112683200.63223328,836633661.8030812,2992546951.047013,1477923589.3265085,402202765.0630701,96471677.12808979,898222767.9999992,920951812.9999995,964572083.9999992,1025928073.9999995,386546679.9999995,763837423.9999992,958403001.9999993,343589429.9999997,24079219.999999687,276485398.99999946,0.0,37439999.99999953,50383832.999999754,0.0,104697070.99999946,106309786.99999946,0.0,661087688.9999996,82595779.99999948,97904124.99999943,34725899.99999985,0.0,10430239.999999544,348818279.9999996,30375349.99999942,22898908.999999914,446671460.9999994,625337559.9999996,0.0,219673488.99999988,0.0,7089989.999999693,423197317.99999976,1101465964.9999993,842886087.9999995,17880060.999999855,2438899.999999688,257196713.94537333,1266721.415872017,703966846.7045425,0.0,640436.0888171808,47076389.051861554,0.0,92874188.30701852,65072734.442874625,0.0,174158218.0159448,118372719.81329706,223181249.76257432,808191.0871356835,0.0,1652443.7929575222,553228139.4061844,5211816.852512389,6941633.358980286,371315988.6584519,140302064.0220237,0.0,626155459.5798426,0.0,578811.80372114,1480244998.9699163,53370054.46495741,930979529.3334978,63173565.27143817,692930.8501960457,5918461844.999997
1000066,64645410.9999994,422659009.9999968,1173080937.999991,562235671.9999956,210868366.9999982,30723648.99999962,116338368.38608062,245335715.9632651,1070565010.0191375,664552955.6592919,298158066.636786,69262930.33541946,412276970.99999684,362691919.99999714,484560096.9999961,576033913.9999956,98441229.99999905,200509022.99999836,329699891.99999756,386412706.9999971,0.0,466499796.99999636,0.0,0.0,13991249.999999832,0.0,0.0,20106570.99999965,152399.99999999886,1027703.9999999688,22014472.999999616,0.0,0.0,0.0,63804839.999999315,275640954.9999979,4452659.999999811,45464371.99999946,170904256.9999985,166747630.99999857,6312914.999999869,20949779.99999966,0.0,0.0,251547967.99999788,3535609.9999997797,503418977.9999961,41228178.99999946,0.0,12370587.496335689,0.0,294572160.53029877,0.0,0.0,17236553.614085693,0.0,0.0,39525755.469767146,163507.79123012477,2286212.2856447473,12361253.390143573,0.0,0.0,0.0,11533414.730608279,198360700.02060354,3265971.570102397,18057633.09327492,116089566.1761965,33300228.50525311,2097598.967414582,2988845.175911254,0.0,0.0,1051843367.9232848,653387.4334588961,511881739.85266894,135624562.97369632,0.0,2464213046.9999814
1000067,179840215.99999928,425832320.99999803,1886601754.9999926,1744991512.9999936,753720417.9999969,53333006.99999977,256235942.21989825,744849760.0037613,1976248787.674144,1337701989.3782606,603574203.724961,125708546.99895382,798461893.9999968,744250693.9999969,832987033.9999967,712377028.9999968,406544833.9999983,701888005.9999974,847809738.9999965,191332954.9999988,490089.99999999814,508667218.99999785,0.0,82289494.99999927,70989829.99999928,0.0,179481799.99999887,122072499.99999917,17728822.999999534,27894431.99999952,119616739.99999933,145757120.99999934,0.0,20071649.99999959,95812079.99999952,83400851.99999964,17179359.999999736,248650864.99999875,355316874.9999984,282981501.99999857,46362732.99999971,148542839.9999992,0.0,42474959.99999969,467451563.99999785,33730379.99999958,1722303503.9999936,5107409.999999605,8611649.999999676,10034943.852014579,249020.7632405437,617528507.1095437,0.0,1696453.949576183,56249788.296629526,0.0,210239979.12076408,262893047.88165858,8929667.170726547,35949902.248773515,44076428.04916778,244847936.14540708,0.0,1503759.3113542502,15511671.33245064,85949961.1124082,8012885.372724757,71320979.44965805,106201426.4563006,40826805.906642154,11630850.727544105,290980761.8465724,0.0,14164538.175753368,1773521181.9554746,6642035.952862212,1116843300.4694426,4379109.175795226,4134288.167490265,5044319229.999981
