상권_코드,면적당_매출
1000831,832525.7026819376
1000832,594256.8593173198
1000833,1006650.035208538
1000834,1757905.363268759
1000835,435950.3006109629
1000836,854430.2832561469
1000837,1142541.813261818
1000838,770856.8769380167
1000839,3549857.5037422166
1000840,1040439.3054456456
1000841,180779.82126321594
1000842,616434.7112176879
1000843,407138.380517086
1000844,2126945.406701972
1000845,2039416.8095485377
1000846,2160862.5303526972
1000847,4563385.706747781
1000848,2451791.1914084894
1000849,3134611.6254652576
1000850,1566534.6688722295
1000851,847720.0199705905
1000852,2197516.2943805805
1000853,757972.0032978202
1000854,2062062.0292798856
1000855,3654009.6827749917
1000856,1217236.7455914961
1000857,1998178.5142452014
1000858,3108669.9712250736
1000859,1605718.8549115786
1000860,1298268.638779089
1000861,2237797.8052111017
1000862,1181251.228218524
1000863,2629281.234451239
1000864,2858629.3249754957
1000865,2159539.8885918483
1000866,6108059.024326322
1000867,6717481.462007669
1000868,975055.9266837614
1000869,904844.8297372825
1000870,2348436.7688077483
1000871,4386058.1632441655
1000872,1235027.0544784334
1000873,998017.273851758
1000874,18606.204998840905
1000875,1484956.9612777315
1000876,1418485.0611088243
1000877,1044800.5259904735
1000878,391533.9110152839
1000879,761118.9945448868
1000880,958273.7107241504
1000881,2002395.3007086779
1000882,1497916.6089946448
1000883,995673.3165422627
1000884,1954450.6333167418
1000885,945867.5766392136
1000886,1550927.798268825
1000887,2648973.812383187
1000888,305494.45473963255
1000889,654756.8459125584
1000890,1985632.8560164822
1000891,1870842.3608379785
1000892,14734197.691641849
1000893,1247372.0097367824
1000894,1749012.1788531183
1000895,2331831.761961003
1000896,3138134.087921262
1000897,1342433.8216314628
1000898,1245107.5148888747
1000899,2799429.3757305364
1000900,1818795.8759496731
1000901,4296725.694211745
1000902,2116578.7649455275
1000903,1348507.3250091183
1000904,1718941.5679012113
1000905,4806582.347401953
1000906,1321861.9344528737
1000907,2304448.9265135988
1000908,1319590.1655554615
1000909,2335579.1145349583
1000910,4663772.247336562
1000911,2229038.774528969
1000912,281232.06208794966
1000913,3070620.881415429
1000914,2461309.349980469
1000915,1277046.0577718099
1000916,2418869.5904659256
1000917,1512636.958548222
1000918,1346859.846699155
1000919,4788054.367042124
1000920,2565936.0352889495
1000921,3989142.1780337654
1000922,3008513.778961961
1000923,1921649.0252039374
1000924,1700473.1687556745
1000925,2750361.5761604104
1000926,2951064.8135730755
1000927,2643906.3016825845
1000928,2586453.225559554
1000929,1554933.73617788
1000930,1608154.7287825814
1000931,1736493.0379895275
1000932,1510039.5500174996
1000933,1664637.2928463824
1000934,1715259.9029824412
1000935,8024779.731050714
1000936,1458424.7722321204
1000937,4812866.820276721
1000938,2810229.7240264635
1000939,4076200.502113307
1000940,2025278.2802382123
1000941,3973317.6775719076
1000942,1349437.6466207209
1000943,2574326.986357807
1000944,1448424.9837705693
1000945,2553887.8502666918
1000946,1417982.3123649454
1000947,1239292.7220064455
1000948,1526608.1714381364
1000949,1307277.1732375282
1000950,761998.4163600053
1000951,2583524.91098924
1000952,2359107.4959324845
1000953,637738.7112274648
1000954,3355269.9804673144
1000955,2412152.1988508548
1000956,1300565.1871008286
1000957,1940901.2649696567
1000958,5017463.91916818
1000959,2601053.975888946
1000960,2159593.2892154446
1000961,4841381.067875296
1000962,3334864.646378453
1000963,2593592.494599338
1000964,1662488.7271499317
1000965,2717036.475014561
1000966,1012208.7435826036
1000967,1954135.3430010546
1000968,3009936.0622946746
1000969,1538936.7387855097
1000970,1031302.8483456627
1000971,792114.464710773
1000972,892573.4313599501
1000973,519929.1357120828
1000974,1287319.8192578866
1000975,900638.3636513453
1000976,1352760.3992328132
1000977,2525301.3499963153
1000978,2635807.278968406
1000979,1852606.134887479
1000980,1912954.46988035
1000981,4656828.277135293
1000982,1908219.1279022114
1000983,2234668.047615573
1000984,979826.5159078195
1000985,378070.93884101126
1000986,1865845.421648855
1000987,1582580.1562060167
1000988,899468.2672203712
1000989,555828.2693687772
1000990,2511753.0728630694
1000991,1030067.2921517366
1000992,850568.1769047122
1000993,3430075.541261117
1000994,520972.96939293074
1000995,416622.63413625804
1000996,1397228.695383322
1000997,2689417.559746949
1000998,1030175.1875951124
1000999,636844.4168692261
1001000,2948221.823437193
1001001,884320.5308640379
1001002,1814415.398116242
1001003,684480.7967002218
1001004,758984.2795451203
1001005,1352789.7759601634
1001006,844282.1933256293
1001007,1029141.1564735865
1001008,1832287.2757166154
1001009,751931.455104207
1001010,873839.9975350226
