DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2017년 1월 1주,1,강남구,3.19,100,100,5.11,100,100,6.58,5.55,5.86,100,61.21,100,100,99.11,100,1.47,0.44,0.75,100,99.11,100,100,61.21,100,0.89,87.07,87.07,3.06,100,10198
2017년 1월 2주,2,강남구,3.48,100,100,5.1,100,100,5.73,5.25,4.95,100,41.35,25.76,100,93.16,100,0.63,0.15,-0.15,100,87.21,100,100,51.28,62.88,0.21,55.7,71.38,2.93,100,9413
2017년 1월 3주,3,강남구,3.36,100,100,4.94,100,100,5.05,4.17,5.14,74.65,9.42,48.55,98.23,81.77,96.36,0.11,-0.77,0.2,94.7,58.98,89.08,91.55,37.33,58.1,-0.15,44.21,62.33,2.72,98.57,8895
2017년 1월 4주,4,강남구,3.37,100,100,5.08,99.41,99.85,6.24,4.73,5.21,100,28.57,43.53,98.68,80.52,97.27,1.16,-0.35,0.13,100,76.79,100,93.66,35.14,54.46,0.31,57.37,61.09,2.92,98.93,10437
2017년 1월 5주,5,강남구,3.06,100,100,5.32,100,99.85,6.4,5.1,4.65,100,16.88,0,98.68,78.23,93.05,1.08,-0.22,-0.67,100,89.95,83.12,93.66,24.06,29.46,0.06,38.96,49.06,2.81,98.93,10277
2017년 2월 1주,6,강남구,3.38,100,100,4.92,100,99.85,5.93,5.06,4.76,100,36.81,5.94,98.68,78.28,89.55,1.01,0.14,-0.16,100,87.39,86,93.66,22.92,24.5,0.33,47.58,47.03,2.88,98.93,9190
2017년 2월 2주,7,강남구,3.61,100,100,5.06,100,99.85,6.02,5.79,5.8,100,82.91,100,100,88.53,92.28,0.96,0.73,0.74,100,100,100,100,41.29,37.37,0.81,94.3,59.55,3.16,100,9724
2017년 2월 3주,8,강남구,3.38,100,100,4.83,100,100,5.05,4.74,5.02,65.38,48.03,63.27,98.9,87.94,90.77,0.22,-0.09,0.19,95.59,74.41,93.97,91.34,46.16,42.3,0.11,58.89,59.93,2.77,100,10152
2017년 2월 4주,9,강남구,3.17,100,100,4.64,94.83,98.71,4.96,5.04,5.05,71.15,50,94.68,95.78,84.24,93.58,0.32,0.4,0.41,87.54,75.15,94.35,84.13,54.44,65.97,0.38,71.94,68.18,2.73,99.35,9237
2017년 3월 1주,10,강남구,3.23,100,100,4.53,96.14,97.74,4.84,4.02,4.25,91.49,0,2.27,95.78,79.54,92.36,0.31,-0.51,-0.28,100,68.6,81.11,82,45.24,65.05,-0.16,31.25,64.1,2.53,99.35,9275
2017년 3월 2주,11,강남구,3.11,100,100,4.59,98.7,97.42,5.11,4.48,4.46,76.55,18.28,29.57,93.97,73.02,88.28,0.52,-0.11,-0.13,92.74,73.93,83.68,76.14,29.08,47.45,0.09,41.47,50.89,2.6,97.9,9184
2017년 3월 3주,12,강남구,3.27,100,100,4.89,100,97.42,5.52,4.87,5.02,92.13,35.39,39.1,95.07,76.28,88.1,0.63,-0.02,0.13,100,87.43,93.27,82.83,25.92,41.4,0.25,55.54,50.05,2.8,97.9,8881
2017년 3월 4주,13,강남구,3.23,100,100,4.61,100,98.71,5.81,4.35,4.59,100,31.2,19.4,98.19,75.74,88.73,1.2,-0.26,-0.02,100,72.99,96.84,90.04,21.22,22.58,0.31,50.2,44.62,2.72,98.54,9104
2017년 4월 1주,14,강남구,3.16,100,100,4.47,98.88,99.4,5.44,4.04,4.57,100,7.69,37.66,98.19,75.39,90.84,0.97,-0.43,0.1,100,67.22,89.55,92.17,23.14,31.43,0.21,48.45,48.92,2.61,98.54,8563
2017년 4월 2주,15,강남구,3.04,100,100,3.97,100,99.72,4.45,4.19,3.04,89.92,47.89,0,100,77.29,85.56,0.48,0.22,-0.93,100,81.52,62.58,95.51,30.54,24.04,-0.08,45.94,50.03,2.31,100,8980
2017년 4월 3주,16,강남구,3.14,100,100,4.47,96.1,98.74,5.14,4.05,4.71,100,16.54,86.76,100,71.13,86.98,0.67,-0.42,0.24,100,62.79,98.95,97.48,25.83,35.95,0.16,67.77,53.09,2.59,100,8977
2017년 4월 4주,17,강남구,3.18,100,100,4.76,100,98.74,6.39,4.92,5.27,100,34.43,62.94,100,73.84,86.46,1.63,0.16,0.51,100,83.82,94.78,97.48,26.64,46.84,0.77,65.79,56.99,2.9,100,8703
2017년 5월 1주,18,강남구,2.71,100,100,4.6,100,99.02,5.05,5.21,4.94,75.65,71.63,75.56,100,82.03,89.08,0.45,0.61,0.34,100,100,100,91.39,42.62,56.31,0.47,74.28,63.45,2.59,100,9558
2017년 5월 2주,19,강남구,2.94,100,100,4.26,90.95,96.76,5.25,3.81,4.21,100,22.44,41.67,100,78.56,96.12,0.99,-0.45,-0.05,100,67.62,90.73,93.91,36.26,66.73,0.16,54.7,65.64,2.45,99.89,8870
2017년 5월 3주,20,강남구,2.95,100,100,4.18,90.04,95.25,5.38,3.87,4.14,100,18.06,30.12,100,77.13,93.17,1.2,-0.31,-0.04,100,57.08,87.16,93.91,36.64,52.57,0.28,49.39,61.04,2.47,99.89,8964
2017년 5월 4주,21,강남구,3.12,100,100,4.19,88.2,92.3,4.75,4.44,4.56,95.29,44.63,78.92,99.74,73.68,90.32,0.56,0.25,0.37,98.96,70,83.39,92.73,39.19,56.57,0.39,72.94,62.83,2.57,99.43,8359
2017년 5월 5주,22,강남구,3.13,100,100,4.3,95.55,91.18,4.99,3.34,3.57,100,0,0,99.74,62.16,83.39,0.69,-0.96,-0.73,100,53.96,72.27,98.82,21.28,37.68,-0.33,33.33,52.59,2.37,98.41,8758
2017년 6월 1주,23,강남구,3.03,100,100,4.15,82.6,89.1,4.79,4.47,4.38,93.28,36.59,74.14,95.6,61.02,81.83,0.64,0.32,0.23,83.45,63.05,84.5,97.14,24.82,45.79,0.4,68,55.92,2.53,95.98,8891
2017년 6월 2주,24,강남구,3.12,100,100,4.15,86.55,88.22,4.64,4.04,4.77,100,31.17,91.45,92.57,61.37,82.7,0.49,-0.11,0.62,87.88,58.47,90.63,97.14,28.1,61.13,0.33,74.21,62.12,2.53,94.2,9459
2017년 6월 3주,25,강남구,3.45,100,100,3.79,73.68,84.6,5.41,3.45,3.57,100,22.78,20.12,91.44,56.88,76.08,1.62,-0.34,-0.22,94.42,52.04,56.94,98.32,22.64,46.43,0.35,47.63,55.79,2.53,91.87,8613
2017년 6월 4주,26,강남구,3.29,100,100,3.81,76.57,79.85,4.51,3.57,3.9,96.95,7.25,54,86.18,57.08,75.68,0.7,-0.24,0.09,78.98,54.75,70.65,97.56,24.45,59.93,0.18,52.73,60.64,2.43,89.81,8428
2017년 7월 1주,27,강남구,3.21,100,100,4.55,90.08,81.72,5.5,3.93,4.75,100,3.32,57.34,90.23,53.72,74.82,0.95,-0.62,0.2,99.64,49.62,81.06,99.24,16.13,55.73,0.18,53.56,57.03,2.65,89.74,7874
2017년 7월 2주,28,강남구,3.46,100,100,4.31,82.47,80.7,4.81,3.56,3.77,49.68,11.96,0,86.76,51.6,68.67,0.5,-0.75,-0.54,74,50,66.02,86.66,11.33,32.86,-0.26,20.55,43.62,2.5,87.81,8560
2017년 7월 3주,29,강남구,3.37,100,100,4.38,87.53,84.16,4.83,3.57,4.46,78.57,0,45.78,83.52,52.89,75.08,0.45,-0.81,0.08,81.45,57.21,82.59,81.3,5.63,39.28,-0.09,41.45,42.07,2.55,88.85,8876
2017년 7월 4주,30,강남구,3.42,100,100,4.59,95.78,88.97,4.81,4.47,4.41,87.5,26.17,11.36,88.77,54.41,77.87,0.22,-0.12,-0.18,100,60.82,81.82,78.94,10.36,28.62,-0.03,41.68,39.31,2.66,91.35,8440
2017년 7월 5주,31,강남구,3.31,100,100,4.08,79.45,86.31,4.64,3.84,3.76,100,24.29,13.64,85.92,56.21,72.92,0.56,-0.24,-0.32,88.21,56.8,61.24,78.94,15.61,17.69,0,45.98,37.42,2.46,90.74,8366
2017년 8월 1주,32,강남구,3.46,100,100,4.48,92.92,88.92,4.41,4.97,3.85,42.86,69.86,0,85.2,64.95,73.46,-0.07,0.49,-0.63,71.15,84.96,68.21,77.23,30.08,17.69,-0.07,37.57,41.67,2.62,93.32,8325
2017년 8월 2주,33,강남구,3.15,100,100,3.84,70.61,84.69,4.5,3.99,3.44,100,60.39,0,85.85,66.3,66.05,0.66,0.15,-0.4,84.05,62.64,52.92,82.59,45.18,6.25,0.14,53.46,44.67,2.38,90.89,8548
2017년 8월 3주,34,강남구,3.13,100,100,4.6,93.27,84.06,5.42,4.83,4.36,100,47.26,0,85.45,69.94,65.48,0.82,0.23,-0.24,98.37,75.35,79.56,85.71,50.45,3.41,0.27,49.09,46.53,2.67,91.21,9021
2017년 8월 4주,35,강남구,3.12,100,100,4.14,80.23,84.26,4.77,3.89,4.18,100,22.13,51.91,85.27,72.32,68.13,0.63,-0.25,0.04,87.52,66.32,71.82,85.71,49.91,12.98,0.14,58.01,49.53,2.47,92.54,9068
2017년 9월 1주,36,강남구,2.91,100,100,3.65,69.69,78.45,5.05,3.05,3.66,100,5.1,33.33,88.29,62.84,67.1,1.4,-0.6,0.01,83.2,47.07,64.1,100,33.72,21.31,0.27,46.15,51.68,2.28,88.55,10195
2017년 9월 2주,37,강남구,2.91,100,100,4.24,92.32,83.88,4.91,3.74,4.29,100,25,34.34,91.58,62.26,75.97,0.67,-0.5,0.05,97.22,60.29,88.41,100,24.87,29.89,0.07,53.11,51.59,2.41,90.95,8534
2017년 9월 3주,38,강남구,2.98,100,100,4.14,84.89,81.78,4.45,3.48,4.04,51.39,0,34.97,85.89,56.16,73.8,0.31,-0.66,-0.1,75.6,50.96,70.88,87.85,13.06,38.64,-0.15,28.78,46.51,2.32,86.93,8911
2017년 9월 4주,39,강남구,2.96,100,100,4.23,89.03,83.98,4.81,4.35,4.43,100,22.67,60.87,89.01,54.35,77.91,0.58,0.12,0.2,100,59.1,88.25,87.85,13.19,40.88,0.3,61.18,47.31,2.5,87.35,9283
2017년 10월 1주,40,강남구,2.5,86.67,96.67,3.89,80.38,86.66,4.92,3.52,3.07,100,32.05,0,92.18,54.68,76.7,1.03,-0.37,-0.82,95.91,48.35,59.27,87.85,19.93,32.54,-0.05,44.02,46.77,2.11,86.06,10143
2017년 10월 2주,41,강남구,2.78,100,96.67,3.43,68.9,80.8,4.14,3.51,3.68,81.63,44.1,65.55,85.3,53.49,72.27,0.71,0.08,0.25,69.7,55.54,70.66,83.25,24.71,40.35,0.35,63.76,49.44,2.19,82.36,8837
2017년 10월 3주,42,강남구,2.82,100,96.67,3.91,72.71,77.76,5.14,4.03,3.13,100,44.29,0,86.46,54.94,66.66,1.23,0.12,-0.78,80.22,56.76,48.45,95.41,35.78,31.6,0.19,48.1,54.27,2.31,80.89,9043
2017년 10월 4주,43,강남구,2.95,100,96.67,4.21,91.89,78.47,4.86,4.02,3.39,100,28.57,7.69,85.47,57.48,59.8,0.65,-0.19,-0.82,96.05,69.27,60.83,95.41,37.25,18.31,-0.12,45.42,50.33,2.35,80.07,8531
2017년 10월 5주,44,강남구,2.9,100,100,3.96,79.72,78.31,5.42,3.88,3.76,100,21.48,0,86.49,61.43,61.65,1.46,-0.08,-0.2,100,64.13,66.67,95.41,34.61,18.31,0.39,40.49,49.44,2.42,84.43,8851
2017년 11월 1주,45,강남구,3,100,100,4.61,91.77,84.02,5.44,3.98,4.06,100,0,0,94.07,62.26,63,0.83,-0.63,-0.55,100,58.88,76.03,100,23.58,1.92,-0.12,33.33,41.84,2.5,87.89,9106
2017년 11월 2주,46,강남구,3.09,100,100,4.19,87.42,87.7,4.56,3.71,4.25,85.23,27.59,33.33,95.56,63.03,73.02,0.37,-0.48,0.06,86.2,59.84,88.54,96.31,19.41,10.25,-0.02,48.72,41.99,2.42,91.66,9127
2017년 11월 3주,47,강남구,3.11,100,100,4.02,79.32,84.56,5.1,3.18,3.9,100,0,16.45,92.76,58.27,76.21,1.08,-0.84,-0.12,84.86,50.24,73.58,96.31,12.27,12.44,0.04,38.82,40.34,2.39,91.12,8682
2017년 11월 4주,48,강남구,3.27,100,100,4.13,82.93,85.36,5.18,4.18,4.46,100,50.32,60.87,92.76,58.2,78.93,1.05,0.05,0.33,100,63.82,77.57,96.31,19.48,27.66,0.48,70.4,47.82,2.63,93.18,9173
2017년 12월 1주,49,강남구,3.09,100,100,4.39,91.21,85.22,4.37,3.44,4.77,63.38,0,50,89.69,55.31,79.98,-0.02,-0.95,0.38,87.7,47.32,80.24,87.15,19.48,40.16,-0.2,37.79,48.93,2.43,92.29,9317
2017년 12월 2주,50,강남구,3.28,100,100,4.81,97.17,87.66,6.26,3.41,4.39,100,0,0,93.14,54.25,76.23,1.45,-1.4,-0.42,100,55.63,73.53,90.84,12.58,31.83,-0.12,33.33,45.09,2.66,94.27,10855
2017년 12월 3주,51,강남구,3.33,100,100,4.86,100,92.83,5.61,4.58,5.12,93.46,11.22,38.96,96.84,57.8,79.24,0.75,-0.28,0.26,99.64,64.42,85.62,89.21,15.39,37.46,0.24,47.88,47.35,2.81,96.32,9915
2017년 12월 4주,52,강남구,3.35,100,100,4.34,90.51,94.72,4.49,3.66,4.16,59.8,0,34.88,96.84,58.39,79.23,0.15,-0.68,-0.18,100,66.18,77.53,79.16,2.81,30.96,-0.24,31.56,37.64,2.48,95.26,10440
2018년 1월 1주,53,강남구,3.55,100,100,4.49,89.74,94.36,5.13,4.05,4.35,64.41,29.62,34.29,95.36,62.4,77.24,0.64,-0.44,-0.14,81.82,63.38,72.29,79.42,10.21,27.03,0.02,42.77,38.89,2.69,96.25,9438
2018년 1월 2주,54,강남구,3.64,100,100,3.98,70.92,87.79,4.88,2.88,3.72,100,0,38.1,89.14,58.57,73.13,0.9,-1.1,-0.26,75.08,40.28,57.08,79.42,10.21,36.56,-0.15,46.03,42.06,2.49,91.57,8946
2018년 1월 3주,55,강남구,3.56,100,100,4.4,82.7,83.47,4.63,3.41,3.94,58.82,0,0,83.42,56.74,68.77,0.23,-0.99,-0.46,76.78,57.12,68.17,70.76,7.41,26.82,-0.41,19.61,34.99,2.52,89.56,9440
2018년 1월 4주,56,강남구,3.51,100,100,4.76,94.2,84.39,4.45,3,3.91,21.05,0,0,81.69,49.68,64.95,-0.31,-1.76,-0.85,93.1,37.93,62.26,61.07,7.41,18.1,-0.97,7.02,28.86,2.43,86.08,9918
2018년 1월 5주,57,강남구,3.52,100,100,4.42,83.62,82.86,4.83,3.93,4.54,66.67,0,36.36,85.83,48.39,64.1,0.41,-0.49,0.12,98.37,58.22,68.89,61.64,0,18.61,0.01,34.34,26.75,2.65,86.07,9564
2018년 2월 1주,58,강남구,3.48,100,100,4.18,83.13,85.91,4.35,3.55,3.71,64.71,0,0,86.87,52.19,66.38,0.17,-0.63,-0.47,79.23,55.47,66.19,52.81,0,9.09,-0.31,21.57,20.64,2.45,87.69,9690
2018년 2월 2주,59,강남구,3.33,100,100,4.28,89.05,87.5,4.9,3.77,3.94,80.95,21.26,27.41,88.84,52.06,66.01,0.62,-0.51,-0.34,84.67,56.61,66.72,58.34,5.32,15.94,-0.08,43.21,26.54,2.51,87.78,10240
2018년 2월 3주,60,강남구,3.52,100,100,4.4,88.19,86,5.12,3.17,3.76,100,0,0,90.28,55.3,66.31,0.72,-1.23,-0.64,98.84,50.88,63.44,78.08,5.32,15.94,-0.38,33.33,33.11,2.51,90.1,9555
2018년 2월 4주,61,강남구,3.2,100,100,4.16,79.65,85.01,4.79,3.33,4.56,100,0,88.89,87.04,51.95,69.15,0.63,-0.83,0.4,85.43,44.85,80.25,86.42,5.32,29.07,0.07,62.96,40.27,2.48,87.73,9515
2018년 3월 1주,62,강남구,3.41,100,100,4,75.43,83.08,4.24,3.12,3.97,72.31,3.4,44,88.07,51.22,69.21,0.24,-0.88,-0.03,83.33,52.54,66.44,88.32,6.17,40.07,-0.22,39.9,44.85,2.4,87.98,9209
2018년 3월 2주,63,강남구,3.2,100,100,4,78.22,80.37,5.56,3.6,3.55,100,10.83,0,91.9,50.23,67.84,1.56,-0.4,-0.45,100,52.63,61.22,93.08,3.56,33.22,0.24,36.94,43.28,2.48,87.78,9516
2018년 3월 3주,64,강남구,3.26,100,100,4.18,78.45,77.94,4.76,3.23,4.48,100,0,81.37,89.01,49.16,71.94,0.58,-0.95,0.3,87.29,46.61,79.86,93.08,3.56,53.56,-0.02,60.46,50.07,2.47,87.35,9099
2018년 3월 4주,65,강남구,3.21,100,100,3.92,78.07,77.54,4.72,3.68,3.16,100,36.6,0,90.74,52.58,64.94,0.8,-0.24,-0.76,92.34,58.52,52.25,93.08,12.71,31.34,-0.07,45.53,45.71,2.35,87.98,8557
2018년 4월 1주,66,강남구,3.17,100,100,4.39,96.43,82.79,5.01,4.07,4.24,100,8.85,14.05,94.91,53.96,67.78,0.62,-0.32,-0.15,100,58.06,77.78,100,14.07,23.85,0.05,40.97,45.98,2.54,89.41,9044
2018년 4월 2주,67,강남구,3.03,100,100,4.28,84.97,84.48,4.78,3.78,5.17,100,7.01,94.34,92.48,54.2,73.98,0.5,-0.5,0.89,90.29,53.62,86.02,100,13.12,47.44,0.3,67.12,53.52,2.54,89.4,9648
2018년 4월 3주,68,강남구,2.99,100,100,3.89,80,84.87,5.2,2.44,3.33,100,0,0,95.66,51.82,67.91,1.31,-1.45,-0.56,100,37.06,55.61,100,13.12,27.1,-0.23,33.33,46.74,2.22,86.93,9047
2018년 4월 4주,69,강남구,3.2,100,100,4.21,84.58,86.5,4.21,3.65,3.97,57.5,24.77,28.68,94.01,50.47,72.26,0,-0.56,-0.24,85.74,53.13,69.65,89.38,10.16,34.27,-0.27,36.98,44.6,2.38,87.02,9241
2018년 4월 5주,70,강남구,3.01,100,100,4.3,79.48,82.26,5.3,3.44,3.77,100,8.33,5.19,94.01,47.68,67.66,1,-0.86,-0.53,100,46.9,59.37,89.38,10.03,32.05,-0.13,37.84,43.82,2.39,83.34,9291
2018년 5월 1주,71,강남구,3.06,100,100,3.46,62.8,76.72,4.18,2.26,3.21,100,0,5.38,88.39,41.27,57.64,0.72,-1.2,-0.25,67.81,27.97,45.92,89.38,8.28,9.81,-0.24,35.13,35.82,2.09,77.15,8969
2018년 5월 2주,72,강남구,3.08,100,100,3.72,70.38,74.31,4.56,2.17,3.39,100,0,0,84.72,38.47,56.46,0.84,-1.55,-0.33,85.34,25.86,50.92,89.38,8.28,9.81,-0.35,33.33,35.82,2.15,74.61,10511
2018년 5월 3주,73,강남구,2.95,100,100,3.61,72.36,71.26,3.44,3.07,3.72,21.13,15.18,51.02,80.18,37.87,55.74,-0.17,-0.54,0.11,67.58,50.74,66.73,80.28,5.88,15.4,-0.2,29.11,33.85,2.12,72.85,9210
2018년 5월 4주,74,강남구,3.2,100,100,3.58,65.92,67.87,4.55,2.87,3.02,100,0,0,74.93,36.45,52.67,0.97,-0.71,-0.56,78.99,41.24,47.09,80.28,3.8,14.1,-0.1,33.33,32.73,2.23,71.79,8867
2018년 6월 1주,75,강남구,2.98,100,100,3.91,79.1,71.94,4.65,2.81,3.05,100,0,0,79.9,41.61,55.04,0.74,-1.1,-0.86,87.67,48.59,55.41,80.28,3.8,12.75,-0.41,33.33,32.28,2.16,75.54,8457
2018년 6월 2주,76,강남구,3.01,100,100,3.84,77.35,73.68,4.66,3.05,3.49,100,0,15.54,80.02,47.32,57.15,0.82,-0.79,-0.35,85.85,48.71,59.38,80.28,3.8,16.64,-0.11,38.51,33.57,2.25,77.92,9436
2018년 6월 3주,77,강남구,3.31,100,100,4.03,83.82,76.55,4.32,3,4.16,60.26,0,49.44,82.02,47.05,61.88,0.29,-1.03,0.13,75.57,49.66,85.65,90.06,0,16.24,-0.2,36.56,35.43,2.38,80.32,8830
2018년 6월 4주,78,강남구,3.56,100,100,4.06,80.85,80.28,5.6,4.33,4.4,100,60.13,90.22,87.27,55.07,70.32,1.54,0.27,0.34,100,73.33,80.85,90.06,15.03,38.8,0.72,83.45,47.96,2.78,86.44,8386
2018년 7월 1주,79,강남구,3.39,100,100,3.95,83.12,81.29,4.9,3.47,3.78,100,2.53,6.8,88.11,57.78,76,0.95,-0.48,-0.17,91.04,59.41,78.12,90.06,15.66,40.5,0.1,36.44,48.74,2.48,90.54,9862
2018년 7월 2주,80,강남구,3.44,100,100,4.02,83.37,82.79,4.76,3.94,3.78,100,36.99,9.52,89.98,62.5,77.66,0.74,-0.08,-0.24,93.32,67.59,66.02,90.06,24.91,38.99,0.14,48.84,51.32,2.53,94.51,8777
2018년 7월 3주,81,강남구,3.52,100,100,4.57,100,86.84,4.47,3.42,4.16,30,0,0,93.28,64.7,80.15,-0.1,-1.15,-0.41,88.78,58.46,95.6,82.5,24.91,26.63,-0.55,10,44.68,2.51,97.44,8189
2018년 7월 4주,82,강남구,3.79,100,100,4.63,98.92,91.35,5.1,3.36,3.92,96.99,0,0,92.85,59.78,76.88,0.47,-1.27,-0.71,98.27,53.67,67.77,81.75,9.88,4.08,-0.5,32.33,31.9,2.64,97.18,8984
2018년 7월 5주,83,강남구,3.7,100,100,4.69,96.46,94.69,4.72,4.43,5.12,34.96,17.68,100,91.97,63.09,81.96,0.03,-0.26,0.43,87.5,72.65,98.46,65.49,13.67,27.38,0.07,50.88,35.51,2.82,98.42,8490
2018년 8월 1주,84,강남구,3.71,100,100,4.17,86.79,95.54,5.08,4.08,4.2,100,35.76,45.03,93.64,63.87,84.01,0.91,-0.09,0.03,100,70.71,74.2,65.49,13.36,36.26,0.28,60.26,38.37,2.72,99.74,8391
2018년 8월 2주,85,강남구,3.61,100,100,4.17,87,92.29,4.47,3.69,3.87,46.88,5.66,21.68,90.25,63.81,77.35,0.3,-0.48,-0.3,75.25,58.21,68.98,69.71,14.78,41.68,-0.16,24.74,42.05,2.54,97.28,8810
2018년 8월 3주,86,강남구,3.65,100,100,4.23,92.87,90.78,5.2,3.67,3.59,82.11,0,0,87.48,66.57,78.31,0.97,-0.56,-0.64,87.16,64.72,71.6,65.99,14.78,41.68,-0.08,27.37,40.81,2.6,96.92,8409
2018년 8월 4주,87,강남구,3.69,100,100,3.67,76.42,85.77,3.73,2.96,2.94,53.91,0,0,82.71,61.73,67.48,0.06,-0.71,-0.73,68.45,53.26,55.15,70.73,10.36,16.68,-0.46,17.97,32.59,2.3,93.33,8619
2018년 9월 1주,88,강남구,3.37,100,100,3.78,76.8,83.27,4.68,3,3.31,100,0,0,81.93,57.14,63.08,0.9,-0.78,-0.47,96.87,52.37,56.6,70.73,1.42,5.42,-0.12,33.33,25.85,2.34,90.2,8502
2018년 9월 2주,89,강남구,3.41,100,100,3.58,69.07,78.79,3.75,2.89,3.1,48.57,5.62,0,79.55,53.17,59.82,0.17,-0.69,-0.48,65.73,42.31,55.92,71.15,1.41,0,-0.33,18.06,24.18,2.22,87.05,9268
2018년 9월 3주,90,강남구,3.47,100,100,4.05,86.08,77.09,4.77,3.04,4.69,100,0,100,81.05,49.85,63.88,0.72,-1.01,0.64,93.16,51.44,87.83,75.62,1.41,25,0.12,66.67,34.01,2.55,87.4,9225
2018년 9월 4주,91,강남구,3.04,100,100,3.74,77.13,77.27,4.01,3.23,3.76,89.92,16.89,72.03,84.46,51.02,68.34,0.27,-0.51,0.02,82.1,57.94,73.01,84.62,5.63,43.01,-0.07,59.61,44.42,2.24,87.3,9755
2018년 10월 1주,92,강남구,3.07,100,100,3.42,70.59,75.72,4.25,2.93,3.78,100,11.33,59.59,81.05,48.98,70.48,0.83,-0.49,0.36,83.23,44.22,65.15,84.62,8.46,57.9,0.23,56.97,50.33,2.24,85.08,9263
2018년 10월 2주,93,강남구,3.46,100,100,3.64,67.86,75.42,4.07,3.22,3.3,100,15.91,0,82.31,51.65,70.24,0.43,-0.42,-0.34,70.75,53,54.97,97.48,11.03,57.9,-0.11,38.64,55.47,2.33,86.18,8988
2018년 10월 3주,94,강남구,3.49,100,100,3.83,75.6,72.8,3.9,2.71,3.72,51.35,0,24.39,76.16,50.28,63.31,0.07,-1.12,-0.11,68.56,45.96,60.1,85.32,11.03,39,-0.39,25.25,45.12,2.31,82.1,8599
2018년 10월 4주,95,강남구,3.54,100,100,3.81,83.86,74.48,4.11,3.32,3.58,100,0,20.42,79.23,52.17,64.26,0.3,-0.49,-0.23,94.39,65.48,76.82,87.84,6.81,26.1,-0.14,40.14,40.25,2.4,85.8,8893
2018년 10월 5주,96,강남구,3.53,100,100,3.9,78.82,76.54,4.07,2.96,4.06,49.17,0,68.29,74.5,53.51,66.47,0.17,-0.94,0.16,64.3,49.58,73.99,75.13,3.98,28.27,-0.2,39.15,35.8,2.41,87.44,10687
2018년 11월 1주,97,강남구,3.5,100,100,3.86,72.99,77.82,4.59,3.25,3.52,91.95,3.06,0,75.44,52.53,68.2,0.73,-0.61,-0.34,74.5,49.08,61.88,73.12,0.77,28.27,-0.07,31.67,34.05,2.43,88.22,9469
2018년 11월 2주,98,강남구,3.53,100,100,4.05,84.78,80.11,4.54,3.31,3.96,100,0,25.74,80.27,53.95,70.49,0.49,-0.74,-0.09,87.89,51.67,69.27,85.28,0.77,28.61,-0.11,41.91,38.22,2.49,90.16,9204
2018년 11월 3주,99,강남구,3.64,100,100,3.89,79.59,79.05,4.35,3.37,3.33,77.59,0,0,76.06,53.91,65.68,0.46,-0.52,-0.56,77.56,65.31,57.57,79.68,0.77,23.51,-0.21,25.86,34.65,2.44,88.65,8745
2018년 11월 4주,100,강남구,3.56,100,100,3.98,78.33,78.92,4.48,3.93,3.54,100,51.49,0,80.34,58.79,61.62,0.5,-0.05,-0.44,81.42,69.09,57.77,92.38,13.64,6.43,0,50.5,37.49,2.51,89.79,9182
2018년 12월 1주,101,강남구,3.62,100,100,4.4,90.06,83.19,4.86,3.71,4.42,100,10.69,29.27,85.35,62.99,67.52,0.46,-0.69,0.02,94.54,65.89,85.47,94.4,15.55,13.75,-0.07,46.65,41.23,2.65,93.52,9788
2018년 12월 2주,102,강남구,3.53,100,100,4.29,87.27,83.81,5.18,3.01,4.49,100,0,62.64,88.04,62.87,71.33,0.89,-1.28,0.2,98.66,51.2,84.5,94.4,15.55,22.98,-0.06,54.21,44.31,2.59,94.58,9702
2018년 12월 3주,103,강남구,3.65,100,100,4.4,85.29,85.24,4.49,3.64,4.54,41.86,0,28.86,87.37,59.53,74.78,0.09,-0.76,0.14,74.87,51.95,71.36,85.46,15.55,30.19,-0.18,23.57,43.73,2.62,92.64,9565
2018년 12월 4주,104,강남구,3.56,100,100,4.1,85.12,86.94,4.84,2.95,3.6,100,0,0,92.02,52.86,77.63,0.74,-1.15,-0.5,100,42.4,69.17,85.46,2.67,30.19,-0.3,33.33,39.44,2.45,92.61,11152
2018년 12월 5주,105,강남구,3.49,100,100,4.42,88.8,86.62,4.61,3.06,4.48,67.26,0,50,91.83,47.21,77.47,0.19,-1.36,0.06,93.81,43.29,84.85,77.28,0,35.37,-0.37,39.09,37.55,2.51,90.49,9988
