DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2019년 1월 1주,106,강남구,3.85,100,100,3.97,75.96,83.79,4.63,3.38,3.55,100,5.45,0,88.77,47,70.05,0.66,-0.59,-0.42,86.39,50.37,54.83,77.28,1.36,19.71,-0.12,35.15,32.79,2.57,88.68,8900
2019년 1월 2주,107,강남구,3.84,100,100,3.91,79.79,82.42,3.7,2.8,2.91,12.86,0,0,88.44,44.72,65.97,-0.21,-1.11,-1,73.55,42.81,55.01,70.03,1.36,12.5,-0.77,4.29,27.97,2.33,88.82,9477
2019년 1월 3주,108,강남구,3.84,100,100,4.09,83.99,82.14,4.98,3.99,3.63,100,32.72,0,88.18,50.13,66.99,0.89,-0.1,-0.46,98.99,64.03,73.28,70.03,9.54,12.5,0.11,44.24,30.69,2.68,91.26,9514
2019년 1월 4주,109,강남구,3.85,100,100,4.33,84.28,81.01,4.97,3.5,3.61,100,0,0,88.13,53.96,60.31,0.64,-0.83,-0.72,93.6,58.63,58.13,78.22,9.54,0,-0.3,33.33,29.25,2.63,91.89,10118
2019년 2월 1주,110,강남구,3.38,100,100,3.94,79.72,81.95,4.6,3.54,3.58,100,0,0,88.78,55.95,62.76,0.66,-0.4,-0.36,88.97,58.32,64.62,78.22,8.18,0,-0.03,33.33,28.8,2.43,92.2,9820
2019년 2월 2주,111,강남구,3.93,100,100,3.85,74.71,80.68,4.46,3.18,3.63,100,0,15.31,90.22,57.65,64.71,0.61,-0.67,-0.22,79.32,49.61,62.81,100,8.18,3.83,-0.09,38.44,37.34,2.56,92.58,9881
2019년 2월 3주,112,강남구,3.6,100,100,4.23,87.97,81.67,4.77,3.63,3.87,81.03,0,7.08,86.88,58.14,63.99,0.54,-0.6,-0.36,85.64,66,70.38,95.26,0,5.6,-0.14,29.37,33.62,2.56,91.41,9382
2019년 2월 4주,113,강남구,3.6,100,100,3.79,80.51,80.73,4.59,2.92,3.28,100,0,0,86.34,56.72,64.97,0.8,-0.87,-0.51,91.42,52.94,62.07,95.26,0,5.6,-0.19,33.33,33.62,2.4,90.81,9723
2019년 3월 1주,114,강남구,3.61,100,100,3.74,80.61,80.95,4.38,2.45,3.42,100,0,0,85.95,52.54,65.61,0.64,-1.29,-0.32,87.43,41.61,67.19,95.26,0,5.6,-0.32,33.33,33.62,2.34,90.82,9111
2019년 3월 2주,115,강남구,3.76,100,100,3.84,81.8,82.72,4.6,3.13,3.13,100,0,0,87.34,54.65,65.42,0.76,-0.71,-0.71,84.89,58.05,62.02,95.26,0,1.77,-0.22,33.33,32.34,2.46,92.9,9831
2019년 3월 3주,116,강남구,3.53,100,100,3.89,81.78,81.18,4.24,3.67,2.94,98.28,17.27,0,87.37,54.26,62.7,0.35,-0.22,-0.95,85.74,64.42,59.51,99.57,4.32,0,-0.27,38.51,34.63,2.38,92.82,8866
2019년 3월 4주,117,강남구,3.54,100,100,3.9,84.31,82.13,4.24,3.36,3.46,100,0,0,86.82,55.76,63.59,0.34,-0.54,-0.44,89.24,58.94,65.65,99.57,4.32,0,-0.21,33.33,34.63,2.41,93.56,9219
2019년 4월 1주,118,강남구,3.64,100,100,3.44,72.61,80.13,4.04,2.57,2.6,100,0,0,84.58,55.03,58.32,0.6,-0.87,-0.84,78.45,38.72,46.09,99.57,4.32,0,-0.37,33.33,34.63,2.24,91.71,9054
2019년 4월 2주,119,강남구,3.45,100,100,3.54,77.18,78.97,4.25,3.25,2.51,100,11.4,0,86.68,54.07,53.81,0.71,-0.29,-1.03,93.3,54.19,44,99.57,7.17,0,-0.2,37.13,35.58,2.26,89.58,9598
2019년 4월 3주,120,강남구,3.39,100,100,3.84,84.26,79.59,4.28,4.09,4.02,92.86,57.14,69.57,86.34,57.3,58.71,0.44,0.25,0.18,84.37,77.33,79.09,98.22,17.14,17.39,0.29,73.19,44.25,2.51,91,9094
2019년 4월 4주,121,강남구,3.43,100,100,3.83,78.93,78.24,4.87,3.73,3.65,100,46.43,16.33,89.03,60.99,58.92,1.04,-0.1,-0.18,100,73.72,66.48,98.22,28.74,21.47,0.25,54.25,49.48,2.5,92.33,9249
2019년 4월 5주,122,강남구,3.32,100,100,3.76,82.12,80.62,4.69,3.41,4.01,100,12.5,55.91,94.42,66.6,66.54,0.93,-0.35,0.25,100,61.16,76.58,98.22,31.87,35.45,0.28,56.14,55.18,2.45,96.77,9512
2019년 5월 1주,123,강남구,3.4,100,100,3.79,97.16,85.62,4.6,3.22,3.15,100,0,0,95.93,72.27,75.94,0.81,-0.57,-0.64,99.34,76.85,81.61,98.22,29.02,35.45,-0.13,33.33,54.23,2.35,99.75,9288
2019년 5월 2주,124,강남구,3.4,100,100,3.86,88.4,86.65,4.12,3.9,3.85,57.14,48.68,37.5,94.96,74.97,76.01,0.26,0.04,-0.01,80.48,88.15,79.38,89.28,26.9,27.43,0.1,47.78,47.88,2.45,99.75,9126
2019년 5월 3주,125,강남구,3.47,100,100,3.63,79.6,86.82,4.44,3.22,3.47,100,0,12.22,94.34,72.32,76.16,0.81,-0.41,-0.16,97.55,63.1,67.05,89.28,15.3,26.41,0.08,37.41,43.67,2.39,99.61,8896
2019년 5월 4주,126,강남구,3.63,100,100,3.6,81.28,86.61,4.4,3.01,3.7,100,0.82,51.3,92.04,69.05,75.15,0.8,-0.59,0.1,90.79,48.08,72.56,89.28,12.38,25.25,0.1,50.71,42.31,2.44,98.45,8857
2019년 6월 1주,127,강남구,3.4,100,100,3.71,86.4,83.92,4.04,2.48,3.35,83.59,0,13.37,88.1,61.18,69.52,0.33,-1.23,-0.36,83.58,45.37,59.08,85.18,12.38,28.6,-0.42,32.32,42.06,2.23,94.98,9284
2019년 6월 2주,128,강남구,3.43,100,100,4.08,100,86.82,4.92,3.43,3.33,100,0,0,92.98,55.66,66.63,0.84,-0.65,-0.75,100,66.09,67.82,95.9,0.21,19.22,-0.19,33.33,38.44,2.44,94.7,8995
2019년 6월 3주,129,강남구,3.64,100,100,4,85.16,88.21,4.3,3.76,3.81,57.35,16.74,17.39,87.84,54.56,64.75,0.3,-0.24,-0.19,76.99,58.71,59.53,85.24,4.39,20.51,-0.04,30.49,36.71,2.53,91.62,8853
2019년 6월 4주,130,강남구,3.71,100,100,3.76,76.07,86.91,4.1,2.77,3.5,89.33,0,1.54,85.31,53.71,61.23,0.34,-0.99,-0.26,80.67,44.68,58.47,82.57,4.19,8.07,-0.3,30.29,31.61,2.39,89.4,8926
2019년 7월 1주,131,강남구,3.83,100,100,3.76,80.74,85.49,4.27,3.28,3.81,100,0,30.25,85.26,56.18,63.71,0.51,-0.48,0.05,83.4,55.25,69.02,86.67,4.19,12.29,0.03,43.42,34.38,2.54,91.79,8680
2019년 7월 2주,132,강남구,3.92,100,100,3.94,89.04,82.75,4.41,3.48,3.63,100,7.51,12.07,83.65,54.33,61.45,0.47,-0.46,-0.31,93.55,58.68,58.76,86.67,6.06,15.31,-0.1,39.86,36.02,2.59,90.92,8704
2019년 7월 3주,133,강남구,3.85,100,100,4.3,97.7,85.89,4.41,3.77,3.8,63.64,0,0,88.05,55.82,65.63,0.11,-0.53,-0.5,94.58,64.66,76.26,88.24,1.88,10.96,-0.31,21.21,33.7,2.61,94.15,8452
2019년 7월 4주,134,강남구,4.02,100,100,4.31,99.53,91.75,4.65,4.5,4.56,78.46,61.86,60.53,92.88,67.51,73.67,0.34,0.19,0.25,100,91.43,90.64,85.52,17.34,25.71,0.26,66.95,42.86,2.86,97.77,9275
2019년 7월 5주,135,강남구,3.91,100,100,4.15,96.24,95.63,4.9,4.07,4.25,97.64,20,43.32,96.08,70.42,75.83,0.75,-0.08,0.1,96.2,66.89,77.66,84.94,22.34,28.98,0.26,53.65,45.42,2.77,98.85,8718
2019년 8월 1주,136,강남구,3.83,100,100,4.02,91.69,96.29,4.46,3.76,3.55,100,18.82,0,97.69,72.4,78.56,0.44,-0.26,-0.47,100,66.61,69.69,84.94,25.17,25.96,-0.1,39.61,45.36,2.58,100,8595
2019년 8월 2주,137,강남구,3.79,100,100,3.96,97.25,96.18,4.92,4.17,4.2,100,65.38,73.33,99.05,77.08,83.36,0.96,0.21,0.24,100,83.4,95.45,94.02,41.52,44.29,0.47,79.57,59.95,2.74,100,9330
2019년 8월 3주,138,강남구,3.63,100,100,3.92,93.7,94.72,4.72,3.73,3.73,100,18.98,22.67,98.27,72.51,81.07,0.8,-0.19,-0.19,96.9,73.14,81.46,99.41,30.8,34.83,0.14,47.21,55.01,2.56,100,9232
2019년 8월 4주,139,강남구,3.78,100,100,4.18,99.03,95.42,4.37,4,3.76,84.48,5.77,0,98.83,79.41,79.17,0.19,-0.18,-0.42,98.42,94.5,70.09,96.12,27.24,24,-0.14,30.08,49.12,2.61,100,9151
2019년 9월 1주,140,강남구,3.83,100,100,3.84,92.07,95.51,4.42,3.06,3.67,100,0,22.78,97.69,78.83,81.65,0.58,-0.78,-0.17,95.44,64.27,79.61,96.12,22.53,29.69,-0.12,40.93,49.45,2.52,100,9144
2019년 9월 2주,141,강남구,3.45,100,100,4.08,95.27,95.02,4.65,4.64,4.5,84.09,76.02,63,95.65,79.34,78.07,0.57,0.56,0.42,91.83,85.45,81.13,92.14,25.19,27.11,0.52,74.37,48.15,2.68,100,10120
2019년 9월 3주,142,강남구,3.77,100,100,3.8,92.18,94.64,4.74,4.2,4.09,100,55.69,43.05,96.42,79.62,74.32,0.94,0.4,0.29,100,74.25,66.45,92.14,34.37,32.21,0.54,66.24,52.91,2.7,100,9247
2019년 9월 4주,143,강남구,3.73,100,100,3.81,86.98,91.62,4.35,3.22,3.99,100,0,61.39,96.82,72.19,76.98,0.54,-0.59,0.18,100,64.77,80.73,96.02,32.93,47.55,0.04,53.8,58.84,2.53,100,8877
2019년 9월 5주,144,강남구,3.72,100,100,3.44,85.39,89.96,3.52,2.86,3.59,53.1,0,43.9,91.92,69.62,75.55,0.08,-0.58,0.15,75.87,53.99,73.87,84.3,32.93,52.83,-0.12,32.33,56.69,2.35,98.31,9223
2019년 10월 1주,145,강남구,3.47,100,100,3.45,85.5,87.51,3.83,3.18,3.13,79.29,32.84,32.2,92.19,63.73,72.46,0.38,-0.27,-0.32,92.89,61.9,68.79,83.1,22.13,45.13,-0.07,48.11,50.12,2.28,96.93,9482
2019년 10월 2주,146,강남구,3.59,100,100,3.71,95.35,88.3,4.27,3.9,3.98,100,51.54,93.9,92.19,69.91,80.85,0.56,0.19,0.27,100,98.98,100,83.1,21.1,57.85,0.34,81.81,54.01,2.55,96.93,8800
2019년 10월 3주,147,강남구,3.73,100,100,3.79,83.86,87.52,5.19,4.09,3.22,100,58.74,2.83,92.19,72.63,79.6,1.4,0.3,-0.57,100,75.65,75.73,83.1,35.78,43.21,0.38,53.86,54.03,2.63,96.93,9293
2019년 10월 4주,148,강남구,4,100,100,3.47,77.78,85.62,4.35,3.07,3.38,100,0,29.79,94.39,73.33,76.93,0.88,-0.4,-0.09,84.68,56.79,63.18,94.82,35.78,39.68,0.13,43.26,56.76,2.53,98.35,9262
2019년 11월 1주,149,강남구,3.96,100,100,3.34,81.75,84.68,4.08,3.31,3.16,100,30.81,27.04,96.17,73.64,74.5,0.74,-0.03,-0.18,100,63.15,59.09,100,35.27,38.39,0.18,52.62,57.89,2.49,99.73,10285
2019년 11월 2주,150,강남구,3.87,100,100,3.78,89.55,83.24,3.82,3.79,3.49,63.16,47.13,0,92.2,69.95,67.38,0.04,0.01,-0.29,84.14,84.22,71.52,90.79,34.17,14.91,-0.08,36.76,46.63,2.52,99.73,10303
2019년 11월 3주,151,강남구,3.86,100,100,4.31,98.38,86.86,4.7,3.93,4.27,92.45,20.23,25.53,91.43,69.39,69.63,0.39,-0.38,-0.04,96.89,73.4,84.72,88.9,24.54,20.59,-0.01,46.07,44.68,2.72,99.73,9348
2019년 11월 4주,152,강남구,3.72,100,100,3.89,90.45,90.03,4.33,3.79,3.86,87.95,40.87,28.38,95.26,72.62,73.95,0.44,-0.1,-0.03,100,69.7,80.46,85.89,34.76,20.24,0.1,52.4,46.96,2.57,100,9254
2019년 12월 1주,153,강남구,3.8,100,100,3.7,86.26,91.16,3.76,2.93,3.38,58.54,0,1.47,91.1,68.76,75.08,0.06,-0.77,-0.32,83.37,47.7,63.64,75.53,27.06,13.84,-0.34,20,38.81,2.39,97.22,10200
2019년 12월 2주,154,강남구,3.78,100,100,3.84,85.81,90.22,4.65,3.25,3.13,100,0,0,95.06,65.03,72.36,0.81,-0.59,-0.71,100,69.31,60.63,84.74,15.27,13.84,-0.16,33.33,37.95,2.49,97.22,10147
2019년 12월 3주,155,강남구,3.92,100,100,4.04,94.52,89.26,4.01,3.42,4.01,61.54,0,33.33,92.92,62.87,72.69,-0.03,-0.62,-0.03,88.33,64.75,86.05,77.01,10.22,15.79,-0.23,31.62,34.34,2.58,97.22,10398
2019년 12월 4주,156,강남구,3.7,100,100,4.14,99.04,91.41,4.49,3.54,4.11,81.03,0,41.18,92.92,62.43,76.2,0.35,-0.6,-0.03,100,67.96,94.48,75.28,0,18.99,-0.09,40.74,31.42,2.58,97.22,11397
2017년 1월 1주,1,강동구,0.32,4.01,4.01,0.26,4.53,4.53,0.32,0.31,0.4,46.39,37.58,51.59,4.57,5.54,6.19,0.06,0.05,0.14,4.57,5.54,6.19,46.39,37.58,51.59,0.08,45.18,45.18,0.22,4.69,9453
2017년 1월 2주,2,강동구,0.38,6.34,5.18,0.23,3.56,4.04,0.31,0.15,0.09,51.75,30.29,26.26,4.82,4.02,3.8,0.08,-0.08,-0.14,5.08,2.49,1.42,49.07,33.94,38.93,-0.05,36.1,40.64,0.19,4.16,10171
2017년 1월 3주,3,강동구,0.35,5.64,5.33,0.17,2.45,3.51,0.28,0.27,0.16,74.65,35.87,33.33,4.67,3.95,3.46,0.11,0.1,-0.01,4.36,3.82,2.77,57.6,34.58,37.06,0.07,47.95,43.08,0.2,3.87,9667
2017년 1월 4주,4,강동구,0.39,7.17,5.79,0.36,6.68,4.3,0.29,0.26,0.49,34.57,41.33,43.53,4.67,4.02,4.94,-0.07,-0.1,0.13,4.65,4.22,9.4,51.84,36.27,38.68,-0.01,39.81,42.26,0.25,4.54,9083
2017년 1월 5주,5,강동구,0.33,4.55,5.92,0.16,2.09,3.69,0.1,0.29,0.1,35.96,39.61,46.56,3.8,3.91,3.76,-0.06,0.13,-0.06,1.1,5.11,1.44,49.23,36.78,37.42,0,40.71,41.14,0.16,4.13,8935
2017년 2월 1주,6,강동구,0.34,6.46,5.95,0.25,4.3,3.88,0,0.09,0.21,26.32,15.97,17.82,2.53,3.68,4.22,-0.25,-0.16,-0.04,0,1.55,3.27,42.88,33.2,35.31,-0.15,20.04,37.13,0.15,4.02,10057
2017년 2월 2주,7,강동구,0.32,3.52,5.42,0.24,4.17,4.31,0.22,0.21,0.17,46.15,44.72,23.58,2.35,3.54,4.18,-0.02,-0.03,-0.07,3.65,3.29,2.6,35.75,35.41,32.87,-0.04,38.15,34.68,0.17,3.95,9523
2017년 2월 3주,8,강동구,0.34,4.1,4.66,0.18,2.72,3.32,0.06,0.13,0.11,39.23,49.16,45.58,1.19,3,2.21,-0.12,-0.05,-0.07,0,2.04,1.51,36.92,37.37,33.38,-0.08,44.66,35.89,0.15,2.82,8560
2017년 2월 4주,9,강동구,0.36,3.44,4.38,0.23,3.72,3.73,0.18,0.13,0.25,47.44,32.27,53.19,1.54,2.13,2.83,-0.05,-0.1,0.02,2.49,1.65,3.95,39.78,35.53,35.04,-0.04,44.3,36.79,0.18,2.74,8003
2017년 3월 1주,10,강동구,0.27,3.27,3.58,0.22,3.65,3.56,0.17,0.16,0.11,53.19,27.11,15.15,2.21,2.43,2.54,-0.05,-0.06,-0.11,2.71,2.73,2.1,46.5,38.32,34.38,-0.07,31.82,39.73,0.14,2.52,8568
2017년 3월 2주,11,강동구,0.29,2.42,3.31,0.4,8.01,4.52,0.26,0.32,0.31,31.03,19.89,33.04,2.48,2.93,3.35,-0.14,-0.08,-0.09,4.72,5.28,5.82,42.72,32.11,36.74,-0.1,27.99,37.19,0.2,2.52,10847
2017년 3월 3주,12,강동구,0.3,3.57,3.17,0.21,3.51,4.72,0.14,0.1,0.16,37.01,30.34,25.56,2.94,2.87,3.58,-0.07,-0.11,-0.05,1.82,1.8,2.43,42.17,27.4,31.73,-0.08,30.97,33.77,0.14,2.48,10027
2017년 3월 4주,13,강동구,0.29,2.33,2.9,0.22,3.73,4.72,0.22,0.14,0.18,25,37.97,17.91,3.09,3.04,3.54,0,-0.08,-0.04,3.12,2.35,3.8,36.56,28.83,22.92,-0.04,26.96,29.44,0.16,2.5,9545
2017년 4월 1주,14,강동구,0.31,4.68,3.25,0.21,3.58,4.71,0.04,0.1,0.09,30.49,23.08,9.09,2.42,2.77,3.31,-0.17,-0.11,-0.12,0,1.66,1.18,30.88,27.82,21.4,-0.13,20.89,26.7,0.13,2.08,8700
2017년 4월 2주,15,강동구,0.33,4.91,3.87,0.13,2.04,3.21,0.06,0.02,0.13,43.7,30.53,50.54,1.46,1.55,2.37,-0.07,-0.11,0,0.9,0.39,2.08,34.05,30.48,25.78,-0.06,41.59,30.1,0.13,1.78,9196
2017년 4월 3주,16,강동구,0.36,6.08,4.5,0.19,3.25,3.15,0.22,0.21,0,49.61,33.08,23.53,1.98,1.92,1.77,0.03,0.02,-0.19,3.91,3.26,0,37.2,31.17,25.27,-0.05,35.41,31.21,0.17,2.02,9010
2017년 4월 4주,17,강동구,0.32,5.61,5.32,0.19,2.77,2.91,0.07,0.28,0.12,30.56,31.13,33.5,1.48,2.52,1.36,-0.12,0.09,-0.07,1.1,4.77,2.16,38.59,29.46,29.16,-0.03,31.73,32.41,0.16,2.03,8621
2017년 5월 1주,18,강동구,0.3,2.82,4.85,0.27,5.04,3.28,0.23,0.15,0.15,33.04,37.67,24.44,2.62,2.83,1.77,-0.04,-0.12,-0.12,4.55,2.88,2.84,39.23,33.1,33,-0.09,31.72,35.11,0.16,2.69,8314
2017년 5월 2주,19,강동구,0.27,1.11,3.9,0.18,3.02,3.52,0.2,0.2,0.09,59.07,45.37,33.33,3.11,3.49,1.74,0.02,0.02,-0.09,2.88,3.04,1.94,43.07,36.81,28.7,-0.02,45.92,36.2,0.14,2.52,8855
2017년 5월 3주,20,강동구,0.35,4.76,3.57,0.31,6.28,4.28,0.27,0.2,0.1,38.31,24.75,9.64,3.3,3.41,2.26,-0.04,-0.11,-0.21,4.66,2.95,2.11,40.24,34.73,25.23,-0.12,24.23,33.4,0.18,2.73,7788
2017년 5월 4주,21,강동구,0.38,6.48,3.79,0.23,3.22,4.39,0.42,0.03,0.07,75.92,26.03,46.99,5.21,2.22,1.86,0.19,-0.2,-0.16,8.75,0,0.55,51.58,33.46,28.6,-0.06,49.65,37.88,0.18,3.05,8117
2017년 5월 5주,22,강동구,0.29,2.07,3.6,0.28,6.01,4.63,0.27,0.55,0.13,36.94,46.42,42.03,5.42,3.72,1.81,-0.01,0.27,-0.15,5.41,8.89,2.63,52.56,35.64,33,0.04,41.79,40.4,0.2,3.31,7349
2017년 6월 1주,23,강동구,0.35,5.96,4.82,0.2,3.6,4.78,0.21,0.08,0.11,40.34,20.65,46.55,5.62,3.24,1.76,0.01,-0.12,-0.09,3.66,1.13,1.74,47.88,29.46,36.3,-0.07,35.85,37.88,0.16,3.55,7572
2017년 6월 2주,24,강동구,0.36,6.12,5.16,0.21,3.78,4.15,0.08,0.24,0.08,29.55,35.49,27.35,4.84,3.37,1.47,-0.13,0.03,-0.13,1.52,3.47,0.96,45.69,32.15,40.73,-0.08,30.8,39.52,0.16,3.3,8086
2017년 6월 3주,25,강동구,0.32,3.4,4.39,0.16,2.92,4.08,0.1,0.02,0.11,40.85,31.22,30.18,3.08,3.45,1.77,-0.06,-0.14,-0.05,1.75,0.3,1.75,36.92,33.45,36.53,-0.08,34.08,35.63,0.13,2.62,8493
2017년 6월 4주,26,강동구,0.41,7.99,5.87,0.23,4.24,3.64,0.2,0.07,0.09,41.22,11.4,31,2.61,1.49,1.52,-0.03,-0.16,-0.14,3.5,1.07,1.63,37.99,24.69,33.77,-0.11,27.87,32.15,0.18,2.46,8142
2017년 7월 1주,27,강동구,0.43,8.85,6.59,0.27,5.16,4.03,0.36,0.22,0.19,44.16,19.11,37.76,3.32,1.91,1.9,0.09,-0.05,-0.08,6.52,2.78,3.24,38.94,24.31,31.57,-0.01,33.68,31.61,0.23,3.29,9223
2017년 7월 2주,28,강동구,0.39,6.4,6.66,0.32,5.59,4.48,0.23,0.28,0.26,11.61,35.55,24.12,3.83,2.02,2.79,-0.09,-0.04,-0.06,3.54,3.93,4.55,34.46,24.32,30.76,-0.06,23.76,29.85,0.22,3.75,8169
2017년 7월 3주,29,강동구,0.43,7.55,7.7,0.23,4.02,4.75,0.54,0.14,0.26,72.32,31.72,39.76,5.67,2.51,3.56,0.31,-0.09,0.03,9.11,2.24,4.81,42.33,24.45,33.16,0.08,47.93,33.31,0.25,4.89,7206
2017년 7월 4주,30,강동구,0.4,7.08,7.47,0.22,3.59,4.59,0.18,0.26,0.13,69.44,30.58,21.59,5.53,3.12,3.75,-0.04,0.04,-0.09,2.94,3.54,2.41,49.38,29.24,30.81,-0.03,40.54,36.48,0.2,5,8370
2017년 7월 5주,31,강동구,0.35,5.13,6.54,0.27,4.89,4.52,0.36,0.33,0.27,48.91,36.44,34.42,5.61,3.65,4.04,0.09,0.06,0,6.84,4.88,4.4,50.57,33.57,29.97,0.05,39.92,38.04,0.22,4.78,8872
2017년 8월 1주,32,강동구,0.43,7.06,6.7,0.28,5.42,4.48,0.26,0.16,0.25,44.84,42.01,41.67,5.7,3.35,3.89,-0.02,-0.12,-0.03,3.89,2.74,3.93,58.88,35.19,34.36,-0.06,42.84,42.81,0.22,4.94,7802
2017년 8월 2주,33,강동구,0.39,6.44,6.43,0.28,4.81,4.68,0.34,0.52,0.11,60.26,64.73,15.65,4.92,4.83,3.11,0.06,0.24,-0.17,6,8.16,1.69,55.86,43.44,28.33,0.04,46.88,42.55,0.24,4.83,9690
2017년 8월 3주,34,강동구,0.35,5.12,5.94,0.26,4.69,4.95,0.2,0.23,0.14,23.48,36.29,13.48,5.09,4.84,3.14,-0.06,-0.03,-0.12,3.63,3.59,2.55,44.37,44.87,26.3,-0.07,24.42,38.52,0.18,4.68,9565
2017년 8월 4주,35,강동구,0.36,5.48,6.02,0.23,3.72,4.66,0.18,0.16,0.13,38.74,36.89,41.22,4.2,4.18,2.6,-0.05,-0.07,-0.1,3.3,2.23,2.23,41.83,44.98,28,-0.07,38.95,38.27,0.17,4.23,7939
2017년 9월 1주,36,강동구,0.4,7.04,6.02,0.15,2.12,3.83,0.02,0.23,0.07,21.13,39.8,23.66,3.31,4.38,1.93,-0.13,0.08,-0.08,0.33,3.55,1.23,35.9,44.43,23.5,-0.04,28.2,34.61,0.17,3.67,9147
2017년 9월 2주,37,강동구,0.32,3,5.16,0.23,4.39,3.73,0.23,0.07,0.18,45.53,37.14,24.24,2.86,2.55,2.33,0,-0.16,-0.05,4.17,0.81,3.31,32.22,37.53,25.65,-0.07,35.64,31.8,0.16,2.34,8743
2017년 9월 3주,38,강동구,0.33,3.28,4.7,0.13,1.86,3.02,0.18,0.14,0.23,33.33,25.87,48.95,2.63,2.05,2.7,0.05,0.01,0.1,2.73,1.62,4.04,34.68,34.93,34.52,0.05,36.05,34.71,0.17,2.04,8801
2017년 9월 4주,39,강동구,0.34,5.42,4.68,0.19,3.8,3.04,0.13,0.03,0.14,20,13.98,24.64,2.48,1.6,2.84,-0.06,-0.16,-0.05,2.7,0.41,2.79,30,29.2,30.37,-0.09,19.54,29.86,0.15,1.88,7533
2017년 10월 1주,40,강동구,0.38,8.15,4.96,0.11,1.46,2.88,0,0.1,0.06,53.09,40.72,56.2,2.4,1.05,2.83,-0.11,-0.01,-0.05,0,1.37,1.16,37.99,29.43,38.51,-0.06,50,35.31,0.14,1.93,10201
2017년 10월 2주,41,강동구,0.32,4.65,5.37,0.18,2.85,2.49,0.24,0.26,0.2,37.41,44.1,46.22,2.37,1.88,2.87,0.06,0.08,0.02,4.04,4.11,3.47,35.96,31.17,44,0.05,42.58,37.04,0.18,2.89,8172
2017년 10월 3주,42,강동구,0.37,6.13,6.09,0.12,1.87,2.49,0.11,0,0.19,48.97,35.99,45.45,2,1.47,2.59,-0.01,-0.12,0.07,1.26,0,2.94,39.87,33.7,43.13,-0.02,43.47,38.9,0.16,2.84,8265
2017년 10월 4주,43,강동구,0.37,6.52,6.36,0.25,5.04,2.8,0.22,0.06,0.24,44.72,28.57,49.23,2.41,1.5,2.89,-0.03,-0.19,-0.01,4.35,0.52,3.97,46.05,37.35,49.27,-0.08,40.84,44.22,0.18,3.23,7166
2017년 10월 5주,44,강동구,0.36,4.51,5.45,0.14,2.23,3,0.11,0.03,0.15,33.18,19.46,24.14,2.83,1.28,3.18,-0.03,-0.11,0.01,1.67,0.5,2.32,41.07,32.03,41.26,-0.04,25.59,38.12,0.15,2.81,8036
2017년 11월 1주,45,강동구,0.39,7.45,6.15,0.23,3.82,3.24,0.33,0.03,0.23,47.1,18.14,41.35,3.25,0.37,3.38,0.1,-0.2,0,5.72,0.44,4.31,43.49,25.54,40.04,-0.03,35.53,36.36,0.2,2.99,8338
2017년 11월 2주,46,강동구,0.35,3.86,5.58,0.22,4.19,3.82,0.18,0.06,0.08,38.64,39.85,11.11,3.78,0.61,3.07,-0.04,-0.16,-0.14,3.4,0.97,1.67,40.91,26.51,31.46,-0.11,29.86,32.96,0.15,3.07,7960
2017년 11월 3주,47,강동구,0.36,5.17,5.25,0.14,2.19,3.11,0.23,0,0.24,51.47,32.86,30.92,3.66,0.48,3.21,0.09,-0.14,0.1,3.83,0,4.53,42.6,27.58,26.88,0.02,38.42,32.35,0.17,3.06,9606
2017년 11월 4주,48,강동구,0.33,4.55,5.26,0.25,4.07,3.57,0.09,0.34,0.13,19.33,51.62,21.74,3.58,1.65,3.19,-0.16,0.09,-0.12,1.36,5.19,2.26,39.13,35.62,26.28,-0.06,30.9,33.68,0.17,3.55,8676
2017년 12월 1주,49,강동구,0.32,4.48,4.51,0.33,6.28,4.18,0.09,0.19,0.22,32.39,23.75,17.33,2.5,2.19,2.96,-0.24,-0.14,-0.11,1.41,2.61,3.38,35.46,37.02,20.27,-0.16,24.49,30.92,0.16,3.19,7901
2017년 12월 2주,50,강동구,0.34,5.16,4.84,0.25,4.86,4.35,0.1,0.39,0.29,23.08,57.89,31.94,2.05,3.54,3.76,-0.15,0.14,0.04,1.6,6.36,4.86,31.57,41.53,25.48,0.01,37.64,32.86,0.2,3.67,8680
2017년 12월 3주,51,강동구,0.38,6.65,5.21,0.26,4.76,4.99,0.13,0.25,0.16,35.95,20.41,15.58,1.67,4.42,3.3,-0.13,-0.01,-0.1,2.31,3.52,2.68,27.69,38.42,21.65,-0.08,23.98,29.25,0.19,3.77,9989
