상권_코드,리뷰_수,평균_별점,사장님_댓글_비율,맛있다_비율,친절_비율,분위기_비율,싸다_비율,비싸다_비율,F_유저_언급량,F_버즈_언급량,F_관람환경_매력도,F_먹거리_매력도,F_취향_매력도,F_맛_매력도,F_입소문_매력도,F_포토제닉_매력도,F_제품_단가,D_유저_언급량,D_버즈_언급량,D_관람환경_매력도,D_먹거리_매력도,D_취향_매력도,D_맛_매력도,D_입소문_매력도,D_포토제닉_매력도,D_제품_단가
1000011,701.0,4.567047075606276,0.028530670470756064,0.9895386613059681,1.2219384789405645,1.5315028584236878,0.7212733918639043,1.1285714132017206,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000012,518.0,4.474903474903475,0.03474903474903475,0.9843896900314336,0.6261306757835606,1.2105188650669754,0.8186529356153641,0.9184290135949357,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000013,1940.0,4.360051546391753,0.0015463917525773195,1.0063777758912424,1.2474449617534016,1.5255052523477974,0.8155042704783821,1.2178838945710766,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000014,2520.0,4.469444444444444,0.008333333333333333,0.9848454259990408,0.7111756329572964,0.6880495485155516,0.8608100632827366,0.8251528584689083,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000015,3522.0,4.513912549687677,0.09000567859170926,1.024544143599818,1.2975033247842025,1.189615527068684,0.8937667473158872,1.0760742312874556,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000016,8454.0,4.462502957180033,0.1214809557605867,1.023474952150417,1.2694801065710628,1.3199216846193702,1.1189791267505598,1.207060484952958,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000017,3330.0,4.158108108108108,0.002102102102102102,0.9404912308813832,0.5981242609408202,0.6019987756578864,0.9257075502727581,0.9230154256478442,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000018,1736.0,4.450748847926267,0.03917050691244239,0.9228653344044692,0.8574986488243428,0.6020053495628777,1.0052875223639042,0.5788865729038033,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000019,1091.0,4.397341888175985,0.10174152153987168,0.9831866473305093,0.525962128695293,0.5050805319288977,1.4650672503552968,0.6369479580169,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000020,646.0,4.344427244582043,0.07430340557275542,0.9848976310479618,0.7016073314299317,0.5441599720394421,0.4797083943990483,0.6785262945952358,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000021,1695.0,4.500589970501475,0.15339233038348082,0.9953273532540052,0.9591956343079253,0.9500738971283232,0.6254605024317974,0.9145630335237893,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000022,3033.0,4.502802505769865,0.11308935047807452,0.9913136311416669,1.181775532510641,1.0587701194506207,0.9464474223817687,0.9464272218912149,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000023,485.0,4.468041237113402,0.09484536082474226,1.01584956672316,0.4543957592641257,0.24486440647637195,0.6725808416316553,0.5951649801523814,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000024,129.0,4.213178294573644,0.03875968992248062,0.9971079030809354,0.6769081187809156,3.571983256645246,2.4022606417192653,2.113322679309382,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000025,2158.0,4.429332715477294,0.03568118628359592,0.9483531814528966,0.9981101176834446,0.8364876758775783,0.7709122853456438,0.6712792122878543,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000026,441.0,4.14625850340136,0.17006802721088435,0.9713686623855152,1.093753707962166,1.5188256178582038,1.3314355436381746,1.2121231854115435,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000027,895.0,4.246927374301676,0.0067039106145251395,0.9700912922991336,1.263705883042552,2.19206994141898,0.6013774508555667,1.2363250192923303,2.7457692307692296,3.2419230769230776,2.926474358974361,2.9457692307692303,3.326282051282053,-0.3154487179487181,-0.29615384615384605,0.08435897435897435,28156.391025641027,2.2926923076923065,3.345000000000001,2.8439743589743585,2.7546794871794886,3.127692307692308,-0.5010256410256411,-0.5903205128205129,-0.21730769230769229,9324.621794871795
1000028,5436.0,4.439385577630611,0.06217807211184695,0.9855667564378363,1.0074104823578793,0.7646382082296568,0.9031154724576638,0.8751770217847253,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000029,1915.0,4.434203655352481,0.11697127937336814,0.9601440605902766,0.9249983528406424,0.6127108422733573,0.4343678098631591,0.6894670611870662,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000030,197.0,4.652284263959391,0.005076142131979695,1.0376899778165538,0.8231870305986915,1.5191536933777756,0.5795461820658553,1.573791209972409,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000031,160.0,4.00625,0.0,0.9833642841043176,0.3638381138447421,0.41565732999364136,0.30581410142939325,0.9354560683413586,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000032,1331.0,4.401577761081893,0.0,0.9836501034874583,0.9153553062703398,1.1349492835717758,0.5391763771757898,0.8795315185864874,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000033,1750.0,4.267714285714286,0.03485714285714286,0.9929210673450395,0.8149973750122224,0.6840532059323926,0.9413249293521895,1.1301836580777231,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000034,640.0,4.3421875,0.0,0.9725975218695989,0.974566376369845,0.8684269215938578,0.9429268127406293,0.8769900640700238,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000035,1316.0,4.534574468085107,0.04711246200607903,1.0437323309198536,1.804182049547093,2.223577206045012,1.1154313729947474,1.571956137421215,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000036,1498.0,4.552736982643525,0.021361815754339118,1.0188893287007597,1.5461211475225738,1.6711914011569637,0.7512656163285495,1.081225209641166,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000037,28.0,4.910714285714286,0.0,1.1074384012853629,2.2275802888453597,3.5627771142312117,0.0,1.3363658119162267,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000038,1014.0,4.537475345167653,0.046351084812623275,1.0204710346857746,1.0497893169259396,0.5762282512168824,0.6916505647055311,1.2019384817234702,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000039,11775.0,4.403099787685775,0.15609341825902334,1.0017645512270346,1.1508628819120554,1.0828018428417916,0.9862234234914786,1.1190290365599995,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000040,7198.0,4.473534315087524,0.05487635454292859,1.0181007290134771,1.295161435700253,1.4525650511110304,1.0491205257890828,1.1986076245806,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000041,1191.0,4.366918555835432,0.0008396305625524769,0.9392063961145137,1.050884224706896,1.052978626540207,1.164027925955709,0.8572489339244308,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000042,646.0,4.438854489164087,0.0030959752321981426,1.027564676436321,0.7337911539725892,0.6544626690744642,1.2623905115764429,0.9433170437055718,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000043,58.0,4.379310344827586,0.0,0.930644275920522,0.9319991093559897,1.8018642876571644,6.186584120870484,1.6589368699649711,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000044,886.0,4.373589164785553,0.0,1.0279057880670595,0.7743732832554976,0.396757722277065,0.8283903424723972,0.8808551175610342,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000045,2089.0,4.148396361895644,0.028721876495931067,0.9895731685332747,0.9952488924153515,0.9618986560202984,0.5621475105260269,1.0158683146591516,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000046,2344.0,4.321672354948806,0.03114334470989761,0.9838297414022918,0.8568201315797682,1.1713795062716954,1.148107548028439,1.0649877716124194,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000047,5937.0,4.4276570658581775,0.1032508000673741,0.9884795691545782,0.9868339515527161,1.072973804993331,0.8983321423157518,0.9435818567547283,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000048,8823.0,4.4000340020401225,0.04828289697381843,0.9893917835487267,1.0113781736834788,1.0612012077750907,0.9649625505830566,0.9542224430547692,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000049,96.0,4.677083333333333,0.010416666666666666,1.0886392926215682,1.169479651643814,1.2370753868858375,0.33979344603265915,1.6704572648952833,1.5835256410256418,1.531538461538462,1.45051282051282,1.5325,1.585128205128205,-0.08102564102564101,0.0009615384615384909,0.05358974358974356,27606.53205128205,1.4582051282051278,1.47698717948718,1.3544871794871796,1.4138461538461544,1.5396153846153846,-0.1225,-0.06314102564102567,0.06262820512820512,7766.423076923077
1000050,1134.0,4.521604938271605,0.2707231040564374,0.9995808889516719,1.2760459926225272,1.369815539510413,1.5245758848449469,0.8626276669512151,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000051,804.0,4.489427860696518,0.0012437810945273632,0.934190713300975,0.972303701532502,0.8744461242225859,1.1157396735400749,0.9640449886957855,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000052,2279.0,4.514260640631856,0.04300131636682756,1.0340627108096763,1.2187995238427267,1.3236000980177385,1.0305626586124355,1.3017692419719276,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000053,1392.0,4.392241379310345,0.00646551724137931,1.019748515104402,0.9529093457838483,1.2456069412781536,0.8436251073914297,1.2173217309696662,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000054,571.0,4.151488616462347,0.047285464098073555,0.9835277025620542,1.099615815672876,1.2895048516190024,1.428203626056711,1.263813552425153,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000055,184.0,4.608695652173913,0.0,0.9924146059827769,0.610163296509816,0.2323550291889921,0.7091341482420713,0.9296457822025924,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000056,117.0,4.696581196581197,0.008547008547008548,0.971769309390005,0.8529538200023258,1.015036214880687,2.09103659097021,0.9137544013102404,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000057,2091.0,4.5212816834050695,0.003347680535628886,0.9265628765806792,1.129521342700354,1.0745694723617811,0.6864120114978252,0.8308347945916282,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000058,1681.0,4.458358120166568,0.14277215942891136,1.0049832082345502,0.8954492884289735,0.808212773880727,0.7665060959880092,0.9221798583122087,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
1000059,798.0,4.365914786967418,0.16165413533834586,0.9340188725590651,0.713867835255706,0.8214924674417832,0.42921277393599055,0.6363646723410603,2.588525641025642,2.593333333333333,2.510128205128205,3.13429487179487,2.9899358974358967,-0.08320512820512818,0.5409615384615384,0.396602564102564,29732.916666666668,1.0980128205128206,2.747179487179488,2.6975000000000002,3.100897435897435,3.018269230769232,-0.049679487179487176,0.35371794871794887,0.27108974358974364,9238.378205128205
