상권_코드,공시지가,아파트_단지_수,아파트_가격_2억_미만_세대_수,아파트_가격_2~4억_세대_수,아파트_가격_5억_이상_세대수,아파트_평균_시가,아파트_평균_면적,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수
1000240,2377501.54174184,250.0,3881.0,6003.0,0.0,179114964.008,60.75,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
1000241,2688680.4913848117,555.0,4171.0,4782.0,44.0,170876247.0,50.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000242,2688680.4913848117,598.0,5354.0,7060.0,24.0,166593649.36287627,58.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000243,2688680.4913848117,477.0,4290.0,2517.0,0.0,158447053.163522,50.5,50.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0
1000244,2688680.4913848117,732.0,7712.0,3698.0,0.0,148672179.0819672,47.0,41.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000245,2688680.4913848117,570.0,5372.0,2699.0,0.0,158335564.0473684,49.75,55.0,4.0,0.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000246,2688680.4913848117,742.0,7290.0,1803.0,0.0,155528395.03638813,48.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1000247,2688680.4913848117,996.0,9919.0,2517.0,0.0,148983002.28915662,47.0,51.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
1000248,2688680.4913848117,1368.0,13028.0,2102.0,0.0,141289510.5131579,48.5,58.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0
1000249,3188658.1238361266,1030.0,11362.0,1767.0,88.0,136517712.83495146,44.5,35.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
1000250,2585123.653525819,1119.0,10407.0,7820.0,0.0,154315556.50402144,53.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000251,2585123.653525819,727.0,6458.0,2044.0,0.0,150200264.51581842,47.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1000252,1410255.6474820145,414.0,8035.0,27456.0,0.0,201159712.4347826,65.0,143.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0
1000253,2688680.4913848117,484.0,3964.0,7277.0,24.0,180031710.95867768,56.75,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1000254,2688680.4913848117,724.0,5699.0,7136.0,0.0,156900911.5718232,53.5,119.0,4.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000255,3188658.1238361266,479.0,3426.0,23813.0,176.0,214524389.06680584,64.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1000256,2377501.54174184,998.0,9363.0,712.0,0.0,139195025.8567134,51.75,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000257,2377501.54174184,398.0,4519.0,3451.0,0.0,151379950.42211056,59.0,58.0,0.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1000258,2377501.54174184,450.0,6455.0,7954.0,0.0,173365371.39333335,60.0,88.0,14.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0
1000259,2688680.4913848117,760.0,7255.0,1741.0,0.0,136083860.90131578,54.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1000260,2688680.4913848117,580.0,7795.0,3961.0,0.0,154756463.8448276,50.0,62.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0
1000261,3803995.2765692975,96.0,1458.0,12897.0,3467.0,393622696.0625,76.25,41.0,0.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000262,2438652.200634417,650.0,5020.0,1069.0,653.0,125045133.41384615,44.5,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000263,2438652.200634417,654.0,5114.0,1379.0,0.0,125306851.40366973,46.25,27.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000264,2663205.119866196,614.0,4410.0,4508.0,3.0,176804469.7296417,56.75,34.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1000265,2663205.119866196,635.0,4978.0,1723.0,3.0,151447565.42992127,52.25,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0
1000266,2663205.119866196,714.0,5821.0,4242.0,284.0,162529866.90756303,55.0,25.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1000267,2438652.200634417,573.0,4118.0,4359.0,715.0,145412598.63350785,48.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000268,3510127.78069255,409.0,4715.0,14778.0,672.0,224122067.44743276,69.0,37.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1000269,3510127.78069255,437.0,5525.0,7985.0,333.0,188764327.20823798,57.75,50.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000270,3510127.78069255,511.0,5292.0,4643.0,24.0,145796837.97260273,54.0,71.0,4.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0
1000271,3144310.07577309,360.0,3114.0,4687.0,462.0,172149215.775,60.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0
1000272,3144310.07577309,329.0,2732.0,755.0,210.0,147858037.40425533,57.5,51.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1000273,2043523.9756474681,1464.0,14597.0,11711.0,0.0,154974551.03278688,57.75,72.0,2.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0
1000274,3947376.267281106,964.0,6860.0,6978.0,1295.0,169698238.32987553,55.5,31.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0
1000275,3471035.4351032446,417.0,3508.0,2586.0,179.0,138476356.7266187,48.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000276,3144310.07577309,717.0,7187.0,4987.0,903.0,163042104.50209206,55.0,47.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1000277,3510127.78069255,355.0,3764.0,1519.0,86.0,122022779.06197183,42.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,4.0
1000278,3144310.07577309,427.0,3404.0,1419.0,1296.0,163326977.27166277,55.75,47.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0
1000279,3144310.07577309,715.0,4701.0,1831.0,1113.0,145590102.36923078,52.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000280,3144310.07577309,362.0,3705.0,6825.0,1447.0,228820927.3121547,62.75,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,16.0
1000281,3378638.1551634665,194.0,2929.0,14240.0,2474.0,322534783.53608245,69.25,51.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000282,2802992.317094465,745.0,4481.0,5931.0,152.0,178719252.32885906,66.75,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0
1000283,2043523.9756474681,1022.0,10355.0,1381.0,0.0,135520647.518591,55.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000284,3510127.78069255,664.0,6996.0,11456.0,223.0,185261110.31325302,58.5,99.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0
1000285,3471035.4351032446,518.0,5929.0,2813.0,47.0,151361472.83397684,57.75,25.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
1000286,3073783.0957683744,181.0,986.0,7885.0,374.0,273458898.6519337,67.25,45.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1000287,3073783.0957683744,370.0,3939.0,14592.0,430.0,231571611.5081081,62.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000288,2955362.625911775,294.0,4930.0,14643.0,480.0,225246187.24489796,62.0,101.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0
1000289,3471035.4351032446,357.0,3170.0,2348.0,151.0,145629513.99159664,49.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0
1000290,3947376.267281106,619.0,5461.0,2764.0,185.0,136600841.37802908,49.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0
1000291,3471035.4351032446,102.0,1633.0,18.0,4.0,95216377.55882353,35.75,22.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1000292,3471035.4351032446,298.0,2785.0,3381.0,169.0,173947830.69127518,59.75,53.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0
1000293,3471035.4351032446,398.0,3760.0,2043.0,150.0,131965361.23366834,43.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
1000294,3947376.267281106,508.0,5271.0,3118.0,191.0,153370945.01771653,54.25,38.0,0.0,4.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1000295,2955362.625911775,383.0,4314.0,6991.0,0.0,172687477.83289817,58.25,39.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0
1000296,2663205.119866196,557.0,4230.0,2002.0,3.0,160682959.69658887,57.5,54.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0
1000297,2034244.3483422368,448.0,3720.0,13305.0,150.0,204373319.8169643,65.0,47.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1000298,2034244.3483422368,1737.0,15607.0,16146.0,168.0,154894377.27115718,57.0,22.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1000299,2043523.9756474681,251.0,3898.0,212.0,4.0,120524903.43426295,59.75,43.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1000300,2510543.593631539,721.0,7986.0,11970.0,1228.0,181162078.2815534,55.0,49.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1000301,2510543.593631539,691.0,6642.0,10538.0,214.0,192892719.56439942,59.0,103.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
1000302,2510543.593631539,361.0,3376.0,14930.0,244.0,237254517.83933517,61.0,52.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000303,2510543.593631539,395.0,4519.0,12414.0,1105.0,213465287.1341772,58.0,30.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000304,2510543.593631539,473.0,4491.0,4549.0,74.0,167647967.5179704,56.75,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,16.0
1000305,3947376.267281106,457.0,3415.0,7917.0,2117.0,212382396.89715537,57.25,53.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1000306,2802992.317094465,782.0,4583.0,2758.0,89.0,182990824.22506395,63.75,63.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,15.0,0.0,8.0
1000307,2663205.119866196,245.0,3129.0,6150.0,472.0,225752306.54285714,65.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
1000308,2438652.200634417,454.0,3590.0,5107.0,30.0,165985802.90969163,55.5,37.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1000309,2955362.625911775,253.0,5266.0,10650.0,480.0,230247838.43083003,62.0,73.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0
1000310,2955362.625911775,197.0,4250.0,5382.0,2474.0,250953466.14213198,63.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0
1000311,2663205.119866196,585.0,5133.0,7610.0,0.0,182822130.86153847,60.75,27.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
1000312,3073783.0957683744,373.0,4575.0,16561.0,1675.0,221536099.62734583,61.0,48.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0
1000313,2438652.200634417,730.0,5541.0,4535.0,475.0,141352833.3780822,44.75,24.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000314,2438652.200634417,517.0,4105.0,2265.0,0.0,147604229.8820116,52.5,44.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000315,2114749.5759251113,1202.0,11774.0,6497.0,0.0,130814893.1530782,54.0,31.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0
1000316,2114749.5759251113,1008.0,9440.0,5364.0,0.0,126244501.1904762,53.0,30.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000317,2114749.5759251113,1255.0,12403.0,1737.0,0.0,118597483.60956176,50.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000318,2137646.2527233115,672.0,9987.0,2056.0,0.0,112796977.50892857,49.0,50.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0
1000319,2137646.2527233115,874.0,8306.0,1982.0,0.0,117019512.5034325,49.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
1000320,2686103.568369969,526.0,2728.0,2578.0,782.0,153554231.77376425,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000321,2686103.568369969,1130.0,9080.0,1224.0,0.0,120978612.37699115,51.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1000322,2686103.568369969,1129.0,9801.0,1466.0,0.0,146490271.03454384,52.0,63.0,0.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0
1000323,2686103.568369969,840.0,7534.0,2558.0,0.0,138687569.74285713,51.0,55.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1000324,2686103.568369969,908.0,11414.0,2287.0,0.0,115980127.75770925,49.0,64.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0
1000325,2686103.568369969,99.0,630.0,163.0,0.0,145212215.75757575,51.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1000326,2114749.5759251113,705.0,6588.0,1485.0,0.0,121849197.43404256,52.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000327,2114749.5759251113,1369.0,12794.0,1852.0,0.0,123502444.31848064,52.0,12.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000328,2686103.568369969,510.0,2002.0,11071.0,2035.0,224328686.55882353,57.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000329,2686103.568369969,888.0,4869.0,7634.0,1135.0,178658954.96283785,53.75,29.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
1000330,2686103.568369969,357.0,2014.0,14901.0,1147.0,251395584.45378152,67.0,39.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000331,2686103.568369969,1067.0,8456.0,7494.0,310.0,158514891.01124647,56.0,91.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000332,2686103.568369969,1152.0,9547.0,2463.0,0.0,151838319.84895834,52.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000333,2114749.5759251113,1896.0,17876.0,1165.0,0.0,121452181.65506329,51.0,55.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
1000334,2114749.5759251113,1934.0,19178.0,2455.0,0.0,124240478.05687694,52.75,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000335,2686103.568369969,1113.0,9557.0,2749.0,0.0,150070551.1967655,53.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
1000336,2686103.568369969,777.0,6733.0,1693.0,0.0,139933935.32818532,51.75,43.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0
1000337,2686103.568369969,1676.0,14367.0,2382.0,0.0,125287841.6300716,51.0,122.0,4.0,0.0,0.0,0.0,20.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,7.0
1000338,2686103.568369969,1002.0,7848.0,1822.0,0.0,153655797.81736526,52.75,41.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0
1000339,2114749.5759251113,1069.0,11485.0,963.0,0.0,122241477.69130029,50.0,92.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000340,2686103.568369969,532.0,4949.0,7735.0,471.0,192036339.0,61.0,31.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000341,2686103.568369969,3176.0,23338.0,1886.0,0.0,84669860.92254408,46.0,63.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
1000342,2137646.2527233115,842.0,10306.0,1642.0,0.0,115259389.32066508,49.0,63.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0
1000343,2114749.5759251113,1721.0,16443.0,306.0,0.0,124245555.06798373,51.0,17.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1000344,2114749.5759251113,1897.0,19076.0,3621.0,0.0,122512607.94939378,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000345,2114749.5759251113,1425.0,12194.0,2283.0,0.0,128561279.81052631,54.75,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000346,2137646.2527233115,568.0,22620.0,12607.0,0.0,130985061.77640845,52.0,150.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,40.0
1000347,2137646.2527233115,709.0,6952.0,2060.0,0.0,126397266.719323,50.0,49.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
1000348,2137646.2527233115,838.0,7914.0,5762.0,0.0,139324073.0954654,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000349,2137646.2527233115,779.0,7092.0,5971.0,0.0,134375266.53658536,51.0,57.0,0.0,4.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1000350,2114749.5759251113,523.0,4817.0,1610.0,0.0,121930979.43021032,53.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000351,2114749.5759251113,703.0,6614.0,3585.0,0.0,124759368.31294452,51.0,27.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000352,2037908.74411303,1152.0,11970.0,2222.0,0.0,121813947.23958333,51.0,123.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,11.0
1000353,2493359.4689378757,317.0,5002.0,14767.0,1750.0,223932214.19558358,64.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1000354,2493359.4689378757,1190.0,15678.0,1758.0,0.0,128993365.35294117,51.75,22.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1000355,2197560.802878243,1341.0,14573.0,1096.0,0.0,112734520.9328859,49.75,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1000356,2197560.802878243,1583.0,16891.0,438.0,0.0,110092503.4333544,50.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1000357,2197560.802878243,1274.0,13197.0,1006.0,0.0,112305000.15306123,49.75,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000358,2197560.802878243,1008.0,11126.0,2911.0,0.0,119431429.23214285,52.0,72.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0
1000359,2037908.74411303,1034.0,11132.0,6846.0,0.0,135536427.00773695,55.0,24.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1000360,2493359.4689378757,1349.0,14350.0,2722.0,48.0,131839297.58117124,52.0,169.0,3.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,19.0
1000361,2197560.802878243,891.0,10965.0,2338.0,0.0,115915662.91582492,50.25,26.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
1000362,2197560.802878243,1097.0,11767.0,3031.0,0.0,122790671.60346399,52.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1000363,1730381.20215311,590.0,10491.0,4882.0,0.0,117998053.7220339,54.25,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1000364,1730381.20215311,603.0,13501.0,1030.0,0.0,108859897.11940299,52.0,39.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0
1000365,1730381.20215311,811.0,7360.0,4524.0,0.0,102103081.36374846,50.0,69.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
1000366,1730381.20215311,957.0,8854.0,8634.0,0.0,109655322.0815047,53.0,39.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000367,1730381.20215311,162.0,1688.0,2660.0,0.0,113417125.22222222,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000368,1730381.20215311,630.0,5542.0,5848.0,0.0,106070546.93333334,53.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,8.0
