상권_코드,공시지가,아파트_단지_수,아파트_가격_2억_미만_세대_수,아파트_가격_2~4억_세대_수,아파트_가격_5억_이상_세대수,아파트_평균_시가,아파트_평균_면적,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수
1000369,2197560.802878243,1123.0,15131.0,3483.0,0.0,118038551.30721283,52.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000370,2197560.802878243,164.0,6816.0,16143.0,0.0,203325611.64634147,75.75,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000371,2037908.74411303,1105.0,16478.0,5340.0,0.0,127266065.21900453,54.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1000372,2197560.802878243,1091.0,13694.0,1696.0,0.0,118483960.43263061,50.25,65.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
1000373,2037908.74411303,656.0,7021.0,1078.0,76.0,126581312.38262194,51.0,32.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0
1000374,1730381.20215311,949.0,8933.0,136.0,0.0,101289143.02212855,50.0,52.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0
1000375,2037908.74411303,1213.0,13877.0,5446.0,0.0,116486706.83511955,54.0,69.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
1000376,2493359.4689378757,916.0,13769.0,4330.0,0.0,132709680.01965065,51.0,35.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1000377,2493359.4689378757,731.0,9653.0,18902.0,1649.0,185523405.52941176,59.0,31.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1000378,1822193.1937172774,275.0,3627.0,5404.0,0.0,168880536.63636363,63.5,30.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000379,2345733.4851442203,927.0,10155.0,12358.0,34.0,150933506.19417477,53.75,66.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
1000380,2345733.4851442203,1355.0,13801.0,13525.0,0.0,140814134.45239854,51.0,110.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,36.0
1000381,2533304.590471427,478.0,5109.0,8934.0,0.0,151655753.4456067,57.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1000382,2533304.590471427,550.0,5140.0,25231.0,186.0,188908619.0,58.0,53.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000383,2533304.590471427,137.0,880.0,16724.0,0.0,255262688.9489051,59.0,43.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1000384,2533304.590471427,815.0,10405.0,7759.0,32.0,125020317.98773006,51.0,40.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0
1000385,1893070.6377204885,523.0,4218.0,11494.0,0.0,167448237.76099426,57.25,73.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0
1000386,1999377.6814240073,260.0,9463.0,13831.0,484.0,195876538.43846154,62.25,114.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,7.0
1000387,2533304.590471427,731.0,11432.0,9110.0,32.0,122686916.9247606,51.0,69.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
1000388,2533304.590471427,853.0,10828.0,7930.0,0.0,118549138.042204,50.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1000389,3125111.8281914312,2700.0,20084.0,5188.0,604.0,125359842.78666666,53.0,84.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
1000390,2477697.276355952,2040.0,20294.0,8918.0,10.0,146562053.32941177,55.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1000391,2887232.967988866,2053.0,14768.0,6651.0,0.0,156704187.43107647,54.0,38.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
1000392,2887232.967988866,1927.0,13239.0,6309.0,0.0,167964240.79657498,54.0,55.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1000393,2912942.832501135,2453.0,24006.0,7376.0,0.0,147345025.37260497,55.0,38.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
1000394,3125111.8281914312,2129.0,15387.0,5115.0,0.0,143847694.29027712,53.0,43.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0
1000395,2450374.380548051,1752.0,15920.0,6344.0,0.0,141847961.81506848,57.75,27.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1000396,3629162.730358875,2814.0,19601.0,5646.0,8.0,150556971.79637527,51.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1000397,2809252.0979020977,389.0,2078.0,1274.0,0.0,182566967.2236504,48.0,33.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0
1000398,3629162.730358875,2744.0,19504.0,4926.0,1411.0,151695717.2791545,52.0,45.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000399,2450374.380548051,2747.0,24480.0,2679.0,0.0,141725267.26392427,55.0,34.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1000400,2450374.380548051,2879.0,25296.0,3947.0,0.0,141646902.97464398,55.75,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000401,2912942.832501135,2805.0,22567.0,5223.0,0.0,142823616.71336898,53.75,69.0,0.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
1000402,2887232.967988866,2440.0,20770.0,3066.0,0.0,139235171.3114754,54.0,101.0,4.0,7.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1000403,2887232.967988866,2483.0,22101.0,2950.0,0.0,141871288.38622633,53.0,55.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1000404,2887232.967988866,2272.0,19596.0,2795.0,4.0,141904812.38116196,52.75,58.0,4.0,0.0,0.0,3.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0
1000405,3629162.730358875,1726.0,15559.0,2376.0,1842.0,147170154.57589802,52.0,53.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0
1000406,2887232.967988866,1311.0,11176.0,2366.0,0.0,143946486.80091533,53.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0
1000407,2828087.5882814545,1825.0,15946.0,1300.0,0.0,127181260.48219179,50.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1000408,2828087.5882814545,2080.0,16519.0,3298.0,4.0,134542232.4826923,52.0,53.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0
1000409,2912942.832501135,2623.0,22942.0,4113.0,0.0,145483320.01410598,55.75,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0
1000410,2828087.5882814545,1766.0,15361.0,1801.0,0.0,123190005.13703284,49.0,37.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000411,2912942.832501135,2908.0,23971.0,4473.0,0.0,145825672.44429162,55.0,43.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1000412,3125111.8281914312,1693.0,14265.0,7920.0,4.0,156271691.97282928,55.0,66.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000413,2781321.1774992715,2160.0,16838.0,7051.0,4.0,148736549.7888889,54.0,67.0,6.0,5.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0
1000414,3125111.8281914312,584.0,5285.0,4045.0,926.0,155967144.40753424,58.25,40.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
1000415,2912942.832501135,2585.0,20070.0,4962.0,0.0,144637701.7311412,56.75,38.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1000416,3125111.8281914312,1983.0,14735.0,7228.0,4.0,148968784.5945537,53.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1000417,3125111.8281914312,1418.0,8929.0,2949.0,382.0,121676773.46685472,50.75,35.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1000418,3125111.8281914312,1279.0,8917.0,2918.0,54.0,145116169.53322908,51.0,51.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1000419,3125111.8281914312,1133.0,7170.0,8963.0,1814.0,159546019.2047661,53.75,24.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1000420,3125111.8281914312,1183.0,8164.0,7607.0,797.0,157788999.27641588,53.0,79.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0
1000421,3125111.8281914312,1726.0,14121.0,7470.0,4.0,151960894.32329085,53.75,42.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1000422,2850614.3817899637,1476.0,9586.0,7664.0,4.0,174371931.69308943,55.0,48.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0
1000423,2477697.276355952,981.0,7758.0,8993.0,4.0,173774328.63302752,56.0,26.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1000424,2477697.276355952,1268.0,9335.0,8419.0,0.0,160658137.00946373,54.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0
1000425,2477697.276355952,3087.0,25161.0,5642.0,0.0,136575999.67930028,53.0,47.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0
1000426,2850614.3817899637,883.0,7318.0,4399.0,0.0,166568009.61494905,57.0,45.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000427,2850614.3817899637,1106.0,7564.0,7334.0,4.0,184472301.28209764,58.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000428,2850614.3817899637,1065.0,6662.0,7869.0,983.0,181467986.1690141,59.0,45.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1000429,2781321.1774992715,2719.0,21602.0,5106.0,4.0,139955253.69768298,50.75,22.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000430,2912942.832501135,2946.0,22626.0,5000.0,4.0,144979680.4653768,54.75,50.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000431,3629162.730358875,2004.0,13820.0,3241.0,8.0,151384463.21257484,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000432,2828087.5882814545,1642.0,14139.0,3714.0,2606.0,148870188.953715,51.75,31.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
1000433,2887232.967988866,2079.0,16589.0,2613.0,0.0,146376590.05050504,54.0,62.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1000434,2828087.5882814545,2276.0,19982.0,1387.0,0.0,124133637.39630932,49.75,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
1000435,3445416.4880461665,977.0,7035.0,6378.0,8339.0,189793646.839304,54.5,60.0,7.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
1000436,2926793.52776668,779.0,2773.0,11508.0,9694.0,324879021.3504493,68.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
1000437,3445416.4880461665,1722.0,13854.0,2279.0,287.0,126712189.85714285,51.75,64.0,0.0,4.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0
1000438,3445416.4880461665,544.0,4077.0,13699.0,16385.0,320626426.0955882,67.75,89.0,4.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1000439,4281551.318833874,805.0,1789.0,4884.0,2158.0,288628950.3142857,64.0,36.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
1000440,2136409.378601854,377.0,4705.0,10656.0,1647.0,206539667.3846154,62.0,76.0,1.0,0.0,0.0,0.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0
1000441,2790395.9537572255,742.0,6526.0,9708.0,856.0,180063892.29649594,60.75,69.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0
1000442,2790395.9537572255,646.0,5596.0,10770.0,109.0,163588237.4520124,57.0,102.0,4.0,4.0,3.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0
1000443,2883590.5043746782,992.0,5300.0,8737.0,3262.0,210219770.06048387,61.0,35.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1000444,4281551.318833874,993.0,3098.0,3991.0,1946.0,226120537.19939578,55.0,47.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
1000445,2488346.538756715,667.0,6356.0,4299.0,416.0,178189600.83808097,62.0,56.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,8.0
1000446,2883590.5043746782,2287.0,16079.0,5396.0,1.0,158927985.96982947,54.75,67.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0
1000447,3445416.4880461665,1535.0,12136.0,2189.0,988.0,147146705.59674266,52.25,69.0,8.0,4.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
1000448,2883590.5043746782,2020.0,16752.0,7037.0,1010.0,141427137.79455444,54.0,40.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1000449,2883590.5043746782,2501.0,17638.0,14787.0,845.0,166710727.2107157,55.0,106.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,23.0
1000450,2136409.378601854,1538.0,12584.0,3292.0,344.0,143481315.41742522,53.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1000451,4232149.808780787,612.0,3658.0,5327.0,2888.0,246974894.47058824,60.0,85.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,22.0
1000452,4232149.808780787,110.0,2449.0,3547.0,1812.0,292806076.1090909,63.0,83.0,17.0,4.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
1000453,2926793.52776668,234.0,1103.0,1519.0,6702.0,353340371.6025641,59.0,46.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000454,2790395.9537572255,809.0,7551.0,5381.0,241.0,154320994.3053152,59.75,120.0,12.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
1000455,2790395.9537572255,559.0,5698.0,4832.0,340.0,164970528.94991055,61.0,65.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1000456,2488346.538756715,1042.0,8236.0,2929.0,275.0,147659060.51823416,58.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000457,2790395.9537572255,1093.0,8330.0,4999.0,318.0,140674127.49862763,61.0,33.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
1000458,4859961.055634808,519.0,3246.0,3741.0,6569.0,256485916.13294798,53.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0
1000459,5384175.834068844,415.0,4725.0,4963.0,579.0,169173122.95180723,49.0,42.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0
1000460,5127529.886382348,207.0,2364.0,2551.0,478.0,206693443.0289855,48.75,44.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0
1000461,6235832.878208629,247.0,831.0,7879.0,15778.0,451727838.94331986,79.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000462,6235832.878208629,230.0,1167.0,7617.0,9296.0,405194755.04347825,71.5,58.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000463,5244038.405545928,271.0,1308.0,2612.0,11242.0,435546167.9815498,70.0,28.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
1000464,4859961.055634808,798.0,4543.0,5699.0,7618.0,243070234.30827066,53.0,37.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1000465,5297531.0245310245,1006.0,4397.0,3892.0,125.0,203006947.5029821,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1000466,8071027.23880597,1430.0,9336.0,6287.0,122.0,191658799.06083915,53.0,36.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0
1000467,8071027.23880597,1187.0,8163.0,5189.0,80.0,185758465.5450716,53.0,69.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,26.0
1000468,5332679.984332158,931.0,6596.0,4424.0,70.0,181372089.80128893,51.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,4.0
1000469,5332679.984332158,1314.0,7907.0,5835.0,1250.0,186158916.66438356,51.0,84.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,4.0
1000470,5332679.984332158,998.0,7272.0,5617.0,722.0,177330782.31863728,50.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
1000471,5224923.424534649,336.0,1450.0,3074.0,10204.0,395740500.60714287,65.75,36.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1000472,5503848.5,493.0,2593.0,3397.0,8233.0,347383784.48275864,59.75,62.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
1000473,6235832.878208629,240.0,1408.0,7430.0,6982.0,434526933.3,88.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1000474,5503848.5,478.0,2340.0,3784.0,6769.0,330816299.26778245,63.0,39.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0
1000475,4969111.338868707,2099.0,12404.0,8653.0,522.0,176718452.86183897,51.0,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1000476,4969111.338868707,2582.0,14618.0,11653.0,1087.0,189357565.35786211,48.0,35.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
1000477,2698886.305492852,232.0,3745.0,4819.0,967.0,234341965.80603448,41.0,33.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1000478,3649045.6168505517,786.0,6245.0,9175.0,2141.0,183497069.23664123,54.0,29.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1000479,4969111.338868707,1533.0,14624.0,11451.0,523.0,178452072.27005872,49.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
1000480,5384175.834068844,346.0,1985.0,4022.0,10121.0,366709275.72254336,61.5,55.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,24.0
1000481,3764338.687992582,1646.0,9425.0,7029.0,627.0,185401028.39368165,55.0,63.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0
1000482,3764338.687992582,2172.0,13670.0,7192.0,527.0,170632290.53038675,52.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
1000483,5332679.984332158,1008.0,6104.0,4351.0,1188.0,185801194.13690478,49.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0
1000484,3764338.687992582,1915.0,13123.0,7472.0,5.0,165656964.22767624,52.75,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0
1000485,5297531.0245310245,1003.0,4336.0,3881.0,1300.0,210322926.92422733,49.75,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1000486,5127529.886382348,209.0,865.0,5035.0,4077.0,353719448.71291864,63.25,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000487,5127529.886382348,212.0,1001.0,3260.0,5070.0,349187970.754717,62.0,30.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
1000488,8071027.23880597,427.0,2978.0,2728.0,3500.0,215566885.4145199,55.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,16.0
1000489,5224923.424534649,170.0,726.0,1743.0,7023.0,449951025.1764706,65.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000490,5224923.424534649,90.0,83.0,1188.0,7605.0,613992649.7333333,71.75,22.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1000491,8071027.23880597,716.0,4343.0,2638.0,3820.0,228313760.13128492,55.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1000492,5297531.0245310245,1685.0,9840.0,6743.0,2118.0,207547564.7916914,49.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1000493,5297531.0245310245,911.0,4103.0,3643.0,4077.0,229743599.65532383,52.75,55.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0
1000494,8071027.23880597,474.0,3790.0,916.0,2358.0,171812750.63291138,50.0,61.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,0.0,12.0
1000495,8071027.23880597,388.0,3329.0,1049.0,1814.0,183537577.29896906,51.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,4.0
1000496,5244038.405545928,864.0,3857.0,3262.0,2797.0,222972153.80555555,50.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
