상권_코드,i1_ind1
1000001,0.1103515625
1000002,0.162353515625
1000003,0.072021484375
1000004,0.24853515625
1000005,0.068603515625
1000006,0.099609375
1000007,0.17578125
1000008,0.095947265625
1000009,0.089111328125
1000010,0.2744140625
1000011,0.164794921875
1000012,0.087890625
1000013,0.146484375
1000014,0.06396484375
1000015,0.1337890625
1000016,0.26708984375
1000017,0.42919921875
1000018,0.28125
1000019,0.09228515625
1000020,0.09033203125
1000021,0.19287109375
1000022,0.141845703125
1000023,0.082275390625
1000024,0.033935546875
1000025,0.10009765625
1000026,0.075927734375
1000027,0.0517578125
1000028,0.2099609375
1000029,0.08740234375
1000030,0.08349609375
1000031,0.12744140625
1000032,0.222412109375
1000033,0.224609375
1000034,0.156982421875
1000035,0.0908203125
1000036,0.09423828125
1000037,0.039794921875
1000038,0.18994140625
1000039,0.139892578125
1000040,0.15283203125
1000041,0.0830078125
1000042,0.144287109375
1000043,0.13427734375
1000044,0.05419921875
1000045,0.09326171875
1000046,0.13525390625
1000047,0.137451171875
1000048,0.097412109375
1000049,0.089599609375
1000050,0.053466796875
1000051,0.126220703125
1000052,0.443359375
1000053,0.155517578125
1000054,0.13134765625
1000055,0.091552734375
1000056,0.082275390625
1000057,0.115478515625
1000058,0.095458984375
1000059,0.008056640625
1000060,0.16552734375
1000061,0.115966796875
1000062,0.078857421875
1000063,0.0908203125
1000064,0.1123046875
1000065,0.095703125
1000066,0.117431640625
1000067,0.128173828125
1000068,0.165771484375
1000069,0.1123046875
1000070,0.086669921875
1000071,0.21484375
1000072,0.124755859375
1000073,0.348876953125
1000074,0.079833984375
1000075,0.055908203125
1000076,0.06640625
1000077,0.166259765625
1000078,0.13916015625
1000079,0.241455078125
1000080,0.163818359375
1000081,0.159423828125
1000082,0.07177734375
1000083,0.47607421875
1000084,0.177490234375
1000085,0.154541015625
1000086,0.15478515625
1000087,0.08349609375
1000088,0.1220703125
1000089,0.061767578125
1000090,0.105224609375
1000091,0.132080078125
1000092,0.089111328125
1000093,0.045166015625
1000094,0.114990234375
1000095,0.074951171875
1000096,0.21435546875
1000097,0.073486328125
1000098,0.236572265625
1000099,0.154296875
1000100,0.262451171875
1000101,0.10791015625
1000102,0.220703125
1000103,0.12548828125
1000104,0.23046875
1000105,0.16845703125
1000106,0.11279296875
1000107,0.12841796875
1000108,0.105224609375
1000109,0.24267578125
1000110,0.199951171875
1000111,0.117431640625
1000112,0.117919921875
1000113,0.160888671875
1000114,0.161376953125
1000115,0.11181640625
1000116,0.134765625
1000117,0.1474609375
1000118,0.17236328125
1000119,0.11572265625
1000120,0.22412109375
1000121,0.20947265625
1000122,0.052490234375
1000123,0.265380859375
1000124,0.04443359375
1000125,0.234375
1000126,0.074462890625
1000127,0.306884765625
1000128,0.332763671875
1000129,0.14501953125
1000130,0.164306640625
1000131,0.138671875
1000132,0.119873046875
1000133,0.094970703125
1000134,0.137451171875
1000135,0.050537109375
1000136,0.2314453125
1000137,0.231689453125
1000138,0.244873046875
1000139,0.10498046875
1000140,0.138427734375
1000141,0.12939453125
1000142,0.198486328125
1000143,0.146728515625
1000144,0.114501953125
1000145,0.072265625
1000146,0.106201171875
1000147,0.08984375
1000148,0.186279296875
1000149,0.12255859375
1000150,0.08642578125
1000151,0.09765625
1000152,0.21630859375
1000153,0.182861328125
1000154,0.150634765625
1000155,0.078125
1000156,0.123779296875
1000157,0.08447265625
1000158,0.19677734375
1000159,0.2041015625
1000160,0.162109375
1000161,0.1923828125
1000162,0.0966796875
1000163,0.157470703125
1000164,0.112548828125
1000165,0.25537109375
1000166,0.144287109375
1000167,0.21630859375
1000168,0.326416015625
1000169,0.30419921875
1000170,0.12646484375
1000171,0.098388671875
1000172,0.087158203125
1000173,0.136962890625
1000174,0.075439453125
1000175,0.13818359375
1000176,0.16748046875
1000177,0.18212890625
1000178,0.177978515625
1000179,0.203369140625
1000180,0.29736328125
1000181,0.23779296875
1000182,0.054931640625
1000183,0.106689453125
1000184,0.14697265625
1000185,0.14990234375
1000186,0.01416015625
1000187,0.0546875
1000188,0.140380859375
1000189,0.149169921875
1000190,0.14990234375
1000191,0.093994140625
1000192,0.127685546875
1000193,0.164306640625
1000194,0.061279296875
1000195,0.161865234375
1000196,0.18310546875
1000197,0.10986328125
1000198,0.181640625
1000199,0.123291015625
1000200,0.154296875
1000201,0.17919921875
1000202,0.10546875
1000203,0.117919921875
1000204,0.137939453125
1000205,0.126953125
1000206,0.07861328125
1000207,0.2109375
1000208,0.320556640625
1000209,0.0302734375
1000210,0.1298828125
1000211,0.0283203125
1000212,0.038818359375
1000213,0.0908203125
1000214,0.12939453125
1000215,0.112548828125
1000216,0.17431640625
1000217,0.150634765625
1000218,0.126220703125
1000219,0.07275390625
1000220,0.3984375
1000221,0.126953125
1000222,0.15283203125
1000223,0.077880859375
1000224,0.076416015625
1000225,0.117919921875
1000226,0.165771484375
1000227,0.098876953125
1000228,0.064208984375
1000229,0.196533203125
1000230,0.135986328125
1000231,0.1611328125
1000232,0.107421875
1000233,0.20654296875
1000234,0.058837890625
1000235,0.150390625
1000236,0.089599609375
1000237,0.182861328125
1000238,0.110595703125
1000239,0.10693359375
1000240,0.135986328125
1000241,0.081787109375
1000242,0.117919921875
1000243,0.202392578125
1000244,0.162109375
1000245,0.179931640625
1000246,0.124267578125
1000247,0.17138671875
1000248,0.096923828125
1000249,0.12939453125
1000250,0.048583984375
1000251,0.072021484375
1000252,0.20849609375
1000253,0.108154296875
1000254,0.177001953125
1000255,0.097900390625
1000256,0.086669921875
1000257,0.12939453125
1000258,0.1669921875
1000259,0.09326171875
1000260,0.15234375
1000261,0.06494140625
1000262,0.151123046875
1000263,0.220703125
1000264,0.11767578125
1000265,0.076171875
1000266,0.1220703125
1000267,0.091796875
1000268,0.079345703125
1000269,0.22265625
1000270,0.155517578125
1000271,0.409912109375
1000272,0.468994140625
1000273,0.1328125
1000274,0.141357421875
1000275,0.109619140625
1000276,0.15185546875
1000277,0.283203125
1000278,0.241455078125
1000279,0.07666015625
1000280,0.05126953125
1000281,0.09228515625
1000282,0.10498046875
1000283,0.102783203125
1000284,0.1728515625
1000285,0.116455078125
1000286,0.11376953125
1000287,0.101806640625
1000288,0.204833984375
1000289,0.15625
1000290,0.1513671875
1000291,0.36865234375
1000292,0.450439453125
1000293,0.181640625
1000294,0.226806640625
1000295,0.185546875
1000296,0.029052734375
1000297,0.12060546875
1000298,0.09228515625
1000299,0.098876953125
1000300,0.096435546875
1000301,0.156494140625
1000302,0.156982421875
1000303,0.1513671875
1000304,0.131591796875
1000305,0.1337890625
1000306,0.152587890625
1000307,0.082763671875
1000308,0.14306640625
1000309,0.139892578125
1000310,0.142822265625
1000311,0.08544921875
1000312,0.07470703125
1000313,0.0771484375
1000314,0.11328125
1000315,0.156494140625
1000316,0.134765625
1000317,0.076904296875
1000318,0.0595703125
1000319,0.09130859375
1000320,0.132568359375
