상권_코드,리뷰_수,평균_별점,사장님_댓글_비율,맛있다_비율,친절_비율,분위기_비율,싸다_비율,비싸다_비율,F_제품_단가,D_제품_단가,맛_매력도_pca,SNS_언급량_pca,입소문_포토제닉_pca
1000618,57.0,4.149122807017544,0.0175438596491228,0.9671196954694788,0.4376999865801408,1.0000777864508663,2.0029929450346224,1.0315806267423504,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000619,20.0,4.6,0.0,0.8613409787775045,0.4158149872511338,0.4750369485641616,0.0,0.0,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000620,270.0,4.529629629629629,0.0,0.9740596747656716,0.800828864335517,0.7565403254910722,0.724892684869673,0.6731324089652104,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000621,88.0,4.556818181818182,0.0,1.096252154807733,0.4252653278704778,0.5398147142774563,1.1120512779250664,0.7896707070414067,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000622,41.0,4.865853658536586,0.6097560975609756,1.1204435496292742,0.8113463165875783,0.9269013630520226,0.7956139224179337,1.43414867620278,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000623,5.0,5.0,0.0,0.9187637106960048,0.8316299745022677,3.800295588513293,0.0,0.0,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000624,80.0,4.4875,0.0,1.0336091745330054,0.7796531010958759,0.3562777114231212,0.2038760676195955,0.2004548717874339,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000625,7322.0,4.357825730674679,0.0514886642993717,0.9884677862616468,1.1488578519653698,1.035453386927618,1.0268983028968428,0.9673229722966404,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000626,2642.0,4.464988644965935,0.060560181680545,0.9937045054178024,0.694074221717449,0.6005387616216123,1.0371288224100546,0.8497708417938156,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000627,282.0,4.833333333333333,0.1276595744680851,1.0588588864404311,2.0790749362556693,2.189886642317057,1.8507898337098032,1.8007766259864046,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
1000628,2642.0,4.464988644965935,0.060560181680545,0.9937045054178024,0.694074221717449,0.6005387616216123,1.0371288224100546,0.8497708417938156,24988.55128205128,6494.397435897436,-0.06371601969989685,-2.2696175998248247,-0.188911774331436
