시도,행정구역코드,행정기관코드,법정동코드,
서울특별시,1117069,1153079000,1153011000,
서울특별시,1117074,1153080000,1153011200,
서울특별시,11180,1154500000,1154500000,
서울특별시,1118051,1154551000,1154510100,
서울특별시,1118052,1154561000,1154510200,
서울특별시,1118053,1154562000,1154510200,
서울특별시,1118054,1154563000,1154510200,
서울특별시,1118055,1154564000,1154510200,
서울특별시,1118057,1154567000,1154510300,
서울특별시,1118058,1154568000,1154510300,
서울특별시,1118059,1154569000,1154510300,
서울특별시,1118060,1154570000,1154510300,
서울특별시,1118061,1154571000,1154510300,
서울특별시,11190,1156000000,1156000000,
서울특별시,1119073,1156051500,1156010100,
서울특별시,1119073,1156051500,1156013200,
서울특별시,1119074,1156053500,1156010100,
서울특별시,1119074,1156053500,1156010200,
서울특별시,1119074,1156053500,1156010300,
서울특별시,1119074,1156053500,1156010400,
서울특별시,1119074,1156053500,1156010500,
서울특별시,1119074,1156053500,1156010600,
서울특별시,1119074,1156053500,1156010700,
서울특별시,1119074,1156053500,1156010800,
서울특별시,1119074,1156053500,1156010900,
서울특별시,1119054,1156054000,1156011000,
서울특별시,1119055,1156055000,1156011100,
서울특별시,1119055,1156055000,1156011200,
서울특별시,1119055,1156055000,1156011300,
서울특별시,1119056,1156056000,1156011400,
서울특별시,1119056,1156056000,1156011500,
서울특별시,1119056,1156056000,1156011600,
서울특별시,1119056,1156056000,1156011700,
서울특별시,1119075,1156058500,1156011800,
서울특별시,1119076,1156060500,1156011900,
서울특별시,1119076,1156060500,1156012000,
서울특별시,1119076,1156060500,1156012100,
서울특별시,1119076,1156060500,1156012200,
서울특별시,1119076,1156060500,1156012300,
서울특별시,1119076,1156060500,1156012400,
서울특별시,1119061,1156061000,1156012500,
서울특별시,1119061,1156061000,1156012600,
서울특별시,1119061,1156061000,1156012700,
서울특별시,1119062,1156062000,1156012700,
서울특별시,1119062,1156062000,1156012800,
서울특별시,1119062,1156062000,1156012900,
서울특별시,1119062,1156062000,1156013000,
서울특별시,1119062,1156062000,1156013100,
서울특별시,1119062,1156062000,1156013400,
서울특별시,1119063,1156063000,1156013200,
서울특별시,1119065,1156065000,1156013200,
서울특별시,1119066,1156066000,1156013200,
서울특별시,1119067,1156067000,1156013200,
서울특별시,1119067,1156067000,1156013300,
서울특별시,1119068,1156068000,1156013200,
서울특별시,1119069,1156069000,1156013200,
서울특별시,1119070,1156070000,1156013300,
서울특별시,1119071,1156071000,1156013300,
서울특별시,1119072,1156072000,1156013300,
서울특별시,11200,1159000000,1159000000,
서울특별시,1120072,1159051000,1159010100,
서울특별시,1120072,1159051000,1159010400,
서울특별시,1120052,1159052000,1159010100,
서울특별시,1120053,1159053000,1159010200,
서울특별시,1120053,1159053000,1159010300,
서울특별시,1120054,1159054000,1159010200,
서울특별시,1120055,1159055000,1159010200,
서울특별시,1120056,1159056000,1159010200,
서울특별시,1120071,1159060500,1159010500,
서울특별시,1120063,1159062000,1159010700,
서울특별시,1120073,1159063000,1159010600,
서울특별시,1120073,1159063000,1159010700,
서울특별시,1120065,1159064000,1159010700,
서울특별시,1120066,1159065000,1159010700,
서울특별시,1120067,1159065100,1159010700,
서울특별시,1120068,1159066000,1159010800,
서울특별시,1120069,1159067000,1159010900,
서울특별시,1120070,1159068000,1159010900,
서울특별시,11210,1162000000,1162000000,
서울특별시,1121052,1162052500,1162010100,
서울특별시,1121054,1162054500,1162010100,
서울특별시,1121079,1162056500,1162010100,
서울특별시,1121057,1162057500,1162010100,
서울특별시,1121058,1162058500,1162010100,
서울특별시,1121080,1162059500,1162010100,
서울특별시,1121078,1162060500,1162010100,
서울특별시,1121061,1162061500,1162010100,
서울특별시,1121062,1162062500,1162010100,
서울특별시,1121063,1162063000,1162010300,
서울특별시,1121064,1162064500,1162010200,
서울특별시,1121065,1162065500,1162010200,
서울특별시,1121066,1162066500,1162010200,
서울특별시,1121068,1162068500,1162010200,
서울특별시,1121069,1162069500,1162010200,
서울특별시,1121071,1162071500,1162010200,
서울특별시,1121072,1162072500,1162010200,
서울특별시,1121073,1162073500,1162010200,
서울특별시,1121082,1162074500,1162010200,
서울특별시,1121083,1162076500,1162010200,
서울특별시,1121081,1162077500,1162010200,
서울특별시,11220,1165000000,1165000000,
서울특별시,1122051,1165051000,1165010800,
서울특별시,1122052,1165052000,1165010800,
