상권_코드,연령대_20_생활인구_비율,의료_총_매출_비율,유통업_총_매출_비율,연령대_50_생활인구_비율,교육_총_매출_비율,면적,면적당_외식_점포수,연령대_30_생활인구_비율,남성_매출_비율,기타_총_매출_비율,시간대_2_생활인구_비율,개폐업,개폐업_비율,점포_pca,성별_pca,주말_매출_pca,생활인구_비율_pca,const
1000017,0.2555245508241757,0.12272737171856371,0.022085079321356945,0.784868084410407,0.39088180953094576,0.1124435198538783,0.10493473588616618,0.47095012285148297,0.7606958564386967,0.5074524010627154,0.46864746862634465,0.11320754716981132,0.14285714285714285,1.0023769024477196,1.0109940271997144,-0.37553119434272036,1.4733311276500027,1.0
1000018,0.1891858062085291,0.11534075902888223,0.2386956413614449,0.7717516463812746,0.0,0.029562532764581786,0.35201255032697204,0.4270042080967803,0.6922892130418916,0.08039491625237015,0.48805509661790536,0.169811320754717,0.5714285714285714,-0.009407589290404758,0.14373088683772203,-0.0383959745717229,0.27854437062962384,1.0
1000019,0.19984305146580983,0.1472295418803942,0.2132079250533906,0.7523869858669481,0.15159536049605804,0.1777457508000963,0.12535273218550222,0.32979580943661546,0.6415818900045129,0.07742734599252703,0.5760044400141182,0.22641509433962265,0.14285714285714285,-0.10443700492930384,0.10348215365846038,0.007838584771384143,0.06320945285271787,1.0
1000020,0.17614238197576731,0.20056961332545103,0.41364256360541013,0.7742014386702416,0.016965907775557478,0.1646218617365189,0.07651035658614665,0.3240123384156721,0.444494272635579,0.1265922273629237,0.5635023148427654,0.2641509433962264,0.0,-0.11252016612653304,0.04228676344869491,0.02441445992905735,0.037532364800947404,1.0
1000021,0.41253391786265575,0.08971323653105379,0.33124266096739713,0.31994824007195966,0.05060838020405097,0.07825665246494881,0.17336807785112804,0.20001728708718924,0.301738792415338,0.08015109086441444,0.5482865416119536,0.18867924528301888,0.14285714285714285,-0.07391285686252548,-0.1719768091846096,-0.07601532975409192,-0.031190377279831843,1.0
1000022,0.1778475518797743,0.11208899740681273,0.22262690616248726,1.0,0.024997074590113827,0.05002243532627017,0.18888054761314874,0.1746370370751993,0.5746869249654578,0.04269793579672223,0.5266874336117691,0.22641509433962265,0.14285714285714285,-0.10269134094376843,0.029649049999941786,0.03443080072539144,0.02182487580574803,1.0
1000023,0.17544213569283157,0.04247083403937222,0.7915129058120428,0.9890432488169363,0.0,0.05447417331571308,0.13401448978580766,0.18229550176445763,0.5206119577299795,0.0974322433366053,0.5158116418915646,0.24528301886792453,0.0,-0.16562370142260682,-0.020054055196659575,0.0720489140380622,-0.020117282067584143,1.0
1000024,0.18727067859990698,0.06436255833150191,0.7284303881122756,0.8865341139229321,0.0,0.10796776551330345,0.04742010267679498,0.19629120669914857,0.3724927921346998,0.09311948506374258,0.6210918167154511,0.18867924528301888,0.0,-0.21496503194577546,0.012253215851777906,0.10492461979120934,-0.10191561057434763,1.0
1000025,0.1070941060065645,0.07231735806494156,0.2584160924466159,0.4404179677550917,0.05252102831336614,0.05888767771927232,0.12720760573822354,0.17957089736794707,0.5164749506129926,0.041276312294665475,0.5916755717330964,0.20754716981132076,0.2857142857142857,-0.18895125085534697,-0.1685804441614122,0.2577974357491424,-0.11392445104423617,1.0
1000026,0.0,0.08652920221693128,0.050451859380067424,0.7691038458914605,0.053884961551107974,1.0,0.014336503228667488,0.16585430271374313,0.44319268087086555,0.19725689996685158,0.8750908819046761,0.24528301886792453,0.0,-0.18755891984003165,0.03908996497783389,0.1462435673912566,-0.18674607316216377,1.0
1000027,0.16966908388971486,0.0,0.30686295021272014,0.4678133872363448,0.0,0.2578171636901353,0.05156342180303474,0.3528066179208863,0.14696589417238454,0.19873711936196314,0.5349926428521306,0.22641509433962265,0.14285714285714285,-0.1514492870521893,-0.2535130563808808,0.039413170508768164,0.035961569113712503,1.0
1000028,0.2253836894956603,0.2756162309366804,0.38334903670839315,0.5506289319271298,0.012040576103861788,0.1450044601970265,0.12777864823911875,0.5300100413420549,0.45158855067948084,0.20227127967388972,0.5365432599311948,0.169811320754717,0.14285714285714285,0.1786384692108259,-0.07575777218565731,-0.07191126759754876,0.10428919265785591,1.0
1000029,0.22367395650510918,0.01716798033850542,0.7683071093114978,0.443500944252903,0.0003668924939114382,0.0689359679786596,0.03800738983278751,0.6366390367159754,0.08958145877903306,0.1712918089192825,0.5601821187317411,0.24528301886792453,0.0,-0.1657959623065774,-0.04069099270893343,-0.1154720646541507,0.03454019777040346,1.0
1000030,0.24748517613964977,0.07676199538133206,0.4297236069993771,0.7376556102468708,0.013526866044720405,0.2468905475898637,0.09382270060390623,0.45500676616058144,0.663983311105915,0.19400144446278797,0.46555983192252937,0.2830188679245283,0.0,-0.055420771043292974,0.10287697809995824,0.06574062473156089,0.2721807793429072,1.0
1000031,0.14392256622382177,0.03540552315914064,0.5356358541386635,0.6936745355652265,0.03704433747552406,0.12948224848765957,0.11112836299738582,0.33122417816137073,0.479240312445159,0.2006575077465106,0.45174856513532324,0.13207547169811323,0.2857142857142857,-0.031666705139441004,-0.07486781669259372,0.17625677488193195,0.00242914475369118,1.0
1000032,0.1979531791456517,0.0856185079142534,0.24675945035629301,0.7675286015663072,0.009953695790991517,0.1237535579958729,0.16995011880647978,0.39145253573077243,0.6888921983183791,0.35821333901399416,0.3924570672108376,0.20754716981132076,0.14285714285714285,0.2404858442232024,0.024685188734766612,-0.2870770382813825,0.18072335031239262,1.0
1000033,0.2555039250597077,0.02402067808245162,0.1894642492148767,0.7316895629875326,0.013134525844087773,0.088637776718325,0.22111395929901267,0.5363779826275644,0.6163386923286585,0.01867119051195909,0.41583193337936786,0.339622641509434,0.0,0.13495269388546055,0.11900315510925431,0.08686395619112496,0.31756030486339587,1.0
1000034,0.18644741975445306,0.06695559103469027,0.08391435354385628,0.5334438095528207,0.16971014872138226,0.16835264318833737,0.11258500618044756,0.41747729363726604,0.25528689647810804,0.06987221637784574,0.4845554832167638,0.18867924528301888,0.14285714285714285,0.1471375310184768,-0.06893029308197533,0.13446874641437345,0.05762716241580734,1.0
1000035,0.1821403912051509,0.009685891764220184,0.1405097791681292,0.44114174387133587,0.007098813119810217,0.20843305269635684,0.06622911576582638,0.42104729761683235,0.49290055289203044,0.10608325470673177,0.5220265546634315,0.2830188679245283,0.0,-0.05774160942879635,-0.045839791311634175,0.01797842134510555,0.0023050249293058178,1.0
1000036,0.2347313992088026,0.0049837345498870275,0.012006484283977983,0.4624132202659512,0.0018147322208179788,0.17988846501027542,0.0708918586599486,0.451463264688444,0.5586097344480803,0.16608546861522955,0.45634251631049905,0.11320754716981132,0.42857142857142855,-0.13381039190672972,-0.020444358159123033,-0.1427486043662741,0.1914006652873553,1.0
1000037,0.2730088974608877,0.0,0.07911951084147595,0.6063728507885653,0.07082465630088287,0.1985946392178477,0.016259909574603014,0.45089607518884944,0.043019987376807345,0.2864885216439439,0.5787557075016889,0.20754716981132076,0.14285714285714285,-0.18423726494071105,0.05095177628601795,-0.5016252135944218,0.3160287329669653,1.0
1000038,0.17799839243619525,0.13077641005887686,0.23349728055850869,0.4773293365549893,0.09291999463420882,0.05714260272141809,0.21635777480635596,0.40410812108140937,0.5059899408596684,0.14356144305149146,0.4326719391866165,0.2641509433962264,0.0,-0.046875437074572014,-0.026355662060914078,-0.3028215793767727,0.06103645449520465,1.0
1000039,0.31756749325994754,0.08330587522023986,0.22779331731908176,0.5374270703833173,0.0010845091207279092,0.2546913861309351,0.07168364182272066,0.8629207767018946,0.3244114895221217,0.23185784855026473,0.8778348404281036,0.09433962264150944,0.2857142857142857,0.055211225562764726,0.591038620234751,-0.0770219397110378,1.7725495603461774,1.0
1000040,0.2950931788118943,0.10164417189345844,0.09096405096474183,0.6657687629057687,0.0070363860452785625,0.10858428883632382,0.1618493611207242,0.7194653994310941,0.546403275549445,0.44565274304876723,0.7490136929949078,0.22641509433962265,0.14285714285714285,-0.01883822023561183,0.6708203897646177,-0.40258647385732954,1.560315024081329,1.0
1000041,0.28994632287471217,0.0657138055605518,0.29776628722740217,0.6288637493292251,0.046538446540492925,0.1777004220345583,0.0716459168677274,0.48064530844109277,0.4938972945412848,0.20059610186118546,0.6499121109935331,0.18867924528301888,0.14285714285714285,-0.09277434393319667,0.11770493801243319,0.06481631495310415,0.34934265396293696,1.0
1000042,0.23873455104418007,0.09569143731526479,0.17443896070931553,0.6062085915840725,0.017688729514079887,0.14840209754005215,0.1357607501298919,0.4241297232442707,0.49901758534729684,0.04925520637205394,0.475625919389858,0.15094339622641512,0.14285714285714285,0.02766460364100983,-0.020668256167390625,-0.09010041442483756,0.24521245441638054,1.0
1000043,0.15274805861372193,0.19547466724320173,0.5805469889628192,0.5814866087157442,0.0076885476299140155,0.08323079344238053,0.1324924917972811,0.38732564972848427,0.6309308441359553,0.14591825525975594,0.5301263217686691,0.24528301886792453,0.0,-0.11703625691666843,-0.1147531006210501,-0.02787849321230217,-0.017728403657911035,1.0
1000044,0.17857901355477185,0.009308991024536665,0.26805896200848484,0.6243904741320387,0.0037276471407183772,0.17080460807560152,0.03706549151606656,0.6067885426921472,0.5331481859304565,0.05454281810453505,0.6785444805771044,0.3018867924528302,0.0,-0.014777505573393251,-0.00017337336135205111,-0.16559186062810077,1.0256331244371655,1.0
1000045,0.24792733769004582,0.0,0.08719711810291891,0.501321347613485,0.00860765870999769,0.25470025295890064,0.06190665804663948,0.6410842812132381,0.4843045197377273,0.018885319287569893,0.7384014239358199,0.18867924528301888,0.2857142857142857,-0.10131242161141217,0.19908585545783916,0.31404748396051346,0.9139823935445953,1.0
1000046,0.4731291283377948,0.04494772062609069,0.4224350616374887,0.5379249992859569,0.06746685310295693,0.1553509195844817,0.13061571092994204,0.4561079081145055,0.6843983082798639,0.2136909322855976,0.6769772573257069,0.20754716981132076,0.14285714285714285,-0.08715977399391552,0.5544689619389976,-0.27939965726089827,0.7932256423986879,1.0
1000047,0.3845969209455083,0.22214626712720859,0.06185245958745698,0.5488249096115136,0.0005388407148006696,0.17941617025061415,0.14210655544646358,0.5665581698738497,0.5636989573092464,0.07712500960077896,0.6858095765449024,0.169811320754717,0.14285714285714285,0.03496104854658771,0.36500850114319533,-0.11013513425370317,0.7469777761381148,1.0
1000048,0.16384221732979287,0.28207605916876477,0.03042628220796136,0.6696040208801155,0.015293936694479827,0.16118446403156292,0.07790047348245609,0.6450231825295424,0.41848587221817174,0.09990635730933055,0.7762254951274126,0.169811320754717,0.14285714285714285,-0.003967355132852712,0.07519515393959944,-0.31842570881405646,1.2390638855849097,1.0
1000049,0.2025952059578729,0.12792602572557119,0.2747720555280674,0.6339787077786354,0.006749585751713663,0.23143596245686124,0.042604966868708544,0.4278438035402071,0.11349930501273314,0.2906047071584686,0.4460280432430528,0.24528301886792453,0.0,-0.03239670999137516,-0.09979081783017477,-0.023425346487586044,0.059463948958791556,1.0
1000050,0.13757527670095132,0.0,0.09599718397072428,0.4482128847702802,0.19253837237122412,0.05782263618202628,0.12878612046404805,0.27066393013284007,0.39700176008575455,0.2189142569072767,0.8045416517221584,0.24528301886792453,0.0,-0.20002897089937424,-0.11328170535357597,-0.0632452559339065,-0.10264104821562436,1.0
1000051,0.390207167567662,0.1145080286517568,0.13755262323585607,0.3988579111724957,0.02210381683435078,0.11835476245938484,0.138457835260029,0.6487807930264703,1.0,0.22363993534151697,0.3048579196762282,0.24528301886792453,0.0,0.00853638591734893,0.31341072948244636,-0.39787541478783706,-0.04516759014758019,1.0
1000052,0.4222956114148762,0.0,0.0,0.38585535004392457,0.0,0.034021710780925335,0.41580793659699655,0.6896106791406608,0.3652915047837891,0.0,0.21399789758986332,0.2641509433962264,0.0,0.278668755733598,0.27376231743352203,0.2646090754932468,-0.02803870625466142,1.0
1000053,0.36917231799313915,0.0,0.13527533984693568,0.34082568214033593,0.0015179278493026745,0.09472317784166323,0.2326663232966481,0.7194948078006332,0.4232070811639041,0.001430368201527383,0.29740604739989696,0.2830188679245283,0.0,-0.0036219379940093544,0.19117850238114756,0.40467000339244175,-0.027495327523566,1.0
1000054,0.29770991615557824,0.05581523569979695,0.4378168080445708,0.2761697416714307,0.015941161442166514,0.12508119639811763,0.16847623551435748,0.7427860874563715,0.4566602897842494,0.013616578492790151,0.47428080738705036,0.339622641509434,0.0,-0.043234874032965574,0.11271869281906538,0.1583821448202642,-0.0963283462558867,1.0
1000055,0.23211920448605106,0.16810504682970018,0.24112111081559723,0.4190070714239216,0.0,0.14655783932021618,0.10553465972687703,0.725079599414021,0.45453343309526334,0.28061519391908096,0.5980256499944772,0.24528301886792453,0.0,-0.1143993096752164,0.11364909421121186,-0.15652725615273702,0.02065480583509175,1.0
1000056,0.2631199008131055,0.19633862713296696,0.10246425450307975,0.48786381521043376,0.0569550946957554,0.26185549545330367,0.05084504291772246,0.4427111116525395,0.25386053444352213,0.39415386553910214,0.6320034108148662,0.3584905660377359,0.0,-0.11336213556378884,0.06893827094639798,0.017556794510784478,0.08559955762253847,1.0
1000057,0.23483526254106596,0.15709464080667418,0.3629473138770402,0.36901317407981526,0.045240881562591935,0.31129461087119337,0.07601381000746463,0.5861354970943294,0.12309801338643106,0.16204958451696932,0.5879342730424124,0.2641509433962264,0.0,-0.020709955101190544,-0.12716004589884997,-0.17872146448879178,0.09667786163679837,1.0
1000058,0.23051400075354123,0.068352686023722,0.2932735017536996,0.4169342554353679,0.02438079273175606,0.225634178128044,0.058106022646396784,0.7534339133879632,0.5907170913876718,0.14145282253833014,0.7058721731595705,0.2641509433962264,0.0,-0.07184295275716071,0.11188042387666342,0.002759254804154314,0.28618248729028467,1.0
1000059,0.14690898157764354,0.0,0.19000342409424015,0.44294882617656506,0.009218169672791751,0.25324671487553674,0.026200672515834952,0.2851229822775183,0.6137999338228683,0.3006974303633036,0.7434506042208677,0.2641509433962264,0.0,-0.1968361721641889,-0.06942462116513795,-0.06368720320748514,-0.10691613958393328,1.0
1000060,0.22585666481707,0.033861197723230596,0.5059993317863843,0.22665179124253843,0.01864271607842848,0.13303980489661965,0.16015041531533905,0.6487360250272763,0.28220104635111026,0.11712122935753831,0.60849915114854,0.11320754716981132,0.42857142857142855,-0.016206682236090685,-0.021032731387111665,0.13340126719025422,-0.19064043701680114,1.0
1000061,0.20145712726676485,0.03900120683581268,0.1448042212698992,0.31656942572866875,0.009615871572593235,0.19659636282389803,0.11483201353487978,0.5532338459284349,0.3978634483006353,0.24140530308506306,0.6098837577403873,0.18867924528301888,0.14285714285714285,-0.0536241220368927,-0.0664001335060071,0.2451396304831709,-0.17966305092821347,1.0
1000062,0.2740438506826521,0.02330127041462294,0.31239292931507584,0.4105197356363437,0.041832097057832224,0.1851304583886796,0.08643537993812353,0.7072054017681447,0.6135728236332616,0.06365559963746052,0.5498938237170017,0.18867924528301888,0.14285714285714285,-0.06783407348725809,0.22075574984899793,0.22558387340807545,-0.10020378961329293,1.0
1000063,0.32211436058368254,0.010004385847549932,0.17941609909556624,0.35977382451219486,0.004552626704916751,0.14595957624764375,0.08471807293605814,0.7511268414749835,0.6549008783961592,0.1100404255301444,0.441758392960776,0.20754716981132076,0.14285714285714285,-0.11005744998568387,0.27448293817008046,0.35772265304580136,-0.01836649543742665,1.0
1000064,0.279211971123611,0.07656868887296862,0.2508777729615089,0.4175877386733915,0.0014968815309259218,0.15054416114519267,0.12381417991250397,0.6544417629726925,0.45565150488612133,0.10746503070770014,0.5417791280925965,0.2641509433962264,0.0,-0.08319388407199975,0.2354085108155096,0.004165009240035248,-0.12377193575185833,1.0
1000065,0.13267372293573004,0.04623820228836949,0.1460596265157838,0.531670879789812,0.22496748536820957,0.17870121152115392,0.08912379628540734,0.36424075851413473,0.27152833936345594,0.2886931798665003,0.7183394193608588,0.169811320754717,0.0,-0.06963742030540633,-0.023017543974155223,-0.33623783033740046,0.05368762705845934,1.0
1000066,0.14517167121969615,0.0,0.25244001324525195,0.4911404917634623,0.0016972732734675704,0.11501607602678604,0.10304725832326712,0.3891559936585566,0.9442665709335547,0.2632418953900466,0.6479227221344219,0.20754716981132076,0.14285714285714285,-0.04400527275723636,0.04290278534591019,-0.3016449558884535,0.05374330942178143,1.0
1000067,0.18839606579476315,0.09210418080433294,0.12061745426058451,0.4462741021114749,0.012732096126053343,0.16170915333481928,0.09710628286144214,0.5755904309848617,0.6968947994950558,0.1920910748020535,0.49095230410654045,0.18867924528301888,0.14285714285714285,-0.024284839502508534,0.08957258872301561,-0.026410875858222067,0.13602913377979686,1.0
1000068,0.3268156437003826,0.082365069560769,0.17402361609146857,0.3302196530503648,0.09327091427034385,0.1568142250225212,0.13954937858394947,0.6596215104422597,0.2846631747254957,0.23229515155621566,0.7020121584697754,0.339622641509434,0.0,0.01878212185900903,-0.06200634874409759,-0.2800992828920674,0.29768725965704035,1.0
1000069,0.13145356969120164,0.17624827726273298,0.33138532390946995,0.465507287203091,0.1179617579777371,0.11391110004942756,0.12332139109028709,0.46859492817680215,0.4220019376580985,0.14472938966453885,0.5592661437831641,0.2641509433962264,0.0,-0.11378993646610762,0.11039660749670596,-0.011994225495146423,0.0914401079969479,1.0
1000070,0.36678396106878847,0.0,0.01930505540139621,0.36331471349004585,0.0019857979240558805,0.3027613733872136,0.06126594483024844,0.7532193146929892,0.711661376599596,0.36850843120068677,0.31941217586530923,0.0,0.2857142857142857,0.08677959997839545,0.195399766196022,0.4463526160241522,-6.454205163738395e-05,1.0
1000071,0.31999970907319514,0.0,0.04562979848887132,0.3208245743999354,0.0,0.2448591077170739,0.10802422535110229,0.8906154867650621,0.2395862161248054,0.03427892097152351,0.39444010235003635,0.4528301886792453,0.0,0.39062871082633677,0.09318465001904885,0.34635031319373843,0.22415653129619292,1.0
1000072,0.23442307578741917,0.0940762591036381,0.7209693624349515,0.4680468923833856,0.009530906119626344,0.18425976744037173,0.138863886098828,0.5786363103462749,0.39653951131348847,0.09274199943020708,0.5950176304833921,0.24528301886792453,0.0,-0.06942498802660968,0.17708144515518323,0.01828157153492237,-0.1546854808187058,1.0
1000073,0.4948580407327193,0.05710040751346397,0.1329004348937142,0.26453863942981426,0.07691508768999125,0.207169114231216,0.14100365995686934,0.4348044781955427,0.10234974793559709,0.11326327168336471,0.5950247524719123,0.2830188679245283,0.0,0.6391508671316954,-0.32743296203158256,0.02970676170085513,0.19638702595645832,1.0
1000074,0.3992312771013505,0.5242140613034022,0.1826132539237077,0.4204418634454683,0.0,0.20392536878746037,0.01588619009156695,0.40838159429140586,0.4938926385410675,0.08619883186272614,0.5925555573363601,0.169811320754717,0.2857142857142857,-0.20269571554825777,-0.22008722325224803,0.03302276917328666,0.03204558467347044,1.0
1000075,0.2643450834282244,0.0713819930000599,0.24905533226596482,0.5668111441489587,0.5975278843912772,0.2796317370945178,0.0658722072139701,0.4106250479252711,0.5945434784072854,0.03924882297142144,0.6227307764357968,0.32075471698113206,0.0,-0.09069672792341579,-0.025321296359492044,-0.08521212641642738,0.006357796405828756,1.0
1000076,0.23935251195373003,0.0050318437532147885,0.6647697767720293,0.5863140260256918,0.025028672071196113,0.22713837782494692,0.018051080991195696,0.5237129064415126,0.7566755730770782,0.015508181794962266,0.6355346976355394,0.20754716981132076,0.14285714285714285,-0.14914953271927925,0.17377921089271767,-0.2685973939479715,0.11379631105529577,1.0
1000077,0.20613742783287886,0.029102571089872284,0.22343595802110963,0.54552950880181,0.042381031408049795,0.22684102431293737,0.11566171437521999,0.5023401291494722,0.4820501439615326,0.06507891508120663,0.7081901503746235,0.15094339622641512,0.14285714285714285,0.13261424772376718,0.17207689837898535,-0.16792587416809762,0.1615913814901089,1.0
1000078,0.2444199171861906,0.2448242763117106,0.035387826674244734,0.4450859933793314,0.011736327730056666,0.10236550373843875,0.1695696698937582,0.5915607729154763,0.6934653436527982,0.10846516406326524,0.6399819820934782,0.24528301886792453,0.0,-0.07073533136341015,0.27117324730271564,-0.2375196003679765,0.4741199988352815,1.0
1000079,0.28940952320669583,0.2025328052783965,0.09417563359355825,0.4471942179237727,0.014739808826056876,0.15560425846708473,0.12040199242645751,0.784335413112501,0.7712306992003695,0.2616181798205151,0.6480800034848482,0.3018867924528302,0.0,0.3084468006314157,0.4731739573267231,-0.3526724438488542,0.6847565458603199,1.0
1000080,0.30250462377607606,0.010022001313341388,0.10827996275725162,0.4499176890267298,0.014605376331507847,0.11943986165114845,0.14993332366953904,0.7959753500476189,0.6483905858136214,0.39383616417731615,0.6804104047143338,0.24528301886792453,0.0,0.04908617214377999,0.5253653545903646,-0.13295815674545583,0.7110199075150816,1.0
1000081,0.28506373342033847,0.057796319131999986,0.08076009344934976,0.4824039382581944,0.0073513451499062155,0.15753419232532248,0.11914960510237439,0.7726736084924405,0.5911996278680272,0.2152646531665862,0.7207655256539502,0.3018867924528302,0.0,0.07876938120484173,0.43525985800279077,-0.24061591009345226,0.5207842134462864,1.0
1000082,0.21461930176572785,0.10582871884840583,0.05965891040343732,0.4596216645148625,0.001910231154535114,0.16532156352874217,0.08099803609070032,0.5388257337995828,0.4849176587847605,0.6989306427977988,0.5886936389096777,0.22641509433962265,0.14285714285714285,-0.10730721957075474,0.22535365129504945,-0.16549450008957997,0.3100353413825781,1.0
1000083,0.4003248159678818,0.0,0.0,0.45594227336108895,0.0014009448094193285,0.0,0.7893738092609802,0.4334239862827953,0.5533730420912464,0.39117683509626505,0.6111549398247993,0.22641509433962265,0.14285714285714285,-0.04275283210177592,0.06317494513535835,-0.12959105357513542,0.3462433661727557,1.0
1000084,0.2083398079052416,0.05442494815373181,0.08778054141425465,0.43178863243026355,0.037803407906365286,0.09838439623930842,0.14575905819935725,0.8023594791603305,0.38933697873102396,0.1563153934076851,0.5934391516582407,0.24528301886792453,0.0,0.012071991260617043,-0.06887144085902878,0.12724531921000803,0.3159165376684841,1.0
1000085,0.2439765582590298,0.043540605982434255,0.2182964383673762,0.2532283379910889,0.13475889975600108,0.1821496708066758,0.12272589828200652,0.7729502595630519,0.3481799433223575,0.10129372516236611,0.5840186565477126,0.2641509433962264,0.0,0.10557129450430829,0.03978664989415662,0.16909693194908484,-0.1616995197774132,1.0
1000086,0.14961757197205067,0.08972133375948005,0.5135513885164721,0.46978972131852426,0.018098648320831037,0.14432414782866163,0.12828308416066395,0.4433411102267176,0.27349771547995844,0.18340141132501467,0.4961163755428193,0.32075471698113206,0.0,-0.020570798326935473,-0.1394397140868917,0.039544424303908095,-0.1459460931594871,1.0
